STATE,ST_CASE,VE_TOTAL,VE_FORMS,PEDS,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,NHS,ROAD_FNC,ROUTE,TWAY_ID,TWAY_ID2,MILEPT,LATITUDE,LONGITUD,SP_JUR,HARM_EV,MAN_COLL,RELJCT1,RELJCT2,TYP_INT,REL_ROAD,WRK_ZONE,LGT_COND,WEATHER1,WEATHER2,WEATHER,SCH_BUS,RAIL,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,CF1,CF2,CF3,FATALS,DRUNK_DR
1,10001,1,1,0,2,81,2340,15,1,2010,6,4,10,1,11,1,I-85,,621,32.64106389,-85.354691670,0,42,0,0,1,1,4,0,3,1,0,1,0,0000000,99,99,4,20,99,99,0,0,0,1,1
1,10002,1,1,0,1,35,1080,11,1,2010,2,6,0,0,16,6,5010,,0,31.43044722,-86.956694440,0,30,0,0,1,1,4,0,3,1,0,1,0,0000000,99,99,6,9,99,99,0,0,0,1,0
1,10003,3,3,0,3,97,2100,14,1,2010,5,15,10,0,12,2,US-SR 42,4639,0,30.69163056,-88.085777780,0,12,11,0,2,3,1,0,1,1,0,1,0,0000000,99,99,15,16,99,99,0,0,0,1,0
1,10004,2,2,0,2,115,160,21,1,2010,5,1,16,0,14,2,US-SR 53,,2400,33.86870000,-86.291163890,0,12,2,0,1,1,1,0,3,2,0,2,0,0000000,99,99,1,16,88,88,0,0,0,1,0
1,10005,2,2,0,2,117,0,4,1,2010,2,6,38,1,11,1,I-65,,2440,33.30974167,-86.787222220,0,12,7,0,1,1,1,1,4,1,0,1,0,0000000,99,99,6,49,88,88,0,0,0,1,0
1,10006,1,1,0,1,21,0,1,1,2010,6,5,34,1,1,1,I-65,,2043,32.78581389,-86.574508330,0,32,0,0,1,1,4,0,4,2,0,2,0,0000000,99,99,5,40,88,88,0,0,0,1,0
1,10007,1,1,0,2,97,0,1,1,2010,6,2,40,0,4,3,SR-188,,45,30.46146389,-88.294019440,0,53,0,0,1,1,4,0,3,2,0,2,0,0000000,99,99,3,15,99,99,0,0,0,2,0
1,10008,1,1,0,4,9,0,2,1,2010,7,15,37,0,3,3,SR-75,7842,334,33.99555556,-86.439002780,0,31,0,0,3,1,4,0,3,1,0,1,0,0000000,99,99,15,45,99,99,0,0,0,1,0
1,10009,1,1,0,2,51,0,2,1,2010,7,9,55,0,4,4,1209,,0,32.70871667,-86.148186110,0,1,0,0,1,1,4,0,1,1,0,1,0,0000000,99,99,10,10,99,99,0,0,0,1,0
1,10010,2,2,0,4,113,0,3,1,2010,1,13,50,0,4,3,SR-165,1119,202,32.25259444,-85.003383330,0,12,6,0,2,3,1,0,1,1,0,1,0,0000000,99,99,14,36,99,99,0,0,0,1,1
1,10011,1,1,0,1,95,0,4,1,2010,2,5,50,0,4,4,1409,,0,34.32906111,-86.165922220,0,17,0,0,1,1,4,0,4,1,0,1,0,0000000,99,99,6,4,88,88,0,0,0,1,0
1,10012,1,1,0,3,91,0,4,1,2010,2,16,20,0,5,4,1258,,0,31.99410000,-87.867730560,0,42,0,0,1,1,4,0,1,1,0,1,0,0000000,99,99,16,51,99,99,0,0,0,1,1
1,10013,1,1,0,3,125,0,5,1,2010,3,23,30,0,5,4,1100,,0,33.06655000,-87.536852780,0,42,0,0,1,1,4,0,6,1,0,1,0,0000000,99,99,23,53,99,99,0,0,0,1,1
1,10014,2,2,0,2,9,1600,6,1,2010,4,17,1,0,3,3,SR-160,,47,33.88872778,-86.761630560,0,12,2,0,1,1,1,0,3,1,0,1,0,0000000,99,99,5,8,99,99,0,0,0,1,0
1,10015,1,1,0,1,47,0,6,1,2010,4,15,21,0,4,4,1056,,0,32.58800833,-86.929380560,0,34,0,0,1,1,4,0,1,1,0,1,0,0000000,99,99,15,45,88,88,0,0,0,1,0
1,10016,2,2,0,2,127,0,7,1,2010,5,9,5,0,4,3,SR-269,,318,33.69823889,-87.255436110,0,12,2,0,1,1,1,0,1,1,0,1,0,0000000,99,99,9,20,99,99,0,0,0,1,0
1,10017,1,1,0,4,19,0,7,1,2010,5,15,0,0,3,3,SR-68,,251,34.23519444,-85.791752780,0,1,0,0,1,1,4,0,1,4,0,4,0,0000000,99,99,15,39,99,99,0,0,0,1,0
1,10018,2,2,0,3,99,0,7,1,2010,5,13,30,1,2,2,US-SR 12,,670,31.50969444,-87.485236110,0,12,6,0,1,1,1,0,1,2,0,2,0,0000000,99,99,14,0,99,99,0,0,0,2,0
1,10019,1,1,0,2,101,0,10,1,2010,1,4,37,1,3,2,US-SR 53,,932,32.03341944,-86.032572220,0,53,0,0,1,1,4,0,3,1,0,1,0,0000000,99,99,5,12,99,99,0,0,0,1,1
1,10020,2,2,0,3,43,0,7,1,2010,5,16,49,1,2,2,US-SR 74,,654,34.20842222,-87.058319440,0,12,6,0,1,1,1,0,5,4,0,4,0,0000000,99,99,17,15,99,99,0,0,0,1,0
1,10021,2,2,0,3,95,0,7,1,2010,5,16,34,0,3,3,SR-75,,522,34.21050556,-86.284872220,0,12,6,0,1,1,1,0,3,1,0,1,0,0000000,99,99,16,56,99,99,0,0,0,1,0
1,10022,1,1,1,1,55,0,11,1,2010,2,6,28,0,2,2,US-SR 25,7856,2241,34.07256944,-85.919200000,0,8,0,0,3,3,1,0,1,1,0,1,0,0000000,99,99,6,39,99,99,0,0,0,1,0
1,10023,2,2,0,2,103,890,11,1,2010,2,13,4,1,2,3,SR-67,8231,0,34.54016667,-86.918058330,0,12,6,0,2,3,1,0,1,1,0,1,0,0000000,99,99,13,8,99,99,0,0,0,1,0
1,10024,2,2,1,2,49,0,12,1,2010,3,15,5,0,4,3,SR-168,,153,34.25094722,-86.106141670,0,8,0,0,8,1,1,0,1,1,0,1,0,0000000,99,99,15,21,99,99,0,0,0,1,0
1,10025,1,1,0,1,97,0,13,1,2010,4,3,30,0,6,4,1215,,0,30.46113611,-88.259058330,0,42,0,0,1,1,4,0,3,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,0
1,10026,1,1,0,1,101,0,14,1,2010,5,0,1,1,2,2,US-SR 9,,857,32.12425278,-86.273413890,0,34,0,0,1,1,4,0,3,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,0
1,10027,1,1,0,1,109,0,16,1,2010,7,5,0,0,3,3,SR-125,,235,31.66762778,-85.832866670,0,42,0,0,1,1,4,0,3,2,0,2,0,0000000,99,99,6,45,88,88,0,0,0,1,0
1,10028,2,2,0,5,43,0,15,1,2010,6,14,45,0,6,4,1750,8257,0,34.18200556,-86.641880560,0,12,6,0,2,2,1,0,1,1,0,1,0,0000000,99,99,15,12,99,99,0,0,0,1,0
1,10029,1,1,0,2,43,0,17,1,2010,1,21,35,0,6,4,1765,,0,34.23168333,-86.614816670,0,42,0,0,1,1,4,0,3,5,0,5,0,0000000,99,99,21,55,88,88,0,0,0,2,0
1,10030,1,1,0,8,85,2147,18,1,2010,2,17,40,0,5,6,1074,,0,32.17258889,-86.672069440,0,1,0,0,1,1,1,0,3,1,0,1,0,0000000,99,99,17,50,99,99,0,0,0,1,1
1,10031,1,1,0,1,127,0,21,1,2010,5,22,30,0,6,4,1026,,0,33.77533611,-87.463702780,0,1,0,0,1,1,4,0,3,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,1
1,10032,1,1,0,1,115,2320,22,1,2010,6,5,40,0,4,3,SR-174,7414,69,33.70572222,-86.403022220,0,42,0,0,3,3,4,0,3,1,0,1,0,0000000,99,99,5,57,88,88,0,0,0,1,0
1,10033,1,1,0,2,53,0,23,1,2010,7,15,45,0,3,2,US-SR 3,,358,31.00506667,-87.581291670,0,34,0,0,1,1,4,0,1,1,0,1,0,0000000,99,99,16,10,99,99,0,0,0,1,0
1,10034,2,2,0,2,29,0,28,1,2010,5,12,25,1,1,1,I-20,,2018,33.62872500,-85.557166670,0,12,6,0,1,1,1,0,1,1,0,1,0,0000000,99,99,12,40,88,88,0,0,0,1,0
1,10035,1,1,0,1,73,1750,30,1,2010,7,15,25,1,11,1,I-20,,1338,33.53526944,-86.697719440,0,39,0,0,5,1,4,0,1,2,0,2,0,0000000,99,99,15,32,88,88,0,0,0,1,0
1,10036,3,3,1,3,131,540,5,1,2010,3,5,55,0,3,3,SR-10,,770,32.00395556,-87.311880560,0,12,1,0,1,1,1,0,3,1,0,1,0,0000000,99,99,6,1,99,99,0,0,0,1,0
1,10037,1,1,0,2,95,0,10,1,2010,1,21,55,0,5,4,1325,,0,34.25121389,-86.257991670,0,32,0,0,1,1,4,0,3,1,0,1,0,0000000,99,99,22,15,99,99,0,0,0,1,1
1,10038,2,2,0,3,35,0,14,1,2010,5,12,40,1,2,2,US-SR 12,,901,31.42496389,-87.138447220,0,12,6,0,1,1,1,0,1,1,0,1,0,0000000,99,99,13,30,99,99,0,0,0,1,0
1,10039,1,1,0,1,81,0,15,1,2010,6,21,50,0,4,3,SR-51,,1030,32.47539167,-85.366763890,0,53,0,0,1,1,4,0,3,1,0,1,0,0000000,99,99,22,15,88,88,0,0,0,1,1
1,10040,2,2,0,2,113,0,16,1,2010,7,13,35,1,2,2,US-SR 8,,2050,32.45680833,-85.187411110,0,12,6,0,8,1,1,0,1,2,0,2,0,0000000,99,99,13,52,99,99,0,0,0,1,0
1,10041,1,1,0,4,97,0,17,1,2010,1,1,20,0,14,3,SR-217,,50,30.77587500,-88.185466670,0,42,0,0,1,1,4,0,3,1,0,1,0,0000000,99,99,1,22,99,99,0,0,0,1,1
1,10042,2,2,0,3,127,0,18,1,2010,2,14,15,0,3,3,SR-69,,2126,33.87975833,-87.161577780,0,12,6,0,1,1,1,0,1,1,0,1,0,0000000,99,99,14,30,99,99,0,0,0,3,0
1,10043,2,2,0,3,105,0,20,1,2010,4,18,35,1,2,3,SR-5,,582,32.58449167,-87.344011110,0,12,2,0,1,1,1,0,3,2,0,2,0,0000000,99,99,19,0,99,99,0,0,0,1,1
1,10044,1,1,0,3,97,0,23,1,2010,7,17,40,0,14,3,SR-217,,15,30.76025833,-88.153219440,0,32,0,0,1,1,4,0,5,1,0,1,0,0000000,99,99,17,55,99,99,0,0,0,1,1
1,10045,1,1,0,1,51,0,24,1,2010,1,5,0,1,2,2,US-SR 21,,1726,32.61890000,-86.223547220,0,30,0,0,1,1,4,0,3,1,0,1,0,0000000,5,15,99,99,88,88,0,0,0,1,1
1,10046,1,1,0,1,123,0,24,1,2010,1,17,30,0,4,3,SR-50,,280,32.82171389,-85.594258330,0,42,0,0,1,1,4,0,5,2,0,2,0,0000000,99,99,11,9,88,88,18,0,0,1,1
1,10047,2,2,0,3,89,0,25,1,2010,2,7,35,0,4,4,1332,,0,34.72885556,-86.488955560,0,12,2,0,1,1,1,0,1,1,0,1,0,0000000,99,99,7,50,99,99,0,0,0,1,0
1,10048,1,1,0,1,27,0,28,1,2010,5,10,40,0,4,4,1006,,0,33.49440833,-85.682694440,0,42,0,0,1,1,4,0,1,1,0,1,0,0000000,99,99,11,6,88,88,0,0,0,1,0
1,10049,2,2,0,2,83,0,28,1,2010,5,7,1,1,2,2,US-SR 2,7856,806,34.76536111,-86.877280560,0,12,6,0,2,2,1,0,1,1,0,1,0,0000000,99,99,7,15,88,88,0,0,0,1,0
1,10050,2,2,0,5,77,0,29,1,2010,6,11,15,1,12,2,US-SR 13,8556,3327,34.95782500,-87.527413890,0,12,6,0,2,2,1,0,1,3,0,3,0,0000000,99,99,12,0,99,99,0,0,0,3,0
1,10051,2,2,0,4,71,2720,29,1,2010,6,11,17,0,14,3,SR-279,,87,34.69036667,-86.000719440,0,12,6,0,1,1,1,0,1,3,0,3,0,0000000,99,99,11,24,99,99,0,0,0,1,0
1,10052,1,1,0,1,15,0,30,1,2010,7,2,40,0,4,4,1142,,0,33.64933611,-85.720086110,0,35,0,0,1,1,4,0,3,2,0,2,0,0000000,88,88,88,88,88,88,0,0,0,1,1
1,10053,2,2,0,2,77,0,1,2,2010,2,14,45,1,2,2,US-SR 13,,3284,34.89723889,-87.531852780,0,12,6,0,1,1,1,0,1,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,0
1,10054,2,2,0,2,77,0,2,2,2010,3,23,40,0,3,3,SR-20,,96,34.90518611,-87.820727780,0,12,6,0,1,1,1,0,3,1,0,1,0,0000000,99,99,0,15,88,88,0,0,0,1,0
1,10055,2,2,0,2,3,0,4,2,2010,5,9,20,0,2,2,US-SR 16,,651,30.56756944,-87.645261110,0,12,2,0,1,1,1,0,1,1,0,1,0,0000000,99,99,9,30,99,99,0,0,0,1,0
1,10056,2,2,0,4,117,0,4,2,2010,5,20,45,0,14,3,SR-119,,235,33.36529167,-86.716380560,0,12,2,0,1,1,1,0,3,2,0,2,0,0000000,99,99,20,50,99,99,0,0,0,1,0
1,10057,2,2,0,3,55,0,6,2,2010,7,16,10,0,4,4,1317,,0,34.05106944,-85.810163890,0,12,2,0,1,1,1,0,1,1,0,1,0,0000000,99,99,16,25,99,99,0,0,0,1,1
1,10058,1,1,0,2,121,2185,6,2,2010,7,20,30,0,6,4,1474,,0,33.53010833,-85.948947220,0,35,0,0,1,1,4,0,3,1,0,1,0,0000000,99,99,20,45,99,99,0,0,0,1,0
1,10059,1,1,0,1,55,0,7,2,2010,1,11,25,9,9,2,US-SR 1,,2677,34.02737500,-86.110786110,0,42,0,0,1,1,4,0,1,1,0,1,0,0000000,99,99,11,32,99,99,0,0,0,1,0
1,10060,2,2,0,2,103,890,8,2,2010,2,17,12,0,12,2,US-SR 3,,0,34.61162222,-86.974469440,0,12,7,0,1,1,1,0,3,2,0,2,0,0000000,99,99,17,24,99,99,0,0,0,1,0
1,10061,1,1,0,1,9,0,8,2,2010,2,23,15,1,2,2,US-SR 74,,970,34.17349167,-86.538900000,0,34,0,0,1,1,4,0,3,2,0,2,0,0000000,88,88,88,88,88,88,0,0,0,1,1
1,10062,2,2,0,2,83,0,10,2,2010,4,20,15,1,2,2,US-SR 3,,3631,34.66890833,-86.950177780,0,12,2,0,1,1,1,0,3,1,0,1,0,0000000,99,99,20,39,99,99,0,0,0,1,0
1,10063,2,2,0,3,55,0,12,2,2010,6,13,15,1,2,3,SR-77,7364,1104,34.02105833,-86.117533330,0,12,1,0,2,3,1,0,1,4,0,4,0,0000000,99,99,13,21,99,99,0,0,0,1,0
1,10064,1,1,0,3,11,0,12,2,2010,6,11,45,0,3,3,SR-110,,166,32.26628611,-85.946936110,0,52,0,0,1,1,4,0,1,4,0,4,0,0000000,99,99,12,2,99,99,0,0,0,2,0
1,10065,2,2,0,2,71,0,12,2,2010,6,12,33,0,4,4,1407,,0,34.93194722,-85.597400000,0,12,2,0,8,1,1,0,1,4,0,4,1,0000000,99,99,12,45,88,88,0,0,0,1,0
1,10066,2,2,0,2,97,2100,21,1,2010,5,12,40,1,2,2,US-SR 42,,0,30.71966667,-88.143900000,0,12,6,0,1,1,1,0,1,1,0,1,0,0000000,99,99,12,45,88,88,0,0,0,1,0
1,10067,2,2,0,2,83,9997,1,2,2010,2,6,10,1,12,3,SR-20,,0,34.62860833,-86.942850000,0,12,2,0,1,1,1,0,3,1,0,1,0,0000000,99,99,5,40,99,99,0,0,0,1,0
1,10068,2,2,0,2,35,1080,2,2,2010,3,5,36,1,2,2,US-SR 12,,987,31.41861111,-87.009788890,0,12,1,0,1,1,1,0,3,1,0,1,0,0000000,99,99,5,40,88,88,0,0,0,1,0
1,10069,1,1,0,1,5,1050,5,2,2010,6,0,57,0,14,3,SR-30,,141,31.87659167,-85.239077780,0,34,0,0,1,1,4,0,3,2,0,2,0,0000000,99,99,1,6,88,88,0,0,0,1,0
1,10070,3,3,0,4,73,330,5,1,2010,3,7,45,1,11,1,I-59,,1127,33.41061389,-86.970541670,0,1,0,0,1,1,3,0,1,1,0,1,0,0000000,99,99,7,55,99,99,0,0,0,1,0
1,10071,1,1,0,1,85,3271,16,1,2010,7,0,35,0,4,4,1085,,0,32.32568056,-86.738122220,0,42,0,0,1,1,4,0,2,2,0,2,0,0000000,99,99,0,55,88,88,0,0,0,1,0
1,10072,3,3,0,4,21,700,21,1,2010,5,17,33,0,14,2,US-SR 3,,0,32.87381944,-86.654061110,0,12,1,0,1,1,1,0,2,1,0,1,0,0000000,99,99,17,42,88,88,0,0,0,1,0
1,10073,2,2,0,2,39,2350,9,2,2010,3,10,13,1,12,3,SR-299,735,20,31.26417500,-86.228927780,0,12,6,0,2,2,1,0,1,2,0,2,0,0000000,99,99,10,17,99,99,0,0,0,1,0
1,10074,2,2,0,2,125,718,17,2,2010,4,4,40,0,3,2,US-SR 7,,916,33.17044167,-87.375502780,0,12,6,0,1,1,1,0,3,1,0,1,0,0000000,99,99,4,48,99,99,0,0,0,1,1
1,10075,2,2,0,3,97,2100,26,2,2010,6,23,57,0,15,6,5194,,0,30.65161944,-88.207650000,0,12,8,0,1,1,1,0,3,1,0,1,0,0000000,99,99,0,4,99,99,0,0,0,1,1
1,10076,2,2,0,4,97,2713,27,2,2010,7,17,19,0,13,3,SR-158,,0,30.79537778,-88.077038890,0,12,2,0,1,1,1,0,1,1,0,1,0,0000000,99,99,17,20,99,99,0,0,0,1,1
1,10077,1,1,0,3,63,0,12,2,2010,6,22,7,1,1,1,I-59,,320,32.77789444,-88.053286110,0,1,0,0,1,1,4,0,3,1,0,1,0,0000000,99,99,22,39,99,99,0,0,0,1,0
1,10078,1,1,0,1,115,0,16,2,2010,3,23,15,0,4,4,1300,,0,33.86401944,-86.108083330,0,53,0,0,1,1,4,0,3,1,0,1,0,0000000,99,99,23,30,88,88,0,0,0,1,1
1,10079,1,1,0,3,117,2405,18,2,2010,5,13,28,0,16,6,1429,,0,33.31984167,-86.788580560,0,42,0,0,1,1,4,0,1,1,0,1,0,0000000,99,99,13,31,99,99,0,0,0,1,0
1,10080,2,2,0,4,33,0,19,2,2010,6,15,25,1,2,2,US-SR 2,,148,34.73163333,-87.863288890,0,12,1,0,1,1,1,0,1,1,0,1,1,0000000,99,99,15,45,99,99,0,0,0,1,0
1,10081,1,1,0,3,73,350,27,2,2010,7,16,0,1,11,1,I-59,,1200,33.52010000,-86.855572220,0,34,0,0,1,1,3,0,1,1,0,1,0,0000000,99,99,16,5,99,99,0,0,0,1,1
1,10082,1,1,0,2,73,1716,5,2,2010,6,10,25,1,11,1,I-459,,125,33.37401111,-86.829113890,0,42,0,0,1,1,4,0,1,2,0,2,0,0000000,99,99,10,31,99,99,0,0,0,1,0
1,10083,1,1,1,2,127,1780,19,2,2010,6,22,55,1,2,6,1525,,0,33.87740278,-87.249700000,0,8,0,0,1,1,1,0,3,1,0,1,0,0000000,99,99,23,15,88,88,0,0,0,1,0
1,10084,1,1,0,1,55,0,23,2,2010,3,11,20,0,5,4,1381,,0,34.10185000,-86.262733330,0,1,0,0,1,1,4,0,1,1,0,1,0,0000000,99,99,11,39,88,88,0,0,0,1,0
1,10085,1,1,0,3,65,0,26,2,2010,6,18,0,0,3,3,SR-14,,706,32.69951667,-87.550966670,0,1,0,0,1,1,4,0,3,1,0,1,0,0000000,99,99,18,15,99,99,0,0,0,3,1
1,10086,1,1,0,2,93,0,27,2,2010,7,1,15,0,5,4,1448,,0,34.22405833,-87.662980560,0,1,0,0,1,1,4,0,3,1,0,1,0,0000000,99,99,1,35,99,99,0,0,0,1,0
1,10087,2,2,0,2,71,0,24,1,2010,1,20,2,1,2,2,US-SR 2,1022,1289,34.62146667,-86.165755560,0,12,6,0,2,2,1,0,3,1,0,1,0,0000000,99,99,20,20,88,88,0,0,0,1,0
1,10088,1,1,0,2,49,1274,20,2,2010,7,20,56,0,6,6,5024,,0,34.44089444,-85.910961110,0,1,0,0,1,1,4,0,3,1,0,1,0,0000000,99,99,21,0,99,99,0,0,0,1,1
1,10089,2,2,0,2,73,0,12,2,2010,6,5,50,1,4,3,SR-269,,141,33.54068056,-87.083430560,0,12,2,0,1,1,1,0,4,1,0,1,0,0000000,99,99,6,51,99,99,0,0,0,1,0
1,10090,1,1,0,2,121,0,12,2,2010,6,20,0,0,3,3,SR-21,,1481,33.57085833,-85.852827780,0,30,0,0,1,1,4,0,3,4,0,4,0,0000000,99,99,20,15,99,99,0,0,0,1,1
1,10091,2,2,0,2,89,0,13,2,2010,7,19,35,0,16,4,1018,,0,34.76989444,-86.706408330,0,12,6,0,1,1,1,0,3,1,0,1,0,0000000,99,99,19,50,99,99,0,0,0,1,1
1,10092,2,2,0,3,83,0,15,2,2010,2,7,45,1,2,2,US-SR 2,,728,34.79123333,-87.030119440,0,12,6,0,1,1,1,0,1,4,0,4,0,0000000,99,99,8,15,99,99,0,0,0,1,0
1,10093,2,2,0,2,115,160,26,2,2010,6,6,45,0,5,4,1272,,0,33.81895556,-86.219083330,0,12,2,0,1,1,1,0,1,1,0,1,0,0000000,99,99,6,55,99,99,0,0,0,1,0
1,10094,2,2,0,2,85,0,27,2,2010,7,0,45,1,1,1,I-65,,1430,32.01388889,-86.519338890,0,12,2,0,1,1,1,0,3,1,0,1,0,0000000,99,99,1,5,88,88,0,0,0,1,0
1,10095,1,1,1,2,25,0,28,2,2010,1,3,30,1,2,2,US-SR 12,,520,31.63695833,-87.671972220,0,8,0,0,1,1,1,0,3,1,0,1,0,0000000,99,99,4,0,99,99,0,0,0,1,1
1,10096,1,1,0,2,113,0,28,2,2010,1,8,19,0,6,4,1183,,0,32.44179167,-85.195605560,0,32,0,0,1,1,4,0,1,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,1
1,10097,1,1,1,1,3,860,16,3,2010,3,17,16,1,11,1,I-10,,351,30.67776944,-87.986536110,0,8,0,0,1,1,1,0,1,1,0,1,0,0000000,99,99,17,20,99,99,0,0,0,1,1
1,10098,1,1,0,1,115,2136,23,3,2010,3,2,11,0,14,2,US-SR 25,,1735,33.58479167,-86.502961110,0,34,0,0,1,1,4,0,3,1,0,1,0,0000000,99,99,2,14,88,88,0,0,0,1,0
1,10099,1,1,0,1,125,0,1,3,2010,2,0,35,0,5,2,US-SR 7,,708,33.13769444,-87.646941670,0,24,0,0,1,1,4,0,3,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,0
1,10100,2,2,0,3,73,1110,4,3,2010,5,5,53,0,15,6,3005,583,0,33.47755833,-86.926505560,0,12,6,0,2,3,1,0,4,1,0,1,0,0000000,99,99,5,58,99,99,0,0,0,1,1
1,10101,1,1,0,1,103,0,5,3,2010,6,3,0,1,2,2,US-SR 53,,3015,34.51023056,-86.600397220,0,42,0,0,1,1,4,0,3,1,0,1,0,0000000,99,99,3,30,88,88,0,0,0,1,1
1,10102,3,3,0,7,9,0,5,3,2010,6,17,53,0,3,3,SR-160,7578,117,33.94765000,-86.669647220,0,12,1,0,2,3,1,0,1,1,0,1,0,0000000,99,99,18,7,88,88,0,0,0,1,0
1,10103,1,1,0,1,3,0,7,3,2010,1,9,0,0,5,4,1865,,0,31.11272222,-87.637305560,0,34,0,0,1,1,4,0,1,1,0,1,0,0000000,99,99,9,6,88,88,0,0,0,1,0
1,10104,2,2,0,2,81,0,8,3,2010,2,12,55,1,2,2,US-SR 1,8026,1193,32.53660278,-85.083938890,0,12,6,0,2,2,1,0,1,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,0
1,10105,3,3,0,3,111,0,8,3,2010,2,10,25,0,3,3,SR-22,,1633,33.15569167,-85.307836110,0,12,9,0,1,1,1,0,1,1,0,1,0,0000000,99,99,10,47,99,99,0,0,0,1,0
1,10106,2,2,0,3,103,890,11,4,2010,1,17,20,0,16,6,1205,,0,34.52496389,-86.985769440,0,12,2,0,1,1,1,0,1,1,0,1,0,0000000,99,99,17,5,99,99,0,0,0,1,0
1,10107,1,1,1,2,19,610,13,4,2010,3,20,48,0,14,3,SR-9,,2634,34.22063889,-85.596322220,0,8,0,0,1,1,1,0,3,1,0,1,0,0000000,99,99,20,25,88,88,0,0,0,1,0
1,10108,3,3,0,3,103,2545,15,4,2010,5,14,25,0,3,3,SR-67,,302,34.49039444,-86.838727780,0,12,8,0,1,1,1,0,1,1,0,1,0,0000000,99,99,14,35,99,99,0,0,0,1,0
1,10109,1,1,0,1,15,0,13,4,2010,3,1,15,1,1,1,I-20,,1906,33.61486944,-85.743977780,0,1,0,0,1,1,3,0,3,1,0,1,0,0000000,99,99,1,46,99,99,0,0,0,1,0
1,10110,1,1,0,1,73,0,15,1,2010,6,8,45,1,4,3,SR-269,,120,33.51680000,-87.049591670,0,42,0,0,1,1,4,0,1,1,0,1,0,0000000,99,99,8,30,88,88,0,0,0,1,0
1,10111,1,1,0,1,73,0,17,1,2010,1,0,40,0,16,4,1247,,0,33.32699722,-86.908850000,0,35,0,0,1,1,4,0,2,2,0,2,0,0000000,99,99,0,53,88,88,0,0,0,1,0
1,10112,1,1,0,1,115,2136,24,1,2010,1,0,0,0,14,2,US-SR 4,,1180,33.55803056,-86.500569440,0,42,0,0,1,1,4,0,3,99,0,99,0,0000000,99,99,7,51,88,88,0,0,0,1,1
1,10113,2,2,0,2,93,270,19,2,2010,6,19,16,1,2,3,SR-13,,0,34.27760833,-87.699147220,0,12,1,0,8,1,1,0,3,1,0,1,0,0000000,99,99,19,31,99,99,0,0,0,1,0
1,10114,1,1,0,1,97,2100,1,3,2010,2,20,0,1,11,1,I-10,,268,30.68742500,-88.041913890,0,39,0,0,1,1,3,0,3,2,0,2,0,0000000,99,99,20,14,99,99,0,0,0,1,1
1,10115,2,2,0,2,31,1030,3,3,2010,4,15,16,0,3,3,SR-192,1035,0,31.29174722,-85.848508330,0,12,6,1,2,2,1,0,1,1,0,1,0,0000000,99,99,15,26,99,99,0,0,0,1,1
1,10117,1,1,0,1,97,2100,15,3,2010,2,0,50,0,15,6,5732,,0,30.65559167,-88.140480560,0,33,0,0,1,1,4,0,3,1,0,1,0,0000000,99,99,0,54,88,88,0,0,0,1,1
1,10118,2,2,0,2,13,1460,5,3,2010,6,14,9,0,14,6,9999,429,0,31.84843333,-86.640225000,0,12,1,1,3,3,1,0,1,1,0,1,0,0000000,99,99,14,13,99,99,0,0,0,1,0
1,10119,1,1,0,1,95,400,6,3,2010,7,2,40,0,16,6,5317,,0,34.19097222,-86.150766670,0,42,0,0,1,1,4,0,3,1,0,1,0,0000000,99,99,2,44,99,99,0,0,0,1,0
1,10120,1,1,1,2,73,350,7,3,2010,1,18,5,0,15,6,3699,,0,33.45003056,-86.899661110,0,9,0,0,1,1,1,0,5,1,0,1,0,0000000,99,99,18,11,99,99,0,0,0,1,0
1,10121,2,2,0,7,73,1716,15,3,2010,2,19,49,0,15,4,2767,13205,0,33.40667500,-86.881983330,0,12,6,0,2,2,1,0,2,1,0,1,0,0000000,99,99,19,52,99,99,0,0,0,1,0
1,10122,3,3,0,3,97,2100,18,3,2010,5,6,34,0,15,6,7101,,0,30.70381389,-88.123741670,0,12,2,0,1,1,1,0,4,1,0,1,0,0000000,99,99,6,40,99,99,0,0,0,1,1
1,10123,1,1,1,1,55,1280,18,3,2010,5,10,58,1,12,3,SR-291,,0,34.00475278,-85.995955560,0,8,0,0,1,1,1,0,1,1,0,1,0,0000000,99,99,11,2,99,99,0,0,0,1,0
1,10124,1,1,0,2,73,1716,19,3,2010,6,17,46,0,16,6,6668,,0,33.35084167,-86.837550000,0,5,0,0,1,1,1,0,1,1,0,1,0,0000000,99,99,17,52,99,99,0,0,0,1,0
1,10125,1,1,0,3,97,2100,20,3,2010,7,20,30,0,14,6,6200,,0,30.69185833,-88.101655560,0,30,0,0,1,1,4,0,3,1,0,1,0,0000000,99,99,20,34,99,99,20,0,0,2,1
