ST_CASE,VEH_NO,MDRDSTRD,YEAR,FATALS,PER_TYP,INJ_SEV
130072,3,0,2012,1,1.0,3.0
130073,1,0,2012,1,1.0,0.0
130074,1,0,2012,1,1.0,4.0
130075,1,99,2012,1,1.0,0.0
130076,1,0,2012,1,1.0,4.0
130076,1,0,2012,1,2.0,2.0
130077,1,0,2012,1,1.0,0.0
130078,1,0,2012,1,1.0,0.0
130078,2,0,2012,1,1.0,4.0
130079,1,0,2012,1,1.0,0.0
130080,1,0,2012,1,1.0,2.0
130080,1,0,2012,1,2.0,3.0
130080,1,0,2012,1,2.0,4.0
130081,1,0,2012,1,1.0,4.0
130082,1,0,2012,1,1.0,4.0
130083,1,0,2012,1,1.0,2.0
130083,2,0,2012,1,1.0,4.0
130084,1,0,2012,1,1.0,4.0
130084,1,0,2012,1,2.0,0.0
130084,1,0,2012,1,2.0,2.0
130085,1,0,2012,1,1.0,4.0
130086,1,0,2012,1,1.0,4.0
130086,1,0,2012,1,2.0,2.0
130087,1,0,2012,1,1.0,4.0
130087,2,0,2012,1,1.0,0.0
130088,1,99,2012,1,1.0,4.0
130089,1,99,2012,1,1.0,4.0
130089,2,99,2012,1,1.0,1.0
130090,1,0,2012,1,1.0,0.0
130090,1,0,2012,1,2.0,0.0
130090,1,0,2012,1,2.0,0.0
130090,1,0,2012,1,2.0,0.0
130090,2,99,2012,1,1.0,4.0
130092,1,0,2012,1,1.0,4.0
130093,1,99,2012,1,1.0,0.0
130093,2,5,2012,1,1.0,4.0
130094,1,99,2012,1,1.0,4.0
130095,1,99,2012,1,1.0,4.0
130096,1,99,2012,1,1.0,2.0
130096,1,99,2012,1,2.0,2.0
130096,2,99,2012,1,1.0,2.0
130096,2,99,2012,1,2.0,4.0
130096,3,99,2012,1,1.0,2.0
130096,4,99,2012,1,1.0,2.0
130096,5,99,2012,1,1.0,2.0
130096,5,99,2012,1,2.0,2.0
130096,6,99,2012,1,1.0,0.0
130097,1,99,2012,2,1.0,4.0
130097,1,99,2012,2,2.0,2.0
130097,1,99,2012,2,2.0,4.0
130097,2,99,2012,2,1.0,3.0
130097,2,99,2012,2,2.0,2.0
130098,1,99,2012,1,1.0,4.0
130099,1,99,2012,1,1.0,0.0
130099,2,99,2012,1,1.0,4.0
130100,1,99,2012,1,1.0,4.0
130100,2,99,2012,1,1.0,0.0
130101,1,99,2012,1,1.0,4.0
130101,2,0,2012,1,1.0,2.0
130101,2,0,2012,1,2.0,2.0
130102,1,99,2012,1,1.0,4.0
130102,1,99,2012,1,2.0,9.0
130103,1,0,2012,1,1.0,4.0
130104,1,0,2012,2,1.0,4.0
130104,1,0,2012,2,2.0,4.0
130104,2,0,2012,2,1.0,0.0
130105,1,0,2012,1,1.0,4.0
130106,1,99,2012,1,1.0,0.0
130107,1,0,2012,1,1.0,4.0
130107,2,99,2012,1,1.0,2.0
130107,2,99,2012,1,2.0,2.0
130108,1,0,2012,1,1.0,2.0
130108,1,0,2012,1,2.0,4.0
130108,2,0,2012,1,1.0,2.0
130108,2,0,2012,1,2.0,2.0
130109,1,0,2012,1,1.0,0.0
130109,1,0,2012,1,2.0,4.0
130110,1,99,2012,1,1.0,0.0
130111,1,99,2012,1,1.0,4.0
130112,1,99,2012,1,1.0,2.0
130112,1,99,2012,1,2.0,4.0
130112,2,99,2012,1,1.0,1.0
130113,1,17,2012,1,1.0,4.0
130114,1,0,2012,1,1.0,4.0
130115,1,99,2012,1,1.0,9.0
130115,1,99,2012,1,2.0,1.0
130115,1,99,2012,1,2.0,1.0
130115,1,99,2012,1,2.0,1.0
130115,2,0,2012,1,1.0,4.0
130115,3,0,2012,1,1.0,1.0
130115,4,0,2012,1,1.0,1.0
130115,5,0,2012,1,1.0,0.0
130116,1,99,2012,1,1.0,4.0
130117,1,99,2012,1,1.0,4.0
130118,1,99,2012,1,1.0,4.0
130118,2,0,2012,1,1.0,2.0
130119,1,0,2012,1,1.0,4.0
130120,1,0,2012,1,1.0,4.0
130121,1,99,2012,1,1.0,4.0
130122,1,0,2012,1,1.0,2.0
130122,1,0,2012,1,2.0,2.0
130122,2,0,2012,1,1.0,4.0
130123,1,0,2012,1,1.0,4.0
130123,2,0,2012,1,1.0,2.0
130123,2,0,2012,1,2.0,2.0
130124,1,99,2012,1,1.0,4.0
130124,1,99,2012,1,2.0,0.0
130124,2,99,2012,1,1.0,1.0
130125,1,99,2012,1,1.0,4.0
130126,1,0,2012,1,1.0,4.0
130127,1,0,2012,1,1.0,2.0
130127,1,0,2012,1,2.0,4.0
130127,1,0,2012,1,2.0,3.0
130127,1,0,2012,1,2.0,2.0
130128,1,0,2012,2,1.0,4.0
130128,1,0,2012,2,2.0,3.0
130128,1,0,2012,2,2.0,4.0
130129,1,0,2012,1,1.0,3.0
130129,1,0,2012,1,2.0,4.0
130129,2,0,2012,1,1.0,3.0
130130,1,0,2012,1,1.0,4.0
130130,1,0,2012,1,2.0,2.0
130131,1,0,2012,1,1.0,0.0
130132,1,0,2012,1,1.0,4.0
130132,1,0,2012,1,2.0,2.0
130133,1,0,2012,1,1.0,0.0
130134,1,99,2012,1,1.0,9.0
130134,2,0,2012,1,1.0,0.0
130134,3,0,2012,1,1.0,0.0
130135,1,0,2012,1,1.0,1.0
130135,2,0,2012,1,1.0,0.0
130135,2,0,2012,1,2.0,2.0
130135,2,0,2012,1,2.0,4.0
130135,2,0,2012,1,2.0,0.0
130136,1,99,2012,1,1.0,4.0
130136,2,0,2012,1,1.0,2.0
130136,2,0,2012,1,2.0,3.0
130136,2,0,2012,1,2.0,2.0
130136,2,0,2012,1,2.0,2.0
130137,1,0,2012,2,1.0,4.0
130137,1,0,2012,2,2.0,4.0
130137,2,0,2012,2,1.0,0.0
130138,1,0,2012,1,1.0,0.0
130139,1,0,2012,1,1.0,4.0
130139,2,0,2012,1,1.0,0.0
130140,1,0,2012,1,1.0,4.0
130140,2,0,2012,1,1.0,0.0
130141,1,0,2012,1,1.0,0.0
130142,1,0,2012,1,1.0,4.0
130143,1,0,2012,1,1.0,4.0
130144,1,0,2012,1,1.0,0.0
130144,1,0,2012,1,2.0,0.0
130145,1,99,2012,1,1.0,4.0
130145,2,0,2012,1,1.0,2.0
130146,1,0,2012,1,1.0,4.0
130146,2,0,2012,1,1.0,2.0
130146,2,0,2012,1,2.0,2.0
130147,1,99,2012,1,1.0,4.0
130148,1,0,2012,1,1.0,0.0
130149,1,0,2012,1,1.0,4.0
130150,1,0,2012,1,1.0,0.0
130151,1,99,2012,1,1.0,4.0
130152,1,0,2012,1,1.0,3.0
130152,1,0,2012,1,2.0,4.0
130152,1,0,2012,1,2.0,1.0
130152,1,0,2012,1,2.0,3.0
130153,1,0,2012,1,1.0,4.0
130154,1,0,2012,1,1.0,4.0
130155,1,0,2012,1,1.0,4.0
130156,1,0,2012,1,1.0,4.0
130156,2,0,2012,1,1.0,2.0
130156,3,0,2012,1,1.0,2.0
130157,1,93,2012,1,1.0,0.0
130158,1,99,2012,1,1.0,4.0
130158,2,0,2012,1,1.0,0.0
130159,1,0,2012,1,1.0,4.0
130160,1,0,2012,1,1.0,3.0
130160,1,0,2012,1,2.0,4.0
130160,2,0,2012,1,1.0,2.0
130161,1,0,2012,1,1.0,1.0
130161,1,0,2012,1,2.0,2.0
130161,2,0,2012,1,1.0,4.0
130161,3,0,2012,1,1.0,9.0
130162,1,99,2012,1,1.0,4.0
130162,1,99,2012,1,2.0,3.0
130163,1,19,2012,1,1.0,0.0
130164,1,99,2012,1,1.0,3.0
130164,2,99,2012,1,1.0,4.0
130164,3,99,2012,1,1.0,1.0
130164,3,99,2012,1,2.0,1.0
130164,3,99,2012,1,2.0,1.0
130164,3,99,2012,1,2.0,3.0
130164,3,99,2012,1,2.0,3.0
130165,1,99,2012,1,1.0,4.0
130165,2,99,2012,1,1.0,0.0
130166,1,99,2012,1,1.0,1.0
130166,2,99,2012,1,1.0,3.0
130166,2,99,2012,1,2.0,4.0
130167,1,99,2012,1,1.0,0.0
130168,1,99,2012,1,1.0,0.0
130168,1,99,2012,1,2.0,0.0
130168,1,99,2012,1,2.0,0.0
130168,1,99,2012,1,2.0,0.0
130168,2,99,2012,1,1.0,4.0
130169,1,99,2012,1,1.0,4.0
130170,1,99,2012,1,1.0,4.0
130171,1,99,2012,1,1.0,4.0
130171,1,99,2012,1,2.0,2.0
130171,1,99,2012,1,2.0,2.0
130171,1,99,2012,1,2.0,2.0
130171,1,99,2012,1,2.0,2.0
130172,1,99,2012,1,1.0,4.0
130172,2,99,2012,1,1.0,0.0
130172,2,99,2012,1,2.0,2.0
130173,1,0,2012,1,1.0,4.0
130173,2,99,2012,1,1.0,2.0
130173,2,99,2012,1,2.0,0.0
130174,1,0,2012,1,1.0,2.0
130174,2,0,2012,1,1.0,2.0
130174,2,0,2012,1,2.0,4.0
130175,1,0,2012,1,1.0,4.0
130175,1,0,2012,1,2.0,2.0
130176,1,99,2012,1,1.0,4.0
130177,1,99,2012,1,1.0,4.0
130178,1,0,2012,1,1.0,0.0
130178,1,0,2012,1,2.0,0.0
130179,1,0,2012,1,1.0,4.0
130180,1,99,2012,1,1.0,4.0
130181,1,0,2012,1,1.0,2.0
130181,2,0,2012,1,1.0,4.0
130182,1,0,2012,1,1.0,4.0
130183,1,0,2012,1,1.0,0.0
130184,1,0,2012,1,1.0,4.0
130185,1,0,2012,1,1.0,4.0
130185,1,0,2012,1,2.0,2.0
130186,1,99,2012,1,1.0,4.0
130186,2,99,2012,1,1.0,3.0
130187,1,0,2012,1,1.0,2.0
130187,1,0,2012,1,2.0,4.0
130188,1,98,2012,2,1.0,4.0
130188,1,98,2012,2,2.0,4.0
130188,1,98,2012,2,2.0,1.0
130189,1,99,2012,1,1.0,0.0
130189,2,99,2012,1,1.0,4.0
130190,1,99,2012,1,1.0,0.0
130190,1,99,2012,1,2.0,4.0
130190,2,99,2012,1,1.0,0.0
130190,2,99,2012,1,2.0,0.0
130190,2,99,2012,1,2.0,0.0
130190,2,99,2012,1,2.0,0.0
130190,2,99,2012,1,2.0,0.0
130190,2,99,2012,1,2.0,0.0
130191,1,0,2012,1,1.0,0.0
130191,1,0,2012,1,2.0,0.0
130191,1,0,2012,1,2.0,0.0
130191,2,0,2012,1,1.0,0.0
130191,2,0,2012,1,2.0,4.0
130191,2,0,2012,1,2.0,0.0
130192,1,99,2012,2,1.0,2.0
130192,1,99,2012,2,2.0,2.0
130192,1,99,2012,2,2.0,4.0
130192,1,99,2012,2,2.0,4.0
130193,1,0,2012,1,1.0,4.0
130193,1,0,2012,1,2.0,2.0
130194,1,99,2012,1,1.0,0.0
130194,1,99,2012,1,2.0,0.0
130194,2,0,2012,1,1.0,4.0
130195,1,99,2012,1,1.0,4.0
130195,1,99,2012,1,2.0,2.0
130195,2,0,2012,1,1.0,0.0
130195,2,0,2012,1,2.0,0.0
130196,1,98,2012,1,1.0,2.0
130196,1,98,2012,1,2.0,4.0
130196,1,98,2012,1,2.0,2.0
130196,1,98,2012,1,2.0,2.0
130196,1,98,2012,1,2.0,2.0
130196,1,98,2012,1,2.0,2.0
130196,1,98,2012,1,2.0,2.0
130196,1,98,2012,1,2.0,2.0
130196,1,98,2012,1,2.0,2.0
130197,1,99,2012,1,1.0,4.0
130198,1,0,2012,1,1.0,4.0
130199,1,99,2012,1,1.0,4.0
130199,2,0,2012,1,1.0,0.0
130200,1,99,2012,1,1.0,4.0
130201,1,99,2012,1,1.0,9.0
130202,1,98,2012,1,1.0,4.0
130203,1,0,2012,1,1.0,4.0
130204,1,0,2012,1,1.0,3.0
130204,2,0,2012,1,1.0,2.0
130204,2,0,2012,1,2.0,0.0
130204,3,0,2012,1,1.0,2.0
130204,3,0,2012,1,2.0,0.0
130205,1,99,2012,1,1.0,4.0
130205,2,99,2012,1,1.0,1.0
130206,1,0,2012,1,1.0,0.0
130206,2,0,2012,1,1.0,4.0
130206,3,0,2012,1,1.0,1.0
130206,3,0,2012,1,2.0,1.0
130206,3,0,2012,1,2.0,0.0
130207,1,0,2012,1,1.0,0.0
130207,2,0,2012,1,1.0,4.0
130207,3,0,2012,1,1.0,0.0
130207,3,0,2012,1,2.0,0.0
130207,3,0,2012,1,2.0,0.0
130208,1,0,2012,1,1.0,3.0
130208,1,0,2012,1,2.0,3.0
130208,1,0,2012,1,2.0,4.0
130209,1,99,2012,1,1.0,4.0
130210,1,99,2012,1,1.0,4.0
130211,1,99,2012,1,1.0,1.0
130211,1,99,2012,1,2.0,4.0
130211,2,99,2012,1,1.0,1.0
130211,2,99,2012,1,2.0,1.0
130212,1,99,2012,1,1.0,0.0
130212,2,99,2012,1,1.0,0.0
130212,3,99,2012,1,1.0,0.0
130212,3,99,2012,1,2.0,0.0
130213,1,99,2012,1,1.0,3.0
130213,1,99,2012,1,2.0,4.0
130214,1,99,2012,1,1.0,0.0
130214,2,99,2012,1,1.0,4.0
130215,1,99,2012,1,1.0,0.0
130215,1,99,2012,1,2.0,0.0
130216,1,99,2012,1,1.0,4.0
130217,1,98,2012,1,1.0,2.0
130217,1,98,2012,1,2.0,4.0
130218,1,99,2012,1,1.0,3.0
130218,1,99,2012,1,2.0,0.0
130218,1,99,2012,1,2.0,0.0
130218,1,99,2012,1,2.0,0.0
130218,2,0,2012,1,1.0,4.0
130218,3,0,2012,1,1.0,1.0
130218,4,0,2012,1,1.0,0.0
130218,5,0,2012,1,1.0,0.0
130219,1,99,2012,1,1.0,4.0
130219,2,0,2012,1,1.0,0.0
130220,1,0,2012,1,1.0,3.0
130220,1,0,2012,1,2.0,2.0
130220,1,0,2012,1,2.0,3.0
130220,1,0,2012,1,2.0,4.0
130221,1,0,2012,1,1.0,4.0
130222,1,99,2012,2,1.0,4.0
130222,2,0,2012,2,1.0,2.0
130222,2,0,2012,2,2.0,4.0
130222,2,0,2012,2,2.0,3.0
130223,1,0,2012,1,1.0,0.0
130223,1,0,2012,1,2.0,2.0
130223,2,0,2012,1,1.0,2.0
130223,2,0,2012,1,2.0,4.0
130224,1,0,2012,1,1.0,4.0
130224,2,0,2012,1,1.0,0.0
130224,2,0,2012,1,2.0,0.0
130224,2,0,2012,1,2.0,0.0
130225,1,99,2012,1,1.0,4.0
130226,1,99,2012,1,1.0,0.0
130226,1,99,2012,1,2.0,1.0
130226,2,0,2012,1,1.0,3.0
130226,2,0,2012,1,2.0,4.0
130226,2,0,2012,1,2.0,3.0
130226,3,0,2012,1,1.0,0.0
130227,1,0,2012,1,1.0,4.0
130228,1,99,2012,1,1.0,2.0
130228,1,99,2012,1,2.0,0.0
130228,2,0,2012,1,1.0,4.0
130228,2,0,2012,1,2.0,1.0
130229,1,0,2012,1,1.0,2.0
130229,2,0,2012,1,1.0,4.0
130230,1,0,2012,1,1.0,4.0
130230,2,0,2012,1,1.0,0.0
130230,2,0,2012,1,2.0,0.0
130230,2,0,2012,1,2.0,0.0
130230,2,0,2012,1,2.0,0.0
130231,1,0,2012,1,1.0,4.0
130231,1,0,2012,1,2.0,2.0
130232,1,92,2012,1,1.0,1.0
130232,1,92,2012,1,2.0,0.0
130232,1,92,2012,1,2.0,0.0
130232,1,92,2012,1,2.0,0.0
130233,1,0,2012,1,1.0,4.0
130234,1,0,2012,1,1.0,4.0
130234,2,1,2012,1,1.0,1.0
130235,1,0,2012,1,1.0,4.0
130235,1,0,2012,1,2.0,0.0
130236,1,99,2012,2,1.0,4.0
130236,1,99,2012,2,2.0,4.0
130236,1,99,2012,2,2.0,3.0
130237,1,0,2012,1,1.0,0.0
130237,1,0,2012,1,2.0,0.0
130238,1,0,2012,1,1.0,2.0
130238,1,0,2012,1,2.0,4.0
130239,1,99,2012,1,1.0,4.0
130240,1,99,2012,1,1.0,4.0
130240,2,0,2012,1,1.0,2.0
130241,1,0,2012,1,1.0,4.0
130242,1,0,2012,1,1.0,4.0
130243,1,99,2012,1,1.0,4.0
130244,1,0,2012,1,1.0,0.0
130244,2,0,2012,1,1.0,4.0
130244,3,0,2012,1,1.0,0.0
130245,1,0,2012,1,1.0,4.0
130245,2,0,2012,1,1.0,1.0
130245,2,0,2012,1,2.0,1.0
130246,1,0,2012,1,1.0,3.0
130246,2,0,2012,1,1.0,4.0
130247,1,0,2012,1,1.0,2.0
130247,1,0,2012,1,2.0,4.0
130247,1,0,2012,1,2.0,2.0
130247,2,0,2012,1,1.0,2.0
130247,2,0,2012,1,2.0,2.0
130247,2,0,2012,1,2.0,2.0
130248,1,0,2012,1,1.0,0.0
130248,2,0,2012,1,1.0,0.0
130248,2,0,2012,1,2.0,0.0
130249,1,0,2012,1,1.0,1.0
130249,2,0,2012,1,1.0,1.0
130249,2,0,2012,1,2.0,1.0
130249,2,0,2012,1,2.0,4.0
130250,1,99,2012,1,1.0,4.0
130251,1,0,2012,1,1.0,4.0
130251,1,0,2012,1,2.0,9.0
130252,1,0,2012,1,1.0,4.0
130252,1,0,2012,1,2.0,2.0
130252,2,0,2012,1,1.0,2.0
130253,1,0,2012,1,1.0,0.0
130253,1,0,2012,1,2.0,0.0
130254,1,0,2012,1,1.0,0.0
130254,1,0,2012,1,2.0,0.0
130254,1,0,2012,1,2.0,0.0
130254,2,0,2012,1,1.0,4.0
130255,1,0,2012,1,1.0,4.0
130256,1,0,2012,1,1.0,4.0
130257,1,0,2012,1,1.0,4.0
130257,2,0,2012,1,1.0,0.0
130258,1,0,2012,1,1.0,4.0
130259,1,0,2012,1,1.0,4.0
130259,2,0,2012,1,1.0,2.0
130260,1,0,2012,1,1.0,4.0
130260,1,0,2012,1,2.0,3.0
130260,1,0,2012,1,2.0,2.0
130260,1,0,2012,1,2.0,2.0
130260,1,0,2012,1,2.0,2.0
130261,1,0,2012,1,1.0,4.0
130261,2,0,2012,1,1.0,0.0
130262,1,0,2012,1,1.0,0.0
130263,1,0,2012,1,1.0,4.0
130264,1,0,2012,1,1.0,4.0
130264,2,0,2012,1,1.0,3.0
130264,2,0,2012,1,2.0,2.0
130265,1,0,2012,1,1.0,4.0
130265,1,0,2012,1,2.0,0.0
130266,1,0,2012,1,1.0,4.0
130267,1,0,2012,1,1.0,1.0
130267,1,0,2012,1,2.0,4.0
130267,1,0,2012,1,2.0,2.0
130267,1,0,2012,1,2.0,2.0
130268,1,0,2012,1,1.0,1.0
130268,2,0,2012,1,1.0,4.0
130269,1,0,2012,1,1.0,0.0
130269,1,0,2012,1,2.0,0.0
130269,1,0,2012,1,2.0,4.0
130270,1,0,2012,1,1.0,0.0
130270,1,0,2012,1,2.0,1.0
130270,1,0,2012,1,2.0,0.0
130270,1,0,2012,1,2.0,4.0
130271,1,99,2012,1,1.0,0.0
130272,1,0,2012,1,1.0,2.0
130272,1,0,2012,1,2.0,4.0
130273,1,99,2012,2,1.0,4.0
130273,2,99,2012,2,1.0,4.0
130273,2,99,2012,2,2.0,2.0
130273,2,99,2012,2,2.0,2.0
130274,1,0,2012,1,1.0,4.0
130275,1,99,2012,1,1.0,4.0
130276,1,0,2012,1,1.0,0.0
130276,2,0,2012,1,1.0,3.0
130276,2,0,2012,1,2.0,4.0
130277,1,99,2012,1,1.0,4.0
130278,1,0,2012,1,1.0,4.0
130279,1,0,2012,1,1.0,0.0
130279,2,16,2012,1,,
130280,1,0,2012,1,1.0,0.0
130280,2,0,2012,1,1.0,4.0
130280,3,0,2012,1,1.0,2.0
130280,3,0,2012,1,2.0,2.0
130281,1,99,2012,1,1.0,4.0
130281,2,0,2012,1,1.0,1.0
130281,2,0,2012,1,2.0,1.0
130281,2,0,2012,1,2.0,1.0
130281,2,0,2012,1,2.0,1.0
130281,2,0,2012,1,2.0,1.0
130282,1,0,2012,1,1.0,4.0
130282,2,0,2012,1,1.0,0.0
130283,1,99,2012,1,1.0,4.0
130284,1,0,2012,2,1.0,4.0
130284,1,0,2012,2,2.0,4.0
130284,1,0,2012,2,2.0,3.0
130284,2,0,2012,2,1.0,2.0
130285,1,0,2012,1,1.0,4.0
130285,2,0,2012,1,1.0,0.0
130286,1,99,2012,1,1.0,4.0
130287,1,99,2012,2,1.0,4.0
130287,2,0,2012,2,1.0,4.0
130288,1,99,2012,1,1.0,2.0
130288,1,99,2012,1,2.0,4.0
130288,2,99,2012,1,1.0,0.0
130289,1,98,2012,2,1.0,0.0
130289,2,99,2012,2,1.0,4.0
130289,2,99,2012,2,2.0,4.0
130289,3,99,2012,2,1.0,1.0
130289,3,99,2012,2,2.0,1.0
130289,3,99,2012,2,2.0,1.0
130289,4,99,2012,2,1.0,0.0
130289,4,99,2012,2,2.0,0.0
130289,4,99,2012,2,2.0,0.0
130290,1,0,2012,1,1.0,4.0
130290,1,0,2012,1,2.0,2.0
130290,1,0,2012,1,2.0,2.0
130290,1,0,2012,1,2.0,3.0
130291,1,99,2012,1,1.0,4.0
130291,2,99,2012,1,1.0,2.0
130291,2,99,2012,1,2.0,1.0
130292,1,0,2012,1,1.0,4.0
130293,1,99,2012,1,1.0,4.0
130294,1,99,2012,1,1.0,4.0
130294,2,0,2012,1,1.0,2.0
130295,1,0,2012,1,1.0,4.0
130296,1,12,2012,2,1.0,4.0
130296,1,12,2012,2,2.0,4.0
130297,1,0,2012,1,1.0,4.0
130297,2,0,2012,1,1.0,2.0
130298,1,0,2012,1,1.0,2.0
130298,1,0,2012,1,2.0,4.0
130298,2,0,2012,1,1.0,0.0
130298,2,0,2012,1,2.0,0.0
130298,2,0,2012,1,2.0,0.0
130299,1,0,2012,1,1.0,4.0
130299,2,0,2012,1,1.0,2.0
130299,2,0,2012,1,2.0,3.0
130299,2,0,2012,1,2.0,3.0
130300,1,0,2012,1,1.0,4.0
130301,1,99,2012,1,1.0,4.0
130302,1,99,2012,1,1.0,4.0
130302,2,99,2012,1,1.0,2.0
130303,1,99,2012,1,1.0,4.0
130304,1,99,2012,1,1.0,1.0
130304,2,0,2012,1,1.0,4.0
130304,3,99,2012,1,1.0,0.0
130305,1,99,2012,1,1.0,4.0
130306,1,0,2012,1,1.0,2.0
130306,2,0,2012,1,1.0,4.0
130307,1,99,2012,1,1.0,4.0
130308,1,0,2012,1,1.0,0.0
130309,1,99,2012,1,1.0,4.0
130309,2,99,2012,1,1.0,0.0
130309,2,99,2012,1,2.0,1.0
130309,2,99,2012,1,2.0,2.0
130310,1,99,2012,1,1.0,4.0
130311,1,99,2012,1,1.0,2.0
130311,1,99,2012,1,2.0,4.0
130311,1,99,2012,1,2.0,2.0
130312,1,99,2012,1,1.0,4.0
130313,1,99,2012,1,1.0,0.0
130313,2,99,2012,1,1.0,4.0
130314,1,0,2012,1,1.0,4.0
130315,1,99,2012,1,1.0,4.0
130315,2,0,2012,1,1.0,2.0
130316,1,99,2012,1,1.0,4.0
130317,1,99,2012,1,1.0,4.0
130318,1,99,2012,1,1.0,4.0
130319,1,99,2012,1,1.0,0.0
130319,2,99,2012,1,1.0,3.0
130319,2,99,2012,1,2.0,4.0
130320,1,0,2012,1,1.0,2.0
130320,2,0,2012,1,1.0,4.0
130321,1,99,2012,1,1.0,4.0
130321,2,0,2012,1,1.0,2.0
130322,1,99,2012,1,1.0,3.0
130322,2,0,2012,1,1.0,4.0
130323,1,0,2012,1,1.0,2.0
130323,2,0,2012,1,1.0,4.0
130323,2,0,2012,1,2.0,3.0
130324,1,0,2012,1,1.0,4.0
130325,1,0,2012,1,1.0,4.0
130325,2,0,2012,1,1.0,0.0
130326,1,0,2012,1,1.0,1.0
130326,1,0,2012,1,2.0,4.0
130326,1,0,2012,1,2.0,2.0
130326,2,0,2012,1,1.0,0.0
130327,1,0,2012,1,1.0,4.0
130328,1,0,2012,1,1.0,0.0
130328,2,0,2012,1,1.0,0.0
130329,1,0,2012,2,1.0,2.0
130329,2,0,2012,2,1.0,2.0
130329,2,0,2012,2,2.0,4.0
130329,3,0,2012,2,1.0,4.0
130330,1,99,2012,1,1.0,4.0
130330,2,0,2012,1,1.0,0.0
130330,2,0,2012,1,2.0,0.0
130331,1,0,2012,1,1.0,0.0
130331,2,0,2012,1,1.0,4.0
130332,1,99,2012,2,1.0,4.0
130332,1,99,2012,2,2.0,4.0
130333,1,0,2012,1,1.0,0.0
130333,2,0,2012,1,1.0,4.0
130334,1,12,2012,1,1.0,4.0
130335,1,99,2012,1,1.0,9.0
130336,1,0,2012,1,1.0,0.0
130336,1,0,2012,1,2.0,0.0
130336,2,0,2012,1,1.0,2.0
130336,2,0,2012,1,2.0,4.0
130337,1,0,2012,1,1.0,0.0
130337,2,0,2012,1,1.0,4.0
130338,1,0,2012,1,1.0,0.0
130339,1,99,2012,1,1.0,4.0
130339,1,99,2012,1,2.0,2.0
130339,1,99,2012,1,2.0,2.0
130340,1,0,2012,1,1.0,4.0
130341,1,0,2012,1,1.0,4.0
130341,1,0,2012,1,2.0,0.0
130341,2,0,2012,1,1.0,2.0
130342,1,0,2012,1,1.0,4.0
130342,2,0,2012,1,1.0,3.0
130342,3,0,2012,1,1.0,1.0
130342,3,0,2012,1,2.0,0.0
130343,1,0,2012,1,1.0,0.0
130343,2,0,2012,1,1.0,4.0
130344,1,0,2012,1,1.0,4.0
130344,2,0,2012,1,1.0,3.0
130345,1,0,2012,1,1.0,4.0
130346,1,0,2012,1,1.0,4.0
130347,1,0,2012,1,1.0,0.0
130347,2,0,2012,1,1.0,4.0
130348,1,0,2012,1,1.0,2.0
130348,2,0,2012,1,1.0,4.0
130348,3,0,2012,1,1.0,0.0
130348,4,0,2012,1,1.0,0.0
130348,4,0,2012,1,2.0,0.0
130349,1,16,2012,1,2.0,0.0
130349,1,16,2012,1,2.0,0.0
130349,1,16,2012,1,2.0,0.0
130350,1,0,2012,1,1.0,4.0
130351,1,0,2012,1,1.0,0.0
130352,1,99,2012,1,1.0,4.0
130353,1,0,2012,1,1.0,4.0
130353,2,0,2012,1,1.0,0.0
130353,2,0,2012,1,2.0,0.0
130354,1,0,2012,1,1.0,3.0
130354,1,0,2012,1,2.0,4.0
130355,1,99,2012,1,1.0,0.0
130356,1,0,2012,2,1.0,4.0
130356,2,0,2012,2,1.0,2.0
130356,2,0,2012,2,2.0,4.0
130357,1,0,2012,1,1.0,0.0
130358,1,0,2012,1,1.0,4.0
130359,1,0,2012,1,1.0,0.0
130360,1,0,2012,1,1.0,4.0
130360,1,0,2012,1,2.0,2.0
130361,1,0,2012,1,1.0,3.0
130361,1,0,2012,1,2.0,3.0
130361,1,0,2012,1,2.0,3.0
130361,1,0,2012,1,2.0,4.0
130361,2,0,2012,1,1.0,3.0
130362,1,0,2012,1,1.0,4.0
130362,1,0,2012,1,2.0,2.0
130363,1,0,2012,1,1.0,0.0
130363,1,0,2012,1,2.0,0.0
130363,2,99,2012,1,1.0,4.0
130363,2,99,2012,1,2.0,2.0
130364,1,0,2012,1,1.0,0.0
130365,1,0,2012,1,1.0,4.0
130366,1,0,2012,1,1.0,4.0
130367,1,0,2012,1,1.0,1.0
130367,1,0,2012,1,2.0,4.0
130367,2,0,2012,1,1.0,1.0
130368,1,0,2012,1,1.0,4.0
130369,1,99,2012,1,1.0,3.0
130369,2,99,2012,1,1.0,4.0
130370,1,0,2012,1,1.0,4.0
130370,2,0,2012,1,1.0,0.0
130371,1,99,2012,1,1.0,4.0
130371,2,0,2012,1,1.0,0.0
130371,3,0,2012,1,1.0,0.0
130372,1,0,2012,1,1.0,0.0
130372,2,0,2012,1,1.0,4.0
130373,1,0,2012,1,1.0,0.0
130373,1,0,2012,1,2.0,4.0
130373,2,0,2012,1,1.0,0.0
130374,1,0,2012,2,1.0,3.0
130374,2,0,2012,2,1.0,4.0
130374,2,0,2012,2,2.0,4.0
130375,1,99,2012,2,1.0,1.0
130376,1,99,2012,1,1.0,4.0
130377,1,99,2012,1,1.0,4.0
130378,1,0,2012,1,1.0,4.0
130379,1,0,2012,1,1.0,4.0
130379,1,0,2012,1,2.0,2.0
