ST_CASE,VEH_NO,MDRDSTRD,YEAR,FATALS,PER_TYP,INJ_SEV
220176,1,99,2019,1,1.0,4.0
220177,1,99,2019,2,1.0,4.0
220177,1,99,2019,2,2.0,4.0
220178,1,99,2019,1,1.0,0.0
220179,1,99,2019,1,1.0,4.0
220179,2,99,2019,1,1.0,3.0
220179,2,99,2019,1,2.0,3.0
220180,1,99,2019,1,1.0,4.0
220181,1,99,2019,1,1.0,0.0
220182,1,99,2019,1,1.0,0.0
220182,1,99,2019,1,2.0,1.0
220182,2,0,2019,1,1.0,2.0
220182,2,0,2019,1,2.0,4.0
220182,3,0,2019,1,1.0,1.0
220182,4,0,2019,1,1.0,1.0
220183,1,98,2019,1,1.0,9.0
220183,1,98,2019,1,2.0,4.0
220184,1,99,2019,1,1.0,0.0
220185,1,6,2019,1,1.0,1.0
220185,1,6,2019,1,2.0,4.0
220185,1,6,2019,1,2.0,3.0
220185,1,6,2019,1,2.0,2.0
220186,1,99,2019,1,1.0,0.0
220186,1,99,2019,1,2.0,4.0
220186,2,0,2019,1,1.0,1.0
220186,2,0,2019,1,2.0,1.0
220187,1,0,2019,1,1.0,4.0
220188,1,99,2019,1,1.0,4.0
220189,1,0,2019,1,1.0,4.0
220189,2,0,2019,1,1.0,0.0
220190,1,99,2019,4,1.0,3.0
220190,2,99,2019,4,1.0,4.0
220190,2,99,2019,4,2.0,4.0
220190,2,99,2019,4,2.0,4.0
220190,2,99,2019,4,2.0,4.0
220190,3,0,2019,4,1.0,0.0
220190,3,0,2019,4,2.0,0.0
220191,1,99,2019,2,1.0,4.0
220191,1,99,2019,2,2.0,4.0
220191,1,99,2019,2,2.0,1.0
220192,1,99,2019,1,1.0,4.0
220193,1,99,2019,1,1.0,4.0
220193,2,0,2019,1,1.0,1.0
220194,1,99,2019,1,1.0,4.0
220194,2,0,2019,1,1.0,0.0
220195,1,99,2019,1,1.0,4.0
220195,2,99,2019,1,1.0,1.0
220196,1,99,2019,1,1.0,4.0
220197,1,0,2019,1,1.0,4.0
220198,1,99,2019,1,1.0,4.0
220199,1,0,2019,1,1.0,0.0
220199,2,0,2019,1,1.0,0.0
220199,2,0,2019,1,2.0,0.0
220200,1,0,2019,2,1.0,1.0
220200,2,99,2019,2,1.0,4.0
220200,2,99,2019,2,2.0,4.0
220201,1,99,2019,1,1.0,0.0
220202,1,99,2019,1,1.0,4.0
220203,1,12,2019,1,1.0,0.0
220203,1,12,2019,1,2.0,0.0
220204,1,99,2019,1,1.0,4.0
220204,2,99,2019,1,1.0,1.0
220204,2,99,2019,1,2.0,2.0
220205,1,99,2019,1,1.0,4.0
220206,1,93,2019,1,1.0,4.0
220206,1,93,2019,1,2.0,2.0
220206,1,93,2019,1,2.0,3.0
220206,2,0,2019,1,1.0,3.0
220206,2,0,2019,1,2.0,2.0
220206,2,0,2019,1,2.0,2.0
220206,2,0,2019,1,2.0,2.0
220206,2,0,2019,1,2.0,2.0
220206,3,0,2019,1,1.0,0.0
220207,1,99,2019,1,1.0,4.0
220208,1,0,2019,1,1.0,0.0
220209,1,99,2019,1,1.0,4.0
220209,2,0,2019,1,1.0,1.0
220210,1,99,2019,1,1.0,4.0
220210,2,99,2019,1,1.0,3.0
220211,1,99,2019,1,1.0,2.0
220211,1,99,2019,1,2.0,4.0
220212,1,0,2019,1,1.0,2.0
220212,1,0,2019,1,2.0,4.0
220213,1,99,2019,1,1.0,4.0
220214,1,99,2019,1,1.0,4.0
220214,2,0,2019,1,1.0,0.0
220215,1,99,2019,1,1.0,4.0
220216,1,99,2019,1,1.0,4.0
220217,1,99,2019,1,1.0,4.0
220217,2,0,2019,1,1.0,0.0
220218,1,0,2019,1,1.0,3.0
220218,1,0,2019,1,2.0,4.0
220220,1,99,2019,1,1.0,4.0
220221,1,0,2019,1,1.0,3.0
220221,1,0,2019,1,2.0,4.0
220221,2,0,2019,1,1.0,2.0
220222,1,99,2019,1,1.0,4.0
220222,2,0,2019,1,1.0,3.0
220223,1,15,2019,1,1.0,4.0
220223,2,0,2019,1,1.0,1.0
220223,3,0,2019,1,1.0,1.0
220223,4,0,2019,1,1.0,1.0
220223,5,99,2019,1,1.0,1.0
220224,1,0,2019,1,1.0,1.0
220224,1,0,2019,1,2.0,2.0
220224,2,0,2019,1,1.0,3.0
220224,2,0,2019,1,2.0,4.0
220225,1,0,2019,1,1.0,4.0
220226,1,98,2019,1,1.0,0.0
220226,2,0,2019,1,1.0,4.0
220226,2,0,2019,1,2.0,1.0
220226,3,0,2019,1,1.0,0.0
220227,1,12,2019,1,1.0,2.0
220227,1,12,2019,1,2.0,1.0
220227,2,0,2019,1,1.0,2.0
220227,2,0,2019,1,2.0,4.0
220228,1,0,2019,1,1.0,4.0
220229,1,12,2019,1,1.0,0.0
220230,1,99,2019,1,1.0,4.0
220231,1,0,2019,1,1.0,0.0
220232,1,99,2019,1,1.0,4.0
220233,1,0,2019,1,1.0,0.0
220233,2,0,2019,1,1.0,4.0
220234,1,0,2019,1,1.0,0.0
220234,2,99,2019,1,1.0,4.0
220235,1,99,2019,1,1.0,4.0
220236,1,93,2019,1,1.0,1.0
220236,2,0,2019,1,1.0,4.0
220237,1,99,2019,1,1.0,4.0
220238,1,99,2019,1,1.0,4.0
220238,2,99,2019,1,1.0,0.0
220238,3,0,2019,1,1.0,0.0
220239,1,93,2019,1,1.0,4.0
220239,1,93,2019,1,2.0,2.0
220239,2,0,2019,1,1.0,3.0
220240,1,12,2019,1,1.0,0.0
220241,1,0,2019,1,1.0,0.0
220241,1,0,2019,1,2.0,1.0
220241,1,0,2019,1,2.0,0.0
220241,1,0,2019,1,2.0,0.0
220242,1,0,2019,1,1.0,4.0
220243,1,0,2019,1,1.0,3.0
220243,1,0,2019,1,2.0,4.0
220243,1,0,2019,1,2.0,3.0
220243,1,0,2019,1,2.0,3.0
220244,1,99,2019,1,1.0,9.0
220244,2,0,2019,1,1.0,1.0
220244,2,0,2019,1,2.0,4.0
220246,1,99,2019,1,1.0,4.0
220247,1,99,2019,1,1.0,4.0
220248,1,0,2019,1,1.0,4.0
220248,2,0,2019,1,1.0,0.0
220248,2,0,2019,1,2.0,0.0
220249,1,93,2019,1,1.0,1.0
220249,1,93,2019,1,2.0,4.0
220249,2,0,2019,1,1.0,0.0
220249,2,0,2019,1,2.0,0.0
220250,1,99,2019,1,1.0,2.0
220250,1,99,2019,1,2.0,4.0
220250,2,0,2019,1,1.0,0.0
220251,1,0,2019,1,1.0,1.0
220252,1,99,2019,1,1.0,9.0
220253,1,99,2019,1,1.0,4.0
220254,1,99,2019,1,1.0,4.0
220255,1,19,2019,1,1.0,1.0
220255,1,19,2019,1,2.0,1.0
220255,2,0,2019,1,1.0,4.0
220256,1,0,2019,1,1.0,0.0
220257,1,0,2019,1,1.0,0.0
220258,1,0,2019,1,1.0,0.0
220258,1,0,2019,1,2.0,0.0
220258,1,0,2019,1,2.0,0.0
220259,1,0,2019,1,1.0,0.0
220260,1,93,2019,2,1.0,0.0
220260,1,93,2019,2,2.0,0.0
220260,2,0,2019,2,1.0,2.0
220260,2,0,2019,2,2.0,4.0
220260,2,0,2019,2,2.0,4.0
220261,1,99,2019,1,1.0,4.0
220261,2,0,2019,1,1.0,1.0
220261,2,0,2019,1,2.0,3.0
220262,1,99,2019,1,1.0,4.0
220262,2,0,2019,1,1.0,2.0
220263,1,99,2019,1,1.0,4.0
220264,1,0,2019,1,1.0,4.0
220264,1,0,2019,1,2.0,1.0
220264,1,0,2019,1,2.0,1.0
220265,1,0,2019,1,1.0,1.0
220266,1,12,2019,1,1.0,4.0
220267,1,99,2019,1,1.0,1.0
220267,1,99,2019,1,2.0,2.0
220267,1,99,2019,1,2.0,2.0
220267,1,99,2019,1,2.0,2.0
220267,1,99,2019,1,2.0,1.0
220267,1,99,2019,1,2.0,1.0
220267,2,0,2019,1,1.0,3.0
220268,1,99,2019,1,1.0,4.0
220269,1,92,2019,1,1.0,1.0
220269,2,0,2019,1,1.0,2.0
220269,2,0,2019,1,2.0,4.0
220270,1,99,2019,1,1.0,4.0
220271,1,99,2019,1,1.0,4.0
220272,1,93,2019,1,1.0,4.0
220272,2,0,2019,1,1.0,0.0
220273,1,99,2019,1,1.0,4.0
220274,1,99,2019,1,1.0,0.0
220275,1,93,2019,1,1.0,1.0
220275,1,93,2019,1,2.0,1.0
220275,1,93,2019,1,2.0,4.0
220275,1,93,2019,1,2.0,0.0
220275,1,93,2019,1,2.0,0.0
220275,1,93,2019,1,2.0,0.0
220275,1,93,2019,1,2.0,0.0
220275,2,10,2019,1,1.0,0.0
220276,1,0,2019,1,1.0,2.0
220276,2,0,2019,1,1.0,4.0
220277,1,0,2019,1,1.0,4.0
220278,1,93,2019,1,1.0,0.0
220278,2,0,2019,1,1.0,4.0
220279,1,0,2019,1,1.0,1.0
220279,2,16,2019,1,,
220280,1,99,2019,1,1.0,4.0
220281,1,93,2019,1,1.0,0.0
220281,2,0,2019,1,1.0,2.0
220281,2,0,2019,1,2.0,4.0
220282,1,99,2019,1,1.0,4.0
220283,1,99,2019,1,1.0,9.0
220284,1,17,2019,1,1.0,1.0
220284,1,17,2019,1,2.0,4.0
220284,1,17,2019,1,2.0,2.0
220284,1,17,2019,1,2.0,1.0
220284,1,17,2019,1,2.0,1.0
220284,1,17,2019,1,2.0,2.0
220285,1,99,2019,1,1.0,4.0
220285,1,99,2019,1,2.0,2.0
220286,1,99,2019,1,1.0,4.0
220287,1,99,2019,1,1.0,4.0
220288,1,0,2019,1,1.0,4.0
220288,2,0,2019,1,1.0,1.0
220288,2,0,2019,1,2.0,1.0
220289,1,99,2019,1,1.0,4.0
220290,1,99,2019,1,1.0,4.0
220291,1,0,2019,1,1.0,4.0
220292,1,99,2019,1,1.0,4.0
220293,1,99,2019,1,1.0,2.0
220293,1,99,2019,1,2.0,4.0
220294,1,0,2019,1,1.0,0.0
220295,1,99,2019,1,1.0,4.0
220296,1,99,2019,1,1.0,4.0
220297,1,0,2019,1,1.0,2.0
220297,1,0,2019,1,2.0,4.0
220298,1,99,2019,1,1.0,2.0
220298,1,99,2019,1,2.0,4.0
220299,1,99,2019,1,1.0,4.0
220300,1,99,2019,1,1.0,4.0
220301,1,99,2019,1,1.0,4.0
220302,1,99,2019,1,1.0,4.0
220303,1,99,2019,1,1.0,4.0
220304,1,0,2019,1,1.0,0.0
220305,1,0,2019,1,1.0,4.0
220305,1,0,2019,1,2.0,2.0
220306,1,99,2019,1,1.0,4.0
220307,1,99,2019,1,1.0,4.0
220308,1,99,2019,1,1.0,2.0
220308,1,99,2019,1,2.0,4.0
220309,1,99,2019,1,1.0,4.0
220310,1,0,2019,1,1.0,4.0
220311,1,0,2019,1,1.0,1.0
220311,2,0,2019,1,1.0,4.0
220312,1,99,2019,1,1.0,4.0
220313,1,99,2019,1,1.0,4.0
220313,1,99,2019,1,2.0,2.0
220314,1,0,2019,1,1.0,0.0
220315,1,99,2019,1,1.0,4.0
220315,2,0,2019,1,1.0,1.0
220316,1,93,2019,1,1.0,2.0
220316,1,93,2019,1,2.0,4.0
220316,2,0,2019,1,1.0,2.0
220316,2,0,2019,1,2.0,3.0
220316,2,0,2019,1,2.0,2.0
220317,1,0,2019,1,1.0,1.0
220318,1,93,2019,1,1.0,1.0
220318,1,93,2019,1,2.0,1.0
220318,2,99,2019,1,1.0,4.0
220318,2,99,2019,1,2.0,2.0
220319,1,99,2019,1,1.0,4.0
220320,1,93,2019,1,1.0,4.0
220320,2,0,2019,1,1.0,0.0
220321,1,0,2019,1,1.0,1.0
220321,1,0,2019,1,2.0,1.0
220321,1,0,2019,1,2.0,1.0
220321,2,0,2019,1,1.0,1.0
220321,3,99,2019,1,1.0,4.0
220322,1,93,2019,1,1.0,4.0
220323,1,0,2019,1,1.0,0.0
220323,1,0,2019,1,2.0,4.0
220324,1,5,2019,2,1.0,4.0
220324,2,6,2019,2,1.0,4.0
220325,1,0,2019,1,1.0,2.0
220325,1,0,2019,1,2.0,2.0
220325,1,0,2019,1,2.0,4.0
220325,1,0,2019,1,2.0,2.0
220325,1,0,2019,1,2.0,2.0
220325,1,0,2019,1,2.0,2.0
220326,1,0,2019,1,1.0,4.0
220326,1,0,2019,1,2.0,2.0
220327,1,0,2019,1,1.0,4.0
220328,1,99,2019,1,1.0,4.0
220328,2,0,2019,1,1.0,1.0
220329,1,99,2019,1,1.0,4.0
220329,2,0,2019,1,1.0,2.0
220329,2,0,2019,1,2.0,2.0
220330,1,99,2019,1,1.0,4.0
220331,1,5,2019,1,1.0,0.0
220332,1,92,2019,1,1.0,4.0
220332,2,0,2019,1,1.0,2.0
220333,1,99,2019,1,1.0,9.0
220334,1,99,2019,1,1.0,0.0
220335,1,93,2019,1,1.0,4.0
220335,1,93,2019,1,2.0,2.0
220335,1,93,2019,1,2.0,2.0
220335,2,0,2019,1,1.0,2.0
220336,1,99,2019,1,1.0,4.0
220337,1,99,2019,1,1.0,4.0
220338,1,99,2019,1,1.0,4.0
220338,2,0,2019,1,1.0,1.0
220339,1,99,2019,1,1.0,4.0
220340,1,93,2019,1,1.0,4.0
220340,2,0,2019,1,1.0,1.0
220341,1,99,2019,1,1.0,4.0
220341,1,99,2019,1,2.0,3.0
220342,1,99,2019,1,1.0,4.0
220342,2,0,2019,1,1.0,3.0
220342,2,0,2019,1,2.0,2.0
220342,2,0,2019,1,2.0,2.0
220342,2,0,2019,1,2.0,2.0
220343,1,99,2019,1,1.0,9.0
220344,1,17,2019,1,1.0,2.0
220344,1,17,2019,1,2.0,4.0
220345,1,12,2019,1,1.0,0.0
220345,1,12,2019,1,2.0,0.0
220345,2,0,2019,1,1.0,4.0
220346,1,6,2019,1,1.0,4.0
220346,1,6,2019,1,2.0,0.0
220346,1,6,2019,1,2.0,1.0
220347,1,0,2019,1,1.0,4.0
220348,1,0,2019,1,1.0,1.0
220349,1,99,2019,1,1.0,4.0
220349,1,99,2019,1,2.0,3.0
220350,1,12,2019,1,1.0,4.0
220350,2,0,2019,1,1.0,2.0
220350,2,0,2019,1,2.0,2.0
220351,1,99,2019,1,1.0,4.0
220352,1,99,2019,1,1.0,4.0
220352,2,0,2019,1,1.0,0.0
220353,1,99,2019,1,1.0,4.0
220353,1,99,2019,1,2.0,0.0
220354,1,99,2019,1,1.0,3.0
220354,1,99,2019,1,2.0,4.0
220355,1,99,2019,1,1.0,4.0
220355,1,99,2019,1,2.0,1.0
220356,1,0,2019,1,1.0,0.0
220357,1,99,2019,1,1.0,4.0
220357,2,99,2019,1,1.0,0.0
220357,3,0,2019,1,1.0,3.0
220358,1,99,2019,1,1.0,4.0
220358,2,0,2019,1,1.0,1.0
220359,1,99,2019,1,1.0,0.0
220360,1,99,2019,1,1.0,4.0
220360,2,0,2019,1,1.0,0.0
220361,1,0,2019,1,1.0,0.0
220361,1,0,2019,1,2.0,0.0
220361,2,0,2019,1,1.0,0.0
220361,3,5,2019,1,1.0,0.0
220362,1,0,2019,1,1.0,4.0
220363,1,0,2019,1,1.0,4.0
220363,2,0,2019,1,1.0,2.0
220364,1,99,2019,3,1.0,1.0
220364,2,16,2019,3,,
220364,3,16,2019,3,,
220364,4,16,2019,3,,
220365,1,12,2019,3,1.0,1.0
220365,2,0,2019,3,1.0,3.0
220365,2,0,2019,3,2.0,4.0
220365,2,0,2019,3,2.0,4.0
220365,2,0,2019,3,2.0,4.0
220366,1,0,2019,1,1.0,4.0
220366,2,0,2019,1,1.0,2.0
220366,2,0,2019,1,2.0,2.0
220367,1,0,2019,1,1.0,4.0
220368,1,99,2019,1,1.0,4.0
220369,1,0,2019,1,1.0,1.0
220369,1,0,2019,1,2.0,4.0
220369,2,0,2019,1,1.0,1.0
220369,2,0,2019,1,2.0,1.0
220370,1,99,2019,1,1.0,4.0
220370,2,0,2019,1,1.0,1.0
220371,1,93,2019,1,1.0,1.0
220371,1,93,2019,1,2.0,0.0
220371,2,0,2019,1,1.0,0.0
220371,2,0,2019,1,2.0,0.0
220372,1,99,2019,2,1.0,3.0
220372,1,99,2019,2,2.0,1.0
220372,2,0,2019,2,1.0,4.0
220372,2,0,2019,2,2.0,4.0
220373,1,19,2019,1,1.0,4.0
220374,1,0,2019,1,1.0,0.0
220374,2,0,2019,1,1.0,4.0
220375,1,0,2019,1,1.0,4.0
220376,1,0,2019,1,1.0,4.0
220377,1,99,2019,1,1.0,4.0
220378,1,99,2019,1,1.0,2.0
220378,1,99,2019,1,2.0,2.0
220378,2,99,2019,1,1.0,4.0
220379,1,99,2019,1,1.0,4.0
220380,1,99,2019,1,1.0,4.0
220380,2,0,2019,1,1.0,1.0
220381,1,99,2019,1,1.0,4.0
220381,2,0,2019,1,1.0,0.0
220382,1,99,2019,1,1.0,4.0
220382,2,0,2019,1,1.0,2.0
220383,1,99,2019,1,1.0,4.0
220384,1,99,2019,1,1.0,4.0
220384,2,0,2019,1,1.0,2.0
220384,2,0,2019,1,2.0,2.0
220385,1,93,2019,1,1.0,4.0
220385,2,0,2019,1,1.0,2.0
220385,3,0,2019,1,1.0,0.0
220385,4,0,2019,1,1.0,0.0
220385,5,0,2019,1,1.0,0.0
220386,1,93,2019,1,1.0,0.0
220386,2,0,2019,1,1.0,3.0
220386,2,0,2019,1,2.0,4.0
220386,3,0,2019,1,1.0,0.0
220386,3,0,2019,1,2.0,0.0
220387,1,0,2019,2,1.0,4.0
220387,1,0,2019,2,2.0,4.0
220387,2,0,2019,2,1.0,2.0
220388,1,93,2019,1,1.0,2.0
220388,1,93,2019,1,2.0,4.0
220388,2,0,2019,1,1.0,0.0
220389,1,99,2019,1,1.0,0.0
220389,1,99,2019,1,2.0,0.0
220389,1,99,2019,1,2.0,0.0
220389,2,99,2019,1,1.0,4.0
220390,1,99,2019,1,1.0,4.0
220390,2,0,2019,1,1.0,2.0
220391,1,0,2019,2,1.0,4.0
220391,2,0,2019,2,1.0,4.0
220392,1,93,2019,1,1.0,1.0
220392,1,93,2019,1,2.0,1.0
220392,1,93,2019,1,2.0,1.0
220392,1,93,2019,1,2.0,1.0
220392,2,0,2019,1,1.0,4.0
220392,2,0,2019,1,2.0,2.0
220393,1,99,2019,1,1.0,4.0
220394,1,99,2019,1,1.0,4.0
220395,1,0,2019,1,1.0,1.0
220396,1,99,2019,1,1.0,4.0
220397,1,0,2019,1,1.0,1.0
220397,1,0,2019,1,2.0,2.0
220397,1,0,2019,1,2.0,2.0
220397,1,0,2019,1,2.0,3.0
220397,1,0,2019,1,2.0,4.0
220397,1,0,2019,1,2.0,9.0
220397,2,0,2019,1,1.0,2.0
220398,1,0,2019,1,1.0,0.0
220398,1,0,2019,1,2.0,0.0
220399,1,0,2019,1,1.0,4.0
220399,1,0,2019,1,2.0,0.0
220400,1,99,2019,1,1.0,4.0
220401,1,99,2019,1,1.0,4.0
220401,2,0,2019,1,1.0,0.0
220402,1,0,2019,1,1.0,4.0
220403,1,0,2019,1,1.0,4.0
220403,1,0,2019,1,2.0,3.0
220404,1,0,2019,1,1.0,4.0
220405,1,99,2019,1,1.0,4.0
220405,2,0,2019,1,1.0,2.0
220405,2,0,2019,1,2.0,2.0
220405,2,0,2019,1,2.0,3.0
220405,2,0,2019,1,2.0,2.0
220406,1,93,2019,1,1.0,0.0
220406,2,0,2019,1,1.0,4.0
220406,2,0,2019,1,2.0,1.0
220406,2,0,2019,1,2.0,2.0
220406,3,0,2019,1,1.0,0.0
220406,3,0,2019,1,2.0,0.0
220406,3,0,2019,1,2.0,0.0
220407,1,0,2019,1,1.0,1.0
220407,1,0,2019,1,2.0,1.0
220407,1,0,2019,1,2.0,1.0
220407,1,0,2019,1,2.0,1.0
220407,1,0,2019,1,2.0,0.0
220407,2,99,2019,1,1.0,4.0
220408,1,99,2019,1,1.0,4.0
220408,2,0,2019,1,1.0,2.0
220409,1,0,2019,1,1.0,0.0
220410,1,99,2019,1,1.0,4.0
220410,2,99,2019,1,1.0,2.0
220410,2,99,2019,1,2.0,2.0
220411,1,0,2019,1,1.0,4.0
220412,1,0,2019,1,1.0,0.0
220413,1,0,2019,1,1.0,9.0
220414,1,0,2019,1,1.0,1.0
220414,1,0,2019,1,2.0,4.0
220415,1,0,2019,1,1.0,0.0
220415,1,0,2019,1,2.0,0.0
220415,2,0,2019,1,1.0,4.0
220416,1,0,2019,1,1.0,3.0
220416,1,0,2019,1,2.0,4.0
220417,1,0,2019,1,1.0,3.0
220417,1,0,2019,1,2.0,4.0
220418,1,99,2019,1,1.0,4.0
220418,2,0,2019,1,1.0,0.0
220418,2,0,2019,1,2.0,0.0
220418,2,0,2019,1,2.0,0.0
220419,1,99,2019,1,1.0,4.0
220420,1,15,2019,1,1.0,2.0
220420,2,0,2019,1,1.0,4.0
220421,1,0,2019,1,1.0,0.0
220421,1,0,2019,1,2.0,4.0
220422,1,99,2019,1,1.0,4.0
220424,1,99,2019,1,1.0,0.0
220425,1,5,2019,1,1.0,3.0
220425,2,0,2019,1,1.0,0.0
220426,1,12,2019,1,1.0,1.0
220426,2,99,2019,1,1.0,4.0
220427,1,93,2019,1,1.0,4.0
220427,2,0,2019,1,1.0,1.0
220428,1,0,2019,1,1.0,0.0
220429,1,0,2019,1,1.0,4.0
220429,1,0,2019,1,2.0,1.0
220430,1,0,2019,1,1.0,0.0
220430,2,99,2019,1,1.0,4.0
220431,1,99,2019,1,1.0,4.0
220432,1,99,2019,1,1.0,4.0
220433,1,99,2019,1,1.0,4.0
220434,1,99,2019,1,1.0,4.0
220434,2,0,2019,1,1.0,3.0
220435,1,99,2019,1,1.0,4.0
220436,1,99,2019,1,1.0,4.0
220437,1,99,2019,1,1.0,4.0
220438,1,0,2019,1,1.0,0.0
220439,1,99,2019,1,1.0,4.0
220440,1,0,2019,1,1.0,4.0
220440,1,0,2019,1,2.0,1.0
220441,1,0,2019,1,1.0,4.0
220442,1,99,2019,1,1.0,4.0
220442,2,0,2019,1,1.0,0.0
220443,1,93,2019,1,1.0,1.0
220443,1,93,2019,1,2.0,1.0
220443,2,0,2019,1,1.0,2.0
220443,2,0,2019,1,2.0,4.0
220443,2,0,2019,1,2.0,2.0
220444,1,99,2019,1,1.0,4.0
220444,2,0,2019,1,1.0,0.0
220444,3,0,2019,1,1.0,1.0
220445,1,93,2019,1,1.0,0.0
220446,1,99,2019,1,1.0,1.0
220446,2,99,2019,1,1.0,4.0
220446,3,99,2019,1,1.0,1.0
220446,3,99,2019,1,2.0,1.0
220446,3,99,2019,1,2.0,1.0
220446,3,99,2019,1,2.0,1.0
220446,3,99,2019,1,2.0,1.0
220446,3,99,2019,1,2.0,1.0
220447,1,99,2019,1,1.0,4.0
220447,2,0,2019,1,1.0,2.0
220448,1,99,2019,1,1.0,1.0
220448,1,99,2019,1,2.0,1.0
220449,1,99,2019,2,1.0,4.0
220449,2,0,2019,2,1.0,1.0
220449,3,0,2019,2,1.0,0.0
220449,4,0,2019,2,1.0,3.0
220449,4,0,2019,2,2.0,4.0
220449,4,0,2019,2,2.0,3.0
220449,4,0,2019,2,2.0,2.0
220449,4,0,2019,2,2.0,3.0
220450,1,99,2019,1,1.0,0.0
220451,1,0,2019,1,1.0,2.0
220451,2,0,2019,1,1.0,4.0
220452,1,0,2019,1,1.0,1.0
220452,1,0,2019,1,2.0,1.0
220452,1,0,2019,1,2.0,4.0
220452,2,0,2019,1,1.0,0.0
220453,1,0,2019,1,1.0,2.0
220453,2,0,2019,1,1.0,2.0
220453,2,0,2019,1,2.0,3.0
220453,3,0,2019,1,1.0,2.0
220453,3,0,2019,1,2.0,2.0
220453,4,99,2019,1,1.0,4.0
220453,5,0,2019,1,1.0,1.0
220453,6,0,2019,1,1.0,1.0
220454,1,99,2019,2,1.0,1.0
220454,2,0,2019,2,1.0,4.0
220454,2,0,2019,2,2.0,3.0
220454,2,0,2019,2,2.0,4.0
220454,2,0,2019,2,2.0,1.0
220455,1,93,2019,1,1.0,0.0
220455,2,0,2019,1,1.0,0.0
220455,2,0,2019,1,2.0,0.0
220455,3,93,2019,1,1.0,2.0
220455,4,0,2019,1,1.0,0.0
220455,5,99,2019,1,1.0,4.0
220455,6,93,2019,1,1.0,2.0
220455,7,0,2019,1,1.0,0.0
220455,7,0,2019,1,2.0,0.0
220455,8,93,2019,1,1.0,2.0
220455,9,93,2019,1,1.0,2.0
220455,9,93,2019,1,2.0,2.0
220455,10,93,2019,1,1.0,2.0
220455,10,93,2019,1,2.0,2.0
220456,1,99,2019,1,1.0,4.0
220456,2,0,2019,1,1.0,0.0
220457,1,0,2019,1,1.0,4.0
220458,1,0,2019,1,1.0,3.0
220458,1,0,2019,1,2.0,4.0
220459,1,99,2019,1,1.0,4.0
220459,2,0,2019,1,1.0,0.0
220460,1,0,2019,1,1.0,4.0
220460,2,0,2019,1,1.0,0.0
220461,1,0,2019,1,1.0,0.0
220461,2,0,2019,1,1.0,4.0
220462,1,99,2019,1,1.0,4.0
220462,2,0,2019,1,1.0,2.0
220462,2,0,2019,1,2.0,1.0
220463,1,0,2019,1,1.0,4.0
220463,2,0,2019,1,1.0,0.0
220464,1,99,2019,1,1.0,0.0
220464,2,0,2019,1,1.0,4.0
220465,1,99,2019,1,1.0,4.0
220465,2,0,2019,1,1.0,1.0
220466,1,99,2019,1,1.0,1.0
220467,1,0,2019,1,1.0,4.0
220468,1,99,2019,1,1.0,4.0
220469,1,99,2019,2,1.0,4.0
220469,1,99,2019,2,2.0,4.0
220470,1,99,2019,2,1.0,4.0
220470,1,99,2019,2,2.0,4.0
220470,2,99,2019,2,1.0,3.0
220471,1,17,2019,1,1.0,1.0
220471,1,17,2019,1,2.0,0.0
220471,1,17,2019,1,2.0,0.0
220472,1,99,2019,1,1.0,4.0
220472,1,99,2019,1,2.0,1.0
220472,1,99,2019,1,2.0,1.0
220472,2,0,2019,1,1.0,1.0
220472,2,0,2019,1,2.0,1.0
220472,2,0,2019,1,2.0,1.0
220473,1,0,2019,1,1.0,0.0
220473,1,0,2019,1,2.0,0.0
220474,1,17,2019,1,1.0,2.0
220474,2,0,2019,1,1.0,4.0
220475,1,0,2019,1,1.0,0.0
220476,1,0,2019,1,1.0,0.0
220477,1,0,2019,1,1.0,4.0
220478,1,99,2019,1,1.0,4.0
220478,2,0,2019,1,1.0,3.0
220478,2,0,2019,1,2.0,2.0
220479,1,0,2019,1,1.0,4.0
220480,1,99,2019,1,1.0,4.0
220481,1,99,2019,1,1.0,4.0
220481,2,99,2019,1,1.0,0.0
220482,1,0,2019,1,1.0,0.0
220483,1,99,2019,1,1.0,4.0
220484,1,0,2019,1,1.0,1.0
220485,1,99,2019,1,1.0,4.0
220485,2,0,2019,1,1.0,1.0
220485,2,0,2019,1,2.0,1.0
220485,2,0,2019,1,2.0,1.0
220486,1,99,2019,1,1.0,4.0
220487,1,99,2019,1,1.0,4.0
220487,2,0,2019,1,1.0,0.0
220488,1,0,2019,1,1.0,0.0
220489,1,99,2019,1,1.0,0.0
220489,1,99,2019,1,2.0,0.0
220489,2,0,2019,1,1.0,4.0
220490,1,0,2019,1,1.0,1.0
220490,1,0,2019,1,2.0,4.0
220491,1,99,2019,1,1.0,1.0
220491,1,99,2019,1,2.0,4.0
220491,2,0,2019,1,1.0,0.0
220492,1,0,2019,1,1.0,4.0
220493,1,99,2019,2,1.0,4.0
220493,2,0,2019,2,1.0,2.0
220493,3,99,2019,2,1.0,4.0
220494,1,0,2019,1,1.0,0.0
220495,1,93,2019,1,1.0,3.0
220495,1,93,2019,1,2.0,1.0
220495,2,0,2019,1,1.0,3.0
220495,2,0,2019,1,2.0,4.0
220496,1,93,2019,1,1.0,2.0
220496,1,93,2019,1,2.0,4.0
220496,2,0,2019,1,1.0,2.0
220496,2,0,2019,1,2.0,2.0
220497,1,0,2019,1,1.0,4.0
220497,2,0,2019,1,1.0,0.0
