STATE,STATENAME,ST_CASE,EVENTNUM,VNUMBER1,AOI1,AOI1NAME,SOE,SOENAME,VNUMBER2,VNUMBER2NAME,AOI2,AOI2NAME
1,Alabama,10011,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
1,Alabama,10011,2,2,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10011,3,2,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10011,4,2,0,Non-Collision,2,Fire/Explosion,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10011,5,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10011,6,1,12,12 Clock Point,34,Ditch,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10011,7,1,6,6 Clock Point,57,Cable Barrier,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10012,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,6,6 Clock Point
1,Alabama,10013,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,11,11 Clock Point
1,Alabama,10014,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,6,6 Clock Point
1,Alabama,10014,2,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10014,3,1,12,12 Clock Point,12,Motor Vehicle In-Transport,3,3,12,12 Clock Point
1,Alabama,10015,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10015,2,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10015,3,1,9,9 Clock Point,30,Utility Pole/Light Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10015,4,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10016,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10016,2,1,55,Non-Harmful Event,69,Re-entering Roadway,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10016,3,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10016,4,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10016,5,1,1,1 Clock Point,32,Culvert,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10016,6,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10017,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10017,2,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10017,3,1,12,12 Clock Point,30,Utility Pole/Light Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10017,4,1,12,12 Clock Point,43,Other Fixed Object,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10017,5,1,12,12 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10018,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
1,Alabama,10019,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10019,2,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10019,3,1,12,12 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10019,4,1,0,Non-Collision,3,Immersion or Partial Immersion,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10020,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10020,2,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10020,3,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10021,1,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10021,2,1,9,9 Clock Point,35,Embankment,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10021,3,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10022,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10022,2,1,55,Non-Harmful Event,69,Re-entering Roadway,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10022,3,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10022,4,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10022,5,1,1,1 Clock Point,34,Ditch,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10022,6,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10022,7,1,13,Top,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10023,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,9,9 Clock Point
1,Alabama,10023,2,2,12,12 Clock Point,12,Motor Vehicle In-Transport,3,3,12,12 Clock Point
1,Alabama,10023,3,2,11,11 Clock Point,12,Motor Vehicle In-Transport,4,4,6,6 Clock Point
1,Alabama,10024,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,6,6 Clock Point
1,Alabama,10024,2,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10024,3,1,12,12 Clock Point,12,Motor Vehicle In-Transport,3,3,12,12 Clock Point
1,Alabama,10025,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10025,2,1,10,10 Clock Point,59,Traffic Sign Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10025,3,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10026,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,10,10 Clock Point
1,Alabama,10026,2,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10026,3,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10027,1,1,12,12 Clock Point,9,Pedalcyclist,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10028,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10028,2,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10028,3,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10028,4,1,12,12 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10028,5,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10029,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10029,2,1,12,12 Clock Point,32,Culvert,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10029,3,1,19,Other Objects Set-In-Motion,30,Utility Pole/Light Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10030,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10030,2,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10030,3,1,12,12 Clock Point,32,Culvert,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10031,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,6,6 Clock Point
1,Alabama,10031,2,2,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10031,3,2,12,12 Clock Point,12,Motor Vehicle In-Transport,3,3,3,3 Clock Point
1,Alabama,10032,1,1,12,12 Clock Point,11,Live Animal,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10032,2,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10032,3,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10032,4,1,98,Not Reported,38,Fence,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10032,5,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10033,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10033,2,1,12,12 Clock Point,34,Ditch,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10034,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,9,9 Clock Point
1,Alabama,10034,2,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10034,3,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10035,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10035,2,1,12,12 Clock Point,35,Embankment,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10035,3,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10036,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10036,2,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10036,3,1,12,12 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10036,4,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10037,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,9,9 Clock Point
1,Alabama,10038,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10038,2,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
1,Alabama,10039,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10039,2,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10039,3,1,12,12 Clock Point,33,Curb,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10039,4,1,55,Non-Harmful Event,67,Vehicle Went Airborne,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10039,5,1,98,Not Reported,17,Boulder,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10039,6,1,98,Not Reported,38,Fence,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10039,7,1,98,Not Reported,18,Other Object (not fixed),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10040,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10041,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10041,2,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10041,3,1,1,1 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10041,4,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10041,5,1,13,Top,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10042,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,4,4 Clock Point
1,Alabama,10042,2,2,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10042,3,2,12,12 Clock Point,30,Utility Pole/Light Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10043,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,6,6 Clock Point
1,Alabama,10043,2,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10044,1,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10044,2,1,14,Undercarriage,34,Ditch,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10044,3,1,12,12 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10045,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10045,2,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10045,3,1,55,Non-Harmful Event,69,Re-entering Roadway,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10045,4,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10045,5,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10045,6,1,6,6 Clock Point,34,Ditch,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10045,7,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10046,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10047,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10047,2,1,12,12 Clock Point,59,Traffic Sign Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10047,3,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10047,4,1,98,Not Reported,38,Fence,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10047,5,1,6,6 Clock Point,19,Building,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10048,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10048,2,1,14,Undercarriage,43,Other Fixed Object,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10048,3,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10049,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10049,2,1,12,12 Clock Point,34,Ditch,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10049,3,1,61,Left,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10049,4,1,12,12 Clock Point,38,Fence,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10049,5,1,98,Not Reported,38,Fence,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10050,1,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10050,2,1,12,12 Clock Point,33,Curb,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10050,3,1,55,Non-Harmful Event,69,Re-entering Roadway,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10050,4,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
1,Alabama,10051,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10051,2,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
1,Alabama,10051,3,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10052,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10052,2,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10052,3,1,55,Non-Harmful Event,67,Vehicle Went Airborne,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10052,4,1,12,12 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10053,1,1,1,1 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10054,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,9,9 Clock Point
1,Alabama,10055,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,11,11 Clock Point
1,Alabama,10056,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10056,2,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10057,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10057,2,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10057,3,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10057,4,1,55,Non-Harmful Event,69,Re-entering Roadway,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10057,5,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10057,6,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,2,2 Clock Point
1,Alabama,10057,7,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10057,8,1,98,Not Reported,38,Fence,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10057,9,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10057,10,2,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10057,11,2,98,Not Reported,38,Fence,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10057,12,2,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10058,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10058,2,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10058,3,1,55,Non-Harmful Event,67,Vehicle Went Airborne,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10058,4,1,12,12 Clock Point,32,Culvert,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10058,5,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10058,6,1,0,Non-Collision,2,Fire/Explosion,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10059,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10059,2,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10059,3,1,12,12 Clock Point,30,Utility Pole/Light Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10060,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,1,1 Clock Point
1,Alabama,10060,2,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10060,3,1,98,Not Reported,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
1,Alabama,10061,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,9,9 Clock Point
1,Alabama,10062,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10062,2,1,55,Non-Harmful Event,69,Re-entering Roadway,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10062,3,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10062,4,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
1,Alabama,10062,5,1,12,12 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
