STATE,STATENAME,ST_CASE,EVENTNUM,VNUMBER1,AOI1,AOI1NAME,SOE,SOENAME,VNUMBER2,VNUMBER2NAME,AOI2,AOI2NAME
9,Connecticut,90169,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90169,2,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90169,3,1,10,10 Clock Point,31,"Post, Pole or Other Supports",9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90169,4,1,10,10 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90170,1,1,1,1 Clock Point,12,Motor Vehicle In-Transport,2,2,8,8 Clock Point
9,Connecticut,90170,2,1,12,12 Clock Point,12,Motor Vehicle In-Transport,3,3,6,6 Clock Point
9,Connecticut,90170,3,3,55,Non-Harmful Event,71,End Departure,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90170,4,3,12,12 Clock Point,35,Embankment,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90170,5,3,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90170,6,3,55,Non-Harmful Event,69,Re-entering Roadway,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90170,7,3,99,Unknown,12,Motor Vehicle In-Transport,5,5,1,1 Clock Point
9,Connecticut,90170,8,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90170,9,1,55,Non-Harmful Event,69,Re-entering Roadway,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90170,10,1,12,12 Clock Point,12,Motor Vehicle In-Transport,4,4,1,1 Clock Point
9,Connecticut,90170,11,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90170,12,1,99,Unknown,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90171,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90171,2,1,12,12 Clock Point,35,Embankment,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90171,3,1,12,12 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90171,4,1,10,10 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90172,1,1,1,1 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90173,1,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90173,2,1,11,11 Clock Point,33,Curb,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90173,3,1,99,Unknown,24,Guardrail Face,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90174,1,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90174,2,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90174,3,1,3,3 Clock Point,39,Wall,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90174,4,1,3,3 Clock Point,30,Utility Pole/Light Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90175,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90175,2,1,1,1 Clock Point,24,Guardrail Face,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90175,3,1,55,Non-Harmful Event,69,Re-entering Roadway,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90175,4,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,6,6 Clock Point
9,Connecticut,90175,5,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90175,6,1,12,12 Clock Point,12,Motor Vehicle In-Transport,3,3,12,12 Clock Point
9,Connecticut,90175,7,3,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90175,8,3,99,Unknown,24,Guardrail Face,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90175,9,1,12,12 Clock Point,12,Motor Vehicle In-Transport,4,4,1,1 Clock Point
9,Connecticut,90176,1,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90176,2,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90176,3,1,9,9 Clock Point,24,Guardrail Face,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90177,1,1,11,11 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90177,2,1,11,11 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90178,1,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90178,2,1,12,12 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90179,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90179,2,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,12,12 Clock Point
9,Connecticut,90179,3,3,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,9,9 Clock Point
9,Connecticut,90180,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90180,2,1,7,7 Clock Point,30,Utility Pole/Light Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90181,1,1,62,Left-Front Side,9,Pedalcyclist,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90182,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90182,2,1,2,2 Clock Point,9,Pedalcyclist,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90183,1,3,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,6,6 Clock Point
9,Connecticut,90183,2,2,1,1 Clock Point,12,Motor Vehicle In-Transport,3,3,99,Unknown
9,Connecticut,90184,1,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90184,2,1,11,11 Clock Point,35,Embankment,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90184,3,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90185,1,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90185,2,1,12,12 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90186,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90187,1,3,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,6,6 Clock Point
9,Connecticut,90187,2,2,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90187,3,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,12,12 Clock Point
9,Connecticut,90188,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90188,2,1,12,12 Clock Point,24,Guardrail Face,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90188,3,1,55,Non-Harmful Event,69,Re-entering Roadway,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90188,4,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90188,5,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
9,Connecticut,90188,6,1,12,12 Clock Point,12,Motor Vehicle In-Transport,3,3,12,12 Clock Point
9,Connecticut,90189,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90189,2,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
9,Connecticut,90189,3,1,12,12 Clock Point,12,Motor Vehicle In-Transport,3,3,12,12 Clock Point
9,Connecticut,90189,4,1,12,12 Clock Point,12,Motor Vehicle In-Transport,4,4,11,11 Clock Point
9,Connecticut,90190,1,1,6,6 Clock Point,9,Pedalcyclist,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90191,1,1,6,6 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
9,Connecticut,90191,2,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90191,3,1,99,Unknown,24,Guardrail Face,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90191,4,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90192,1,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90192,2,1,11,11 Clock Point,17,Boulder,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90193,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,11,11 Clock Point
9,Connecticut,90194,1,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90195,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90195,2,1,12,12 Clock Point,14,Parked Motor Vehicle,2,2,7,7 Clock Point
9,Connecticut,90195,3,1,12,12 Clock Point,24,Guardrail Face,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90196,1,2,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90196,2,2,55,Non-Harmful Event,65,Cross Median,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90196,3,2,55,Non-Harmful Event,69,Re-entering Roadway,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90196,4,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,12,12 Clock Point
9,Connecticut,90197,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,11,11 Clock Point
9,Connecticut,90198,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90199,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,1,1 Clock Point
9,Connecticut,90200,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,11,11 Clock Point
9,Connecticut,90200,2,2,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90200,3,2,11,11 Clock Point,30,Utility Pole/Light Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90201,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90201,2,1,12,12 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90201,3,1,0,Non-Collision,2,Fire/Explosion,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90202,1,2,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90202,2,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,12,12 Clock Point
9,Connecticut,90203,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90203,2,1,9,9 Clock Point,30,Utility Pole/Light Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90204,1,2,7,7 Clock Point,12,Motor Vehicle In-Transport,1,1,1,1 Clock Point
9,Connecticut,90204,2,2,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90204,3,2,55,Non-Harmful Event,65,Cross Median,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90204,4,2,55,Non-Harmful Event,69,Re-entering Roadway,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90204,5,2,99,Unknown,12,Motor Vehicle In-Transport,3,3,12,12 Clock Point
9,Connecticut,90205,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90206,1,1,11,11 Clock Point,12,Motor Vehicle In-Transport,2,2,9,9 Clock Point
9,Connecticut,90207,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90207,2,1,11,11 Clock Point,24,Guardrail Face,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90207,3,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90208,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90208,2,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90208,3,1,12,12 Clock Point,30,Utility Pole/Light Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90208,4,1,9,9 Clock Point,30,Utility Pole/Light Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90209,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90209,2,1,10,10 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90209,3,1,99,Unknown,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90210,1,1,12,12 Clock Point,15,Non-Motorist on Personal Conveyance,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90211,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90211,2,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90211,3,1,12,12 Clock Point,33,Curb,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90211,4,1,12,12 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90212,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,2,2 Clock Point
9,Connecticut,90212,2,2,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90212,3,2,99,Unknown,23,Bridge Rail (Includes parapet),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90212,4,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90212,5,1,1,1 Clock Point,24,Guardrail Face,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90213,1,1,1,1 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90214,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90214,2,1,11,11 Clock Point,12,Motor Vehicle In-Transport,2,2,11,11 Clock Point
9,Connecticut,90214,3,1,12,12 Clock Point,12,Motor Vehicle In-Transport,3,3,12,12 Clock Point
9,Connecticut,90214,4,1,1,1 Clock Point,12,Motor Vehicle In-Transport,4,4,2,2 Clock Point
9,Connecticut,90214,5,1,11,11 Clock Point,12,Motor Vehicle In-Transport,5,5,8,8 Clock Point
9,Connecticut,90215,1,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90215,2,1,12,12 Clock Point,30,Utility Pole/Light Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90215,3,1,61,Left,38,Fence,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90215,4,1,99,Unknown,31,"Post, Pole or Other Supports",9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90216,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90216,2,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90216,3,1,12,12 Clock Point,24,Guardrail Face,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90216,4,1,12,12 Clock Point,43,Other Fixed Object,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90216,5,1,55,Non-Harmful Event,69,Re-entering Roadway,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90216,6,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
9,Connecticut,90216,7,3,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
9,Connecticut,90217,1,1,6,6 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90218,1,3,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,6,6 Clock Point
9,Connecticut,90218,2,3,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90218,3,3,1,1 Clock Point,14,Parked Motor Vehicle,2,2,11,11 Clock Point
9,Connecticut,90219,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90219,2,1,1,1 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
9,Connecticut,90220,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
9,Connecticut,90221,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90221,2,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90221,3,1,99,Unknown,33,Curb,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90222,1,1,9,9 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
9,Connecticut,90222,2,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90222,3,1,98,Not Reported,30,Utility Pole/Light Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90222,4,2,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90222,5,2,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90223,1,2,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90223,2,2,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90223,3,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,10,10 Clock Point
9,Connecticut,90224,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90224,2,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90224,3,1,11,11 Clock Point,31,"Post, Pole or Other Supports",9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90224,4,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90224,5,1,99,Unknown,34,Ditch,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90225,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90225,2,1,5,5 Clock Point,31,"Post, Pole or Other Supports",9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90225,3,1,5,5 Clock Point,31,"Post, Pole or Other Supports",9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90225,4,1,55,Non-Harmful Event,69,Re-entering Roadway,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90225,5,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,9,9 Clock Point
9,Connecticut,90226,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90227,1,1,10,10 Clock Point,12,Motor Vehicle In-Transport,3,3,11,11 Clock Point
9,Connecticut,90227,2,3,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
9,Connecticut,90228,1,1,11,11 Clock Point,12,Motor Vehicle In-Transport,2,2,1,1 Clock Point
9,Connecticut,90228,2,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90228,3,1,12,12 Clock Point,24,Guardrail Face,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90228,4,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90229,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90229,2,1,62,Left-Front Side,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90230,1,2,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90230,2,2,1,1 Clock Point,12,Motor Vehicle In-Transport,1,1,12,12 Clock Point
9,Connecticut,90231,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90231,2,1,1,1 Clock Point,31,"Post, Pole or Other Supports",9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90231,3,1,99,Unknown,38,Fence,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90231,4,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90232,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90233,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,6,6 Clock Point
9,Connecticut,90234,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90234,2,1,12,12 Clock Point,23,Bridge Rail (Includes parapet),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90234,3,1,55,Non-Harmful Event,67,Vehicle Went Airborne,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90234,4,1,12,12 Clock Point,58,Ground,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90234,5,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90235,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90236,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90237,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,2,2 Clock Point
9,Connecticut,90238,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90238,2,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,81,Right
9,Connecticut,90239,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90239,2,1,11,11 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90240,1,1,55,Non-Harmful Event,71,End Departure,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90240,2,1,12,12 Clock Point,25,Concrete Traffic Barrier,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90240,3,1,0,Non-Collision,2,Fire/Explosion,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90241,1,1,12,12 Clock Point,15,Non-Motorist on Personal Conveyance,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90242,1,1,2,2 Clock Point,12,Motor Vehicle In-Transport,2,2,1,1 Clock Point
9,Connecticut,90242,2,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90242,3,1,83,Right-Back Side,24,Guardrail Face,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90242,4,2,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90242,5,2,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90242,6,2,6,6 Clock Point,24,Guardrail Face,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90243,1,2,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90243,2,2,12,12 Clock Point,14,Parked Motor Vehicle,1,1,8,8 Clock Point
9,Connecticut,90243,3,2,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90243,4,2,1,1 Clock Point,57,Cable Barrier,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90244,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90244,2,1,12,12 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90245,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
9,Connecticut,90246,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
9,Connecticut,90246,2,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
