STATE,ST_CASE,VEH_NO,VE_FORMS,NUMOCCS,DAY,MONTH,HOUR,MINUTE,HARM_EV,MAN_COLL,UNITTYPE,HIT_RUN,REG_STAT,OWNER,MAKE,MODEL,MAK_MOD,BODY_TYP,MOD_YEAR,VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,TOW_VEH,J_KNIFE,MCARR_I1,MCARR_I2,MCARR_ID,GVWR,V_CONFIG,CARGO_BT,HAZ_INV,HAZ_PLAC,HAZ_ID,HAZ_CNO,HAZ_REL,BUS_USE,SPEC_USE,EMER_USE,TRAV_SP,UNDERIDE,ROLLOVER,ROLINLOC,IMPACT1,DEFORMED,TOWED,M_HARM,VEH_SC1,VEH_SC2,FIRE_EXP,DR_PRES,L_STATE,DR_ZIP,L_STATUS,L_TYPE,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,DR_HGT,DR_WGT,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,FIRST_MO,FIRST_YR,LAST_MO,LAST_YR,SPEEDREL,DR_SF1,DR_SF2,DR_SF3,DR_SF4,VTRAFWAY,VNUM_LAN,VSPD_LIM,VALIGN,VPROFILE,VPAVETYP,VSURCOND,VTRAFCON,VTCONT_F,P_CRASH1,P_CRASH2,P_CRASH3,PCRASH4,PCRASH5,ACC_TYPE,DEATHS,DR_DRINK
1,10007,2,2,1,3,1,18,40,12,7,1,0,1,1,12,16,12016,4,1997,2FALP74W5VX1,2,F,A,L,P,7,4,W,5,V,X,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,999,0,0,0,9,6,2,30,0,0,0,1,1,36605,6,1,0,0,3,0,60,165,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,2,35,2,1,2,1,0,0,14,9,1,1,2,44,1,1
1,10008,1,2,3,4,1,6,20,12,1,1,0,92,0,20,481,20481,31,1997,1GCFC29M7VE2,1,G,C,F,C,2,9,M,7,V,E,2,1,1,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,6,6,2,12,0,0,0,1,1,36542,6,1,6,0,3,1,74,200,2,1,0,2,1,2,2011,9,2013,0,0,0,0,0,2,2,70,1,6,2,1,0,0,1,53,1,1,1,25,1,0
1,10008,2,2,1,4,1,6,20,12,1,1,0,1,2,87,881,87881,66,1999,1XP5DB9X8XD4,1,X,P,5,D,B,9,X,8,X,D,4,1,1,57,2112475,572112475,3,6,1,1,0,0,0,0,0,0,0,70,0,0,0,12,6,2,12,0,0,0,1,1,36551,6,1,6,0,3,0,72,292,0,0,0,0,0,0,0,0,0,0,89,0,0,0,2,2,70,1,6,2,1,0,0,1,51,1,1,1,24,0,0
1,10009,1,3,1,4,1,15,39,24,0,1,0,1,1,22,18,22018,2,1999,1G2NE12T0XM9,1,G,2,N,E,1,2,T,0,X,M,9,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,30,0,0,0,12,6,2,12,0,0,0,1,1,35062,6,1,0,0,3,0,69,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,50,1,1,2,1,0,0,1,12,1,1,4,6,1,0
1,10009,2,3,2,4,1,15,39,24,0,1,0,47,3,82,881,82881,66,2014,3AKJGLD53ESF,3,A,K,J,G,L,D,5,3,E,S,F,1,1,57,303024,57303024,3,6,1,1,0,0,0,0,0,0,0,40,0,0,0,12,6,2,12,0,0,0,1,22,71108,1,1,1,0,2,0,65,145,0,0,0,0,1,8,2013,8,2013,0,0,0,0,0,2,2,50,1,1,2,1,0,0,1,62,1,1,1,98,0,0
1,10009,3,3,2,4,1,15,39,24,0,1,0,1,1,12,402,12402,14,2009,1FMCU03769KD,1,F,M,C,U,0,3,7,6,9,K,D,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,1,2,5,12,0,0,0,1,1,35117,6,1,0,0,3,1,67,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,50,1,1,2,1,0,0,1,62,6,1,1,98,0,0
1,10010,1,2,1,6,1,17,56,12,2,1,0,1,1,20,481,20481,31,2001,1GCEC14W01Z1,1,G,C,E,C,1,4,W,0,1,Z,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,999,0,0,0,12,6,2,12,0,0,0,1,1,36110,6,1,0,0,3,1,70,260,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,4,45,1,1,2,1,0,0,1,10,7,1,2,50,1,0
1,10010,2,2,5,6,1,17,56,12,2,1,0,1,1,20,2,20002,4,1992,1G1BL53E0NR1,1,G,1,B,L,5,3,E,0,N,R,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,999,0,0,0,12,6,2,12,0,0,0,1,1,36110,1,1,0,0,2,0,59,275,0,1,0,0,0,1,2013,1,2013,0,0,0,0,0,1,4,45,3,1,2,1,0,0,14,62,6,1,2,51,1,0
1,10011,1,1,1,8,1,8,48,34,0,1,0,1,2,20,403,20403,14,2003,1GNDS13S8322,1,G,N,D,S,1,3,S,8,3,2,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,65,0,1,5,12,6,2,42,0,0,0,1,1,35773,6,1,0,0,3,0,62,115,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,55,3,5,2,1,0,0,14,13,1,1,4,1,1,0
1,10012,1,1,1,8,1,12,34,14,0,1,0,1,1,20,481,20481,31,2001,2GCEK19T6112,2,G,C,E,K,1,9,T,6,1,1,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,999,0,0,0,12,6,2,14,0,0,0,1,1,36582,6,1,0,0,3,0,71,250,0,0,0,2,0,10,2011,9,2012,0,0,0,0,0,1,5,98,1,1,2,1,0,0,1,13,1,1,4,1,0,1
1,10013,1,1,1,8,1,15,47,38,0,1,0,1,2,7,442,7442,20,1994,1B4GH54R4RX2,1,B,4,G,H,5,4,R,4,R,X,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,60,0,1,6,1,6,2,1,0,0,0,1,12,36502,3,1,0,0,2,0,69,999,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,45,1,1,2,1,0,0,1,13,1,1,4,1,1,1
1,10014,1,1,1,9,1,6,0,42,0,1,0,1,1,41,471,41471,30,1994,4F4CR13U1RTM,4,F,4,C,R,1,3,U,1,R,T,M,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,12,6,2,42,0,0,0,1,1,35055,6,1,0,0,3,0,66,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,40,2,5,2,1,0,0,14,12,1,1,4,6,1,1
1,10015,1,2,1,8,1,21,31,12,2,1,0,1,6,12,401,12401,14,2010,1FMEU6DE6AUA,1,F,M,E,U,6,D,E,6,A,U,A,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,6,2,12,0,0,0,0,0,99997,7,6,97,7,6,7,998,997,998,998,998,998,998,98,9998,98,9998,8,0,0,0,0,1,2,55,1,5,2,1,0,0,0,54,0,0,0,52,1,0
1,10015,2,2,1,8,1,21,31,12,2,1,0,1,1,35,39,35039,4,1997,JN1CA21D1VM5,J,N,1,C,A,2,1,D,1,V,M,5,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,55,0,0,0,12,6,2,12,0,0,0,1,1,36264,6,1,0,0,3,1,67,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,55,1,3,2,4,0,0,1,50,1,1,1,52,0,0
1,10016,1,1,7,10,1,16,15,35,0,1,0,92,0,20,421,20421,15,1995,1GNDT13WXSK1,1,G,N,D,T,1,3,W,X,S,K,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,55,0,1,5,12,6,2,1,0,0,0,1,1,35184,0,0,0,0,0,0,63,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,35,1,6,2,1,0,0,1,9,1,3,4,2,1,0
1,10017,1,2,1,10,1,17,15,12,6,1,0,1,1,14,17,14017,4,1998,1MEFM53S3WA6,1,M,E,F,M,5,3,S,3,W,A,6,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,50,0,0,0,9,6,2,12,0,0,0,1,1,35016,6,1,0,0,3,1,74,125,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,2,55,1,1,2,1,0,0,1,10,6,3,2,64,1,0
1,10017,2,2,2,10,1,17,15,12,6,1,0,1,1,20,481,20481,31,2002,1GCEK14T52Z2,1,G,C,E,K,1,4,T,5,2,Z,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,40,0,0,0,12,6,2,12,0,0,0,1,1,35622,6,1,6,0,3,1,69,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,55,1,1,2,1,0,0,1,62,1,1,1,65,0,0
1,10018,1,1,1,10,1,18,10,1,0,1,0,1,1,49,472,49472,30,1998,4TAWM72N1WZ0,4,T,A,W,M,7,2,N,1,W,Z,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,70,0,1,5,0,6,2,42,0,0,0,1,1,36310,6,1,6,0,3,0,73,197,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,55,3,5,2,2,0,0,14,13,1,1,4,1,1,0
1,10019,1,1,1,10,1,21,40,38,0,1,0,1,1,55,41,55041,2,2010,KMHHU6KH7AU0,K,M,H,H,U,6,K,H,7,A,U,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,70,0,0,0,12,6,2,42,0,0,0,1,1,36587,6,1,0,0,3,0,69,200,0,0,0,2,0,6,2011,8,2012,3,0,0,0,0,1,2,55,1,1,2,2,0,0,1,13,1,3,4,2,1,0
1,10020,1,1,2,11,1,3,32,30,0,1,0,1,1,20,481,20481,31,2000,2GCEC19TXY12,2,G,C,E,C,1,9,T,X,Y,1,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,70,0,0,0,10,6,2,30,0,0,0,1,1,35601,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,45,2,5,2,2,0,0,14,9,1,3,4,7,1,1
1,10021,1,1,2,11,1,20,23,8,0,1,0,1,1,12,471,12471,30,2005,1FTYR14U45PB,1,F,T,Y,R,1,4,U,4,5,P,B,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,45,0,0,0,12,6,2,8,0,0,0,1,1,36801,6,1,0,0,3,0,70,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,45,1,1,2,1,0,0,1,80,1,1,1,13,0,0
1,10022,1,1,1,2,1,13,12,42,0,1,0,1,1,12,3,12003,2,2005,1ZVHT82H4551,1,Z,V,H,T,8,2,H,4,5,5,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,75,0,0,0,12,6,2,42,0,0,1,1,1,36330,6,1,6,0,3,1,72,240,0,0,0,0,1,4,2012,4,2012,4,89,0,0,0,1,2,45,3,5,2,2,0,0,14,13,1,1,4,1,1,0
1,10023,1,2,2,3,1,13,30,12,6,1,0,1,1,12,3,12003,2,2000,1FAFP4046YF1,1,F,A,F,P,4,0,4,6,Y,F,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,15,0,0,0,2,6,2,12,0,0,0,1,1,35967,6,1,0,0,3,1,72,147,0,2,0,1,2,1,2011,2,2012,0,38,0,0,0,1,2,50,1,5,2,1,0,0,11,15,1,1,1,68,1,0
1,10023,2,2,1,3,1,13,30,12,6,1,0,13,1,2,406,2406,14,2006,1J8HG58266C2,1,J,8,H,G,5,8,2,6,6,C,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,60,0,0,0,12,6,2,12,0,0,0,1,13,30103,6,1,0,0,3,0,61,110,98,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,50,1,5,2,1,0,0,1,62,1,1,1,69,0,0
1,10024,1,2,1,7,1,18,15,12,2,1,0,1,1,20,481,20481,31,2000,1GCEK14T5YZ1,1,G,C,E,K,1,4,T,5,Y,Z,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,999,0,0,0,12,6,2,12,0,0,0,1,1,36782,6,1,0,0,3,0,71,220,0,0,0,1,1,3,2012,12,2013,0,28,0,0,0,1,2,55,2,1,2,1,0,0,14,10,1,1,2,50,1,1
1,10024,2,2,1,7,1,18,15,12,2,1,0,1,2,86,881,86881,66,2010,1M1AN07Y5AN0,1,M,1,A,N,0,7,Y,5,A,N,0,1,1,57,01097528,5701097528,3,6,10,1,0,0,0,0,0,0,0,999,0,0,0,12,6,2,12,0,0,1,1,1,36783,6,1,6,0,3,0,72,300,0,0,0,0,2,9,2013,9,2013,0,0,0,0,0,1,2,55,2,1,2,1,0,0,14,62,2,1,1,51,0,0
1,10025,1,3,2,8,1,17,43,12,6,1,0,1,1,20,16,20016,4,1994,1G1JC5448R71,1,G,1,J,C,5,4,4,8,R,7,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,4,6,2,12,0,0,0,1,1,35570,6,1,0,0,3,1,73,176,0,0,0,2,0,7,2011,12,2012,0,38,0,0,0,2,2,55,1,1,2,1,0,0,15,11,1,1,2,46,1,0
1,10025,2,3,1,8,1,17,43,12,6,1,0,1,1,49,40,49040,4,2002,4T1BE32K52U0,4,T,1,B,E,3,2,K,5,2,U,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,55,0,0,0,12,6,2,12,0,0,0,1,1,35564,6,1,0,0,3,1,70,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,55,1,1,2,1,0,0,1,60,1,1,1,45,0,0
1,10025,3,3,1,8,1,17,43,12,6,1,0,1,2,18,2,18002,4,2003,1G4CW54K5341,1,G,4,C,W,5,4,K,5,3,4,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,55,0,0,0,12,6,2,12,0,0,0,1,1,35585,6,1,0,0,3,0,74,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,55,1,1,2,1,0,0,1,50,1,1,1,98,0,0
1,10026,1,1,1,9,1,10,32,57,0,1,0,1,1,20,20,20020,4,1995,2G1WN52M9S93,2,G,1,W,N,5,2,M,9,S,9,3,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,999,0,1,1,11,6,2,1,0,0,0,1,1,36854,6,1,0,0,3,0,64,135,0,0,0,0,0,0,0,0,0,0,89,0,0,0,3,4,70,1,1,2,1,0,0,1,12,1,1,4,6,1,0
1,10027,1,2,1,9,1,18,30,12,2,1,0,1,1,49,472,49472,30,1999,4TAWN72N8XZ4,4,T,A,W,N,7,2,N,8,X,Z,4,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,55,0,0,0,12,6,2,12,0,0,0,1,1,35473,6,1,0,0,3,0,74,185,1,0,0,0,0,3,2012,3,2012,0,51,0,0,0,1,2,55,1,1,2,1,0,0,1,54,7,1,2,52,0,1
1,10027,2,2,3,9,1,18,30,12,2,1,0,1,1,7,482,7482,31,2005,1D7HA16K35J6,1,D,7,H,A,1,6,K,3,5,J,6,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,55,0,0,0,12,6,2,12,0,0,0,1,1,35475,6,1,6,0,3,0,71,250,0,0,0,0,7,9,2011,7,2013,0,0,0,0,0,1,2,55,1,1,2,1,0,0,1,54,6,1,2,52,1,0
1,10028,1,1,1,10,1,7,10,35,0,1,0,1,1,35,47,35047,4,2007,1N4AL21E87C2,1,N,4,A,L,2,1,E,8,7,C,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,65,0,0,0,1,6,2,35,0,0,0,1,1,36467,6,1,0,0,3,1,65,160,0,0,0,1,0,7,2012,7,2012,4,0,0,0,0,1,2,45,3,5,2,2,0,0,14,12,1,4,4,7,1,0
1,10029,1,3,2,11,1,2,15,12,6,1,0,1,1,7,28,7028,2,2012,2C3CDYAGXCH2,2,C,3,C,D,Y,A,G,X,C,H,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,999,0,0,0,12,6,2,12,0,0,0,1,1,35209,6,1,0,0,3,0,66,149,0,0,0,0,2,4,2011,4,2011,0,39,0,0,0,1,2,30,1,1,2,2,20,3,1,17,1,1,1,88,0,0
1,10029,2,3,5,11,1,2,15,12,6,1,0,1,2,59,31,59031,4,2003,JTHBF30G3300,J,T,H,B,F,3,0,G,3,3,0,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,999,0,0,0,9,6,2,12,0,0,0,1,1,35208,6,1,0,0,3,0,71,236,1,0,0,0,0,4,2013,4,2013,0,0,0,0,0,1,5,30,1,1,2,2,0,0,1,66,1,1,1,89,1,0
1,10029,3,3,4,11,1,2,15,12,6,1,0,1,1,20,421,20421,15,1997,1GNEC13R0VJ4,1,G,N,E,C,1,3,R,0,V,J,4,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,999,0,0,0,12,6,2,12,0,0,0,1,1,35211,1,1,0,0,2,0,69,190,0,1,0,0,0,3,2012,3,2012,0,0,0,0,0,1,2,30,1,1,2,2,20,3,2,62,1,1,1,98,0,0
1,10030,1,1,1,13,1,13,20,1,0,1,0,1,2,20,403,20403,14,2003,1GNDS13S9321,1,G,N,D,S,1,3,S,9,3,2,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,80,0,1,5,0,6,2,1,0,0,0,1,1,35805,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,55,1,1,2,2,0,0,1,13,1,1,4,1,1,1
1,10031,1,2,1,14,1,10,9,12,6,1,0,1,1,20,16,20016,4,1998,3G1JF5248WS8,3,G,1,J,F,5,2,4,8,W,S,8,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,999,0,0,0,9,6,2,12,0,0,0,1,1,36323,6,1,0,0,3,0,63,170,0,0,0,0,0,0,0,0,0,0,38,0,0,0,1,2,35,1,1,2,1,20,3,1,17,1,1,1,89,1,0
1,10031,2,2,1,14,1,10,9,12,6,1,0,1,1,20,471,20471,30,1999,1GCCS1442XK1,1,G,C,C,S,1,4,4,2,X,K,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,999,0,0,0,12,6,2,12,0,0,0,1,1,36467,6,1,0,0,3,1,72,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,65,1,1,2,1,0,0,1,66,1,1,1,88,0,0
1,10032,1,1,1,15,1,2,40,42,0,1,0,1,2,23,481,23481,31,1999,1GTEK19T4XE5,1,G,T,E,K,1,9,T,4,X,E,5,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,70,0,0,0,10,6,2,42,0,0,0,1,1,36311,0,0,0,0,0,0,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,55,2,6,2,1,0,0,14,12,1,1,4,6,1,1
1,10033,1,2,1,15,1,22,50,12,2,1,0,1,1,12,481,12481,31,1986,1FTCF15N5GNB,1,F,T,C,F,1,5,N,5,G,N,B,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,35,0,0,0,12,6,2,12,0,0,0,1,1,35456,6,1,6,0,3,0,69,165,0,0,0,0,0,0,0,0,0,0,28,0,0,0,1,2,45,1,6,2,1,0,0,1,10,1,1,2,50,1,0
1,10033,2,2,3,15,1,22,50,12,2,1,0,1,2,13,1,13001,4,1994,1LNLM81W3RY7,1,L,N,L,M,8,1,W,3,R,Y,7,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,35,0,0,0,12,6,2,12,0,0,0,1,1,35456,6,1,0,0,3,0,64,150,1,0,0,0,0,2,2013,2,2013,0,0,0,0,0,1,2,45,1,5,2,1,0,0,1,62,1,1,1,51,0,0
1,10034,1,1,1,17,1,19,16,35,0,1,0,1,1,35,401,35401,14,1997,JN8AR05S4VW1,J,N,8,A,R,0,5,S,4,V,W,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,53,0,1,5,12,6,2,1,0,0,0,1,1,31821,6,1,6,0,3,0,70,186,0,0,0,0,0,0,0,0,0,0,89,58,0,0,1,2,45,1,1,2,1,0,0,1,13,6,4,4,7,1,1
1,10035,1,2,1,18,1,14,10,12,6,1,0,1,2,35,47,35047,4,1999,1N4DL01D2XC2,1,N,4,D,L,0,1,D,2,X,C,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,10,6,2,12,0,0,0,1,1,36280,6,1,0,0,3,1,68,186,0,0,0,0,0,0,0,0,0,0,38,0,0,0,1,2,55,1,1,2,1,0,0,11,15,1,1,1,82,1,0
1,10035,2,2,3,18,1,14,10,12,6,1,0,1,1,20,481,20481,31,1998,1GCHK39F1WE1,1,G,C,H,K,3,9,F,1,W,E,1,1,1,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,55,0,0,0,12,6,2,12,0,0,0,1,1,36266,6,1,6,0,3,0,73,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,55,1,1,2,1,0,0,1,72,1,1,1,83,0,0
1,10036,1,1,2,18,1,22,5,59,0,1,0,1,2,37,32,37032,4,1999,1HGCG5545XA0,1,H,G,C,G,5,5,4,5,X,A,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,90,0,0,0,5,6,2,42,0,0,0,1,1,36578,6,1,0,0,3,0,71,190,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,55,1,1,2,1,0,0,1,68,6,2,4,2,1,1
