STATE,STATENAME,ST_CASE,EVENTNUM,VEH_NO,VEVENTNUM,VNUMBER1,AOI1,AOI1NAME,SOE,SOENAME,VNUMBER2,VNUMBER2NAME,AOI2,AOI2NAME
12,Florida,121438,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121439,1,1,1,1,11,11 Clock Point,12,Motor Vehicle In-Transport,2,2,5,5 Clock Point
12,Florida,121439,2,1,2,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121439,3,1,3,1,98,Not Reported,25,Concrete Traffic Barrier,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121439,4,1,4,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121439,1,2,1,1,11,11 Clock Point,12,Motor Vehicle In-Transport,2,2,5,5 Clock Point
12,Florida,121440,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121440,2,1,2,1,81,Right,30,Utility Pole/Light Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121440,3,1,3,1,12,12 Clock Point,34,Ditch,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121440,4,1,4,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121441,1,1,1,1,61,Left,10,Railway Vehicle,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121441,2,1,2,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121442,1,1,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,6,6 Clock Point
12,Florida,121442,4,1,2,4,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,6,6 Clock Point
12,Florida,121442,1,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,6,6 Clock Point
12,Florida,121442,2,2,2,2,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121442,3,2,3,2,12,12 Clock Point,12,Motor Vehicle In-Transport,3,3,12,12 Clock Point
12,Florida,121442,3,3,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,3,3,12,12 Clock Point
12,Florida,121442,4,4,1,4,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,6,6 Clock Point
12,Florida,121443,1,1,1,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121443,2,1,2,1,11,11 Clock Point,59,Traffic Sign Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121443,3,1,3,1,61,Left,53,Mail Box,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121443,4,1,4,1,61,Left,53,Mail Box,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121444,1,1,1,1,12,12 Clock Point,9,Pedalcyclist,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121445,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121446,1,1,1,1,14,Undercarriage,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121447,2,1,1,2,11,11 Clock Point,12,Motor Vehicle In-Transport,1,1,9,9 Clock Point
12,Florida,121447,1,2,1,2,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121447,2,2,2,2,11,11 Clock Point,12,Motor Vehicle In-Transport,1,1,9,9 Clock Point
12,Florida,121448,1,1,1,1,12,12 Clock Point,9,Pedalcyclist,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121449,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121450,1,1,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,6,6 Clock Point
12,Florida,121450,1,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,6,6 Clock Point
12,Florida,121451,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121451,2,1,2,1,55,Non-Harmful Event,69,Re-entering Roadway,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121451,3,1,3,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121451,4,1,4,1,55,Non-Harmful Event,65,Cross Median,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121451,5,1,5,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,9,9 Clock Point
12,Florida,121451,5,2,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,9,9 Clock Point
12,Florida,121451,6,2,2,2,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121452,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121453,1,1,1,1,12,12 Clock Point,15,Non-Motorist on Personal Conveyance,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121454,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121455,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121456,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121457,1,1,1,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121457,2,1,2,1,10,10 Clock Point,33,Curb,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121457,3,1,3,1,55,Non-Harmful Event,69,Re-entering Roadway,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121457,4,1,4,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121458,1,1,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,9,9 Clock Point
12,Florida,121458,1,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,9,9 Clock Point
12,Florida,121458,2,2,2,2,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121458,3,2,3,2,12,12 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121459,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121460,1,1,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121460,2,1,2,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
12,Florida,121460,2,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
12,Florida,121460,3,2,2,2,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121460,4,2,3,2,4,4 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121460,5,2,4,2,6,6 Clock Point,38,Fence,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121461,1,1,1,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121461,2,1,2,1,12,12 Clock Point,43,Other Fixed Object,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121461,3,1,3,1,61,Left,31,"Other Post, Other Pole or Other Supports",9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121461,4,1,4,1,12,12 Clock Point,31,"Other Post, Other Pole or Other Supports",9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121462,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121462,2,1,2,1,12,12 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121462,3,1,3,1,61,Left,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121462,4,1,4,1,98,Not Reported,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121462,5,1,5,1,98,Not Reported,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121463,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121464,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121464,2,1,2,1,55,Non-Harmful Event,69,Re-entering Roadway,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121464,3,1,3,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121464,4,1,4,1,10,10 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121464,5,1,5,1,10,10 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121464,6,1,6,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121465,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121466,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121466,2,1,2,1,12,12 Clock Point,30,Utility Pole/Light Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121467,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121468,1,1,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,4,4 Clock Point
12,Florida,121468,1,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,4,4 Clock Point
12,Florida,121468,2,2,2,2,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121468,3,2,3,2,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121469,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121469,2,1,2,1,55,Non-Harmful Event,69,Re-entering Roadway,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121469,3,1,3,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121469,4,1,4,1,3,3 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
12,Florida,121469,5,1,5,1,6,6 Clock Point,12,Motor Vehicle In-Transport,2,2,61,Left
12,Florida,121469,4,2,1,1,3,3 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
12,Florida,121469,5,2,2,1,6,6 Clock Point,12,Motor Vehicle In-Transport,2,2,61,Left
12,Florida,121470,1,1,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,6,6 Clock Point
12,Florida,121470,2,1,2,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121470,3,1,3,1,98,Not Reported,32,Culvert,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121470,4,1,4,1,55,Non-Harmful Event,67,Vehicle Went Airborne,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121470,5,1,5,1,9,9 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121470,1,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,6,6 Clock Point
12,Florida,121471,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121471,2,1,2,1,12,12 Clock Point,59,Traffic Sign Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121472,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121473,1,1,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,3,3 Clock Point
12,Florida,121473,1,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,3,3 Clock Point
12,Florida,121473,2,2,2,2,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121473,3,2,3,2,12,12 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121474,1,1,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,3,3 Clock Point
12,Florida,121474,1,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,3,3 Clock Point
12,Florida,121475,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121476,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121478,1,1,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,61,Left
12,Florida,121478,2,1,2,1,55,Non-Harmful Event,60,Cargo/Equipment Loss or Shift (non-harmful),5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121478,3,1,3,1,18,Cargo/Vehicle Parts Set-In-Motion,54,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",3,3,13,Top
12,Florida,121478,1,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,61,Left
12,Florida,121478,4,2,2,2,98,Not Reported,12,Motor Vehicle In-Transport,4,4,3,3 Clock Point
12,Florida,121478,5,2,3,2,98,Not Reported,12,Motor Vehicle In-Transport,5,5,11,11 Clock Point
12,Florida,121478,3,3,1,1,18,Cargo/Vehicle Parts Set-In-Motion,54,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",3,3,13,Top
12,Florida,121478,4,4,1,2,98,Not Reported,12,Motor Vehicle In-Transport,4,4,3,3 Clock Point
12,Florida,121478,5,5,1,2,98,Not Reported,12,Motor Vehicle In-Transport,5,5,11,11 Clock Point
12,Florida,121479,1,1,1,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121479,2,1,2,1,12,12 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121479,3,1,3,1,55,Non-Harmful Event,65,Cross Median,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121479,4,1,4,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,61,Left
12,Florida,121479,5,1,5,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121479,6,1,6,1,98,Not Reported,12,Motor Vehicle In-Transport,3,3,11,11 Clock Point
12,Florida,121479,4,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,61,Left
12,Florida,121479,6,3,1,1,98,Not Reported,12,Motor Vehicle In-Transport,3,3,11,11 Clock Point
12,Florida,121480,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121481,1,1,1,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121481,2,1,2,1,55,Non-Harmful Event,65,Cross Median,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121481,3,1,3,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121481,4,1,4,1,98,Not Reported,30,Utility Pole/Light Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121481,5,1,5,1,19,Other Objects Set-In-Motion,18,Other Object (not fixed),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121481,6,1,6,1,19,Other Objects Set-In-Motion,54,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",2,2,4,4 Clock Point
12,Florida,121481,6,2,1,1,19,Other Objects Set-In-Motion,54,"Motor Vehicle In-Transport Strikes or is Struck by Cargo, Persons or Objects Set-in-Motion from/by Another Motor Vehicle In Transport",2,2,4,4 Clock Point
12,Florida,121482,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121482,2,1,2,1,12,12 Clock Point,35,Embankment,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121482,3,1,3,1,98,Not Reported,30,Utility Pole/Light Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121482,4,1,4,1,98,Not Reported,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121483,1,1,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121483,2,1,2,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121483,3,1,3,1,12,12 Clock Point,38,Fence,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121483,4,1,4,1,12,12 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121483,5,1,5,1,2,2 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121484,1,1,1,1,12,12 Clock Point,15,Non-Motorist on Personal Conveyance,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121485,1,1,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,5,5 Clock Point
12,Florida,121485,1,2,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,5,5 Clock Point
12,Florida,121486,1,1,1,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121486,2,1,2,1,12,12 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121487,1,1,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,3,3 Clock Point
12,Florida,121487,1,2,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,3,3 Clock Point
12,Florida,121488,1,1,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,3,3 Clock Point
12,Florida,121488,1,2,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,3,3 Clock Point
12,Florida,121490,1,1,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,7,7 Clock Point
12,Florida,121490,1,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,7,7 Clock Point
12,Florida,121491,1,1,1,1,12,12 Clock Point,9,Pedalcyclist,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121492,1,1,1,1,12,12 Clock Point,9,Pedalcyclist,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121493,1,1,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,63,Left-Back Side
12,Florida,121493,1,2,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,63,Left-Back Side
12,Florida,121494,1,1,1,2,82,Right-Front Side,12,Motor Vehicle In-Transport,1,1,12,12 Clock Point
12,Florida,121494,1,2,1,2,82,Right-Front Side,12,Motor Vehicle In-Transport,1,1,12,12 Clock Point
12,Florida,121495,1,1,1,1,12,12 Clock Point,9,Pedalcyclist,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121497,1,1,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,3,3 Clock Point
12,Florida,121497,1,2,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,3,3 Clock Point
12,Florida,121498,1,1,1,2,98,Not Reported,12,Motor Vehicle In-Transport,1,1,61,Left
12,Florida,121498,1,2,1,2,98,Not Reported,12,Motor Vehicle In-Transport,1,1,61,Left
12,Florida,121499,1,1,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,11,11 Clock Point
12,Florida,121499,1,2,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,11,11 Clock Point
12,Florida,121500,1,1,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,6,6 Clock Point
12,Florida,121500,1,2,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,6,6 Clock Point
12,Florida,121500,2,2,2,2,6,6 Clock Point,12,Motor Vehicle In-Transport,3,3,7,7 Clock Point
12,Florida,121500,2,3,1,2,6,6 Clock Point,12,Motor Vehicle In-Transport,3,3,7,7 Clock Point
12,Florida,121501,1,1,1,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121501,2,1,2,1,61,Left,33,Curb,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121501,3,1,3,1,12,12 Clock Point,30,Utility Pole/Light Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121501,4,1,4,1,6,6 Clock Point,59,Traffic Sign Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121501,5,1,5,1,6,6 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121501,6,1,6,1,6,6 Clock Point,30,Utility Pole/Light Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121501,7,1,7,1,6,6 Clock Point,42,Tree (Standing Only),9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121502,1,1,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,3,3 Clock Point
12,Florida,121502,1,2,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,3,3 Clock Point
12,Florida,121503,1,1,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121503,2,1,2,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
12,Florida,121503,2,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
12,Florida,121504,1,1,1,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121504,2,1,2,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121504,3,1,3,1,98,Not Reported,34,Ditch,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121505,1,1,1,1,12,12 Clock Point,8,Pedestrian,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121506,1,1,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,62,Left-Front Side
12,Florida,121506,2,1,2,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121506,3,1,3,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121506,1,2,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,62,Left-Front Side
12,Florida,121506,4,2,2,2,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121506,5,2,3,2,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121507,1,1,1,1,81,Right,12,Motor Vehicle In-Transport,2,2,61,Left
12,Florida,121507,1,2,1,1,81,Right,12,Motor Vehicle In-Transport,2,2,61,Left
12,Florida,121507,2,2,2,2,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121507,3,2,3,2,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121507,4,2,4,2,98,Not Reported,24,Guardrail Face,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121508,1,1,1,1,55,Non-Harmful Event,68,Cross Centerline,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121508,2,1,2,1,6,6 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
12,Florida,121508,2,2,1,1,6,6 Clock Point,12,Motor Vehicle In-Transport,2,2,12,12 Clock Point
12,Florida,121509,1,1,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,1,1 Clock Point
12,Florida,121509,1,2,1,2,12,12 Clock Point,12,Motor Vehicle In-Transport,1,1,1,1 Clock Point
12,Florida,121510,1,1,1,1,55,Non-Harmful Event,61,"Equipment Failure (blown tire, brake failure, etc)",5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121510,2,1,2,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121510,3,1,3,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121511,1,1,1,1,55,Non-Harmful Event,64,Ran Off Roadway - Left,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121511,2,1,2,1,11,11 Clock Point,24,Guardrail Face,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121511,3,1,3,1,55,Non-Harmful Event,69,Re-entering Roadway,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121511,4,1,4,1,55,Non-Harmful Event,63,Ran Off Roadway - Right,5555,Non-Harmful Event,55,Non-Harmful Event
12,Florida,121511,5,1,5,1,98,Not Reported,59,Traffic Sign Support,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121511,6,1,6,1,98,Not Reported,34,Ditch,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121511,7,1,7,1,0,Non-Collision,1,Rollover/Overturn,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121511,8,1,8,1,98,Not Reported,38,Fence,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121511,9,1,9,1,0,Non-Collision,3,Immersion or Partial Immersion,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121512,1,1,1,1,12,12 Clock Point,12,Motor Vehicle In-Transport,2,2,7,7 Clock Point
12,Florida,121512,2,1,2,1,55,Non-Harmful Event,71,End Departure,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
12,Florida,121512,3,1,3,1,98,Not Reported,38,Fence,9999,Not a Motor Vehicle,77,Not a Motor Vehicle
