STATE,ST_CASE,VEH_NO,VE_FORMS,NUMOCCS,DAY,MONTH,HOUR,MINUTE,HARM_EV,MAN_COLL,UNITTYPE,HIT_RUN,REG_STAT,OWNER,MAKE,MODEL,MAK_MOD,BODY_TYP,MOD_YEAR,VIN,VIN_1,VIN_2,VIN_3,VIN_4,VIN_5,VIN_6,VIN_7,VIN_8,VIN_9,VIN_10,VIN_11,VIN_12,TOW_VEH,J_KNIFE,MCARR_I1,MCARR_I2,MCARR_ID,GVWR,V_CONFIG,CARGO_BT,HAZ_INV,HAZ_PLAC,HAZ_ID,HAZ_CNO,HAZ_REL,BUS_USE,SPEC_USE,EMER_USE,TRAV_SP,UNDERIDE,ROLLOVER,ROLINLOC,IMPACT1,DEFORMED,TOWED,M_HARM,VEH_SC1,VEH_SC2,FIRE_EXP,DR_PRES,L_STATE,DR_ZIP,L_STATUS,L_TYPE,CDL_STAT,L_ENDORS,L_COMPL,L_RESTRI,DR_HGT,DR_WGT,PREV_ACC,PREV_SUS,PREV_DWI,PREV_SPD,PREV_OTH,FIRST_MO,FIRST_YR,LAST_MO,LAST_YR,SPEEDREL,DR_SF1,DR_SF2,DR_SF3,DR_SF4,VTRAFWAY,VNUM_LAN,VSPD_LIM,VALIGN,VPROFILE,VPAVETYP,VSURCOND,VTRAFCON,VTCONT_F,P_CRASH1,P_CRASH2,P_CRASH3,PCRASH4,PCRASH5,ACC_TYPE,DEATHS,DR_DRINK
17,170309,1,2,1,15,5,23,44,12,6,1,1,17,2,23,401,23401,14,2002,1GKDT13S8221,1,G,K,D,T,1,3,S,8,2,2,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,1,2,5,12,0,0,0,1,17,61109,1,1,0,0,2,0,71,230,0,1,0,0,2,1,2011,6,2012,0,38,0,0,0,5,4,35,1,1,2,1,0,0,11,15,1,1,1,68,0,0
17,170309,2,2,1,15,5,23,44,12,6,1,0,17,1,37,706,37706,80,2005,1HFSC46G65A3,1,H,F,S,C,4,6,G,6,5,A,3,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,17,61109,6,1,0,0,3,0,76,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,35,1,1,2,1,0,0,1,62,99,1,1,69,1,0
17,170311,1,2,1,15,5,9,22,12,1,1,0,17,1,20,402,20402,14,2002,2CNBE18C7269,2,C,N,B,E,1,8,C,7,2,6,9,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,17,60101,6,1,0,0,3,0,64,190,0,0,0,0,0,0,0,0,0,4,26,0,0,0,1,2,35,1,1,2,1,1,3,1,50,1,1,1,20,1,0
17,170311,2,2,1,15,5,9,22,12,1,1,0,17,3,82,881,82881,66,2011,1FUJC5DV2BDB,1,F,U,J,C,5,D,V,2,B,D,B,1,1,57,1091106,571091106,3,6,1,1,0,0,0,0,0,0,0,0,0,0,0,6,2,5,12,0,0,0,1,17,60053,6,1,6,0,3,0,70,210,0,0,0,0,1,4,2013,4,2013,0,0,0,0,0,1,2,35,1,1,2,1,1,3,5,53,1,1,1,21,0,0
17,170312,1,1,1,24,5,21,13,33,0,1,0,17,2,37,705,37705,80,1994,JH2PC250XRM3,J,H,2,P,C,2,5,0,X,R,M,3,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,6,6,2,33,0,0,0,1,17,60629,1,1,0,0,2,0,999,999,1,1,1,0,0,1,2011,8,2011,4,28,0,0,0,2,2,30,1,1,2,1,0,0,1,6,99,2,4,7,1,1
17,170313,1,1,1,3,5,0,37,8,0,1,1,99,9,99,999,99999,99,9999,999999999999,9,9,9,9,9,9,9,9,9,9,9,9,9,0,99,999999999,99999999999,9,99,99,1,0,0,0,0,99,99,9,998,0,0,0,99,9,5,8,99,99,0,1,99,99999,9,9,99,9,9,9,999,999,99,99,99,99,99,99,9999,99,9999,9,86,0,0,0,2,4,45,1,2,2,1,0,0,99,19,99,9,9,13,0,0
17,170314,1,1,1,19,3,15,32,42,0,1,0,17,1,6,43,6043,1,2001,1C3EL55U01N6,1,C,3,E,L,5,5,U,0,1,N,6,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,42,0,0,0,1,17,60004,6,1,0,0,3,0,71,180,0,0,0,0,0,0,0,0,0,4,28,0,0,0,1,2,25,1,2,2,1,0,0,1,12,1,1,4,6,1,0
17,170315,1,1,2,10,5,0,7,9,0,1,0,40,3,87,881,87881,66,2012,1XPHD49X2CD1,1,X,P,H,D,4,9,X,2,C,D,1,1,1,57,276010,57276010,3,6,1,1,0,0,0,0,0,0,0,45,0,0,0,9,2,5,9,0,0,0,1,40,74129,6,1,5,0,2,0,66,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,45,1,1,2,2,3,3,1,80,9,1,1,98,0,0
17,170316,1,2,1,5,6,0,47,12,1,1,0,17,1,19,18,19018,4,2005,1G6DP5676501,1,G,6,D,P,5,6,7,6,5,0,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,1,3,12,6,2,1,0,0,0,1,17,60617,1,1,0,0,2,0,70,178,0,3,0,0,2,12,2011,4,2013,3,28,36,0,0,3,3,55,1,1,2,1,0,0,1,11,1,1,2,24,1,1
17,170316,2,2,2,5,6,0,47,12,1,1,0,17,1,7,28,7028,2,2010,2B3CJ4DV4AH2,2,B,3,C,J,4,D,V,4,A,H,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,6,6,2,12,0,0,0,1,17,60409,6,1,0,0,3,0,75,190,0,1,0,3,2,9,2011,10,2012,0,0,0,0,0,3,3,55,1,1,2,1,0,0,1,60,1,1,1,25,0,0
17,170317,1,1,1,31,5,22,15,34,0,1,0,17,2,20,481,20481,31,1998,1GCEK14R5WZ1,1,G,C,E,K,1,4,R,5,W,Z,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,1,5,82,6,2,1,0,0,0,1,17,62863,6,1,0,0,3,0,68,190,0,0,0,0,0,0,0,0,0,9,99,99,99,99,1,2,55,1,2,4,1,0,0,1,9,99,4,4,7,1,1
17,170318,1,2,2,3,6,8,30,12,6,1,0,17,1,22,32,22032,6,2003,5Y2SL62833Z4,5,Y,2,S,L,6,2,8,3,3,Z,4,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,9,6,2,12,0,0,1,1,17,61554,6,1,0,0,3,3,66,240,0,0,0,0,0,0,0,0,0,0,48,28,0,0,2,2,65,1,1,2,1,28,3,11,15,1,1,2,72,1,0
17,170318,2,2,4,3,6,8,30,12,6,1,0,4,3,12,461,12461,21,2013,1FBNE3BL7DDA,1,F,B,N,E,3,B,L,7,D,D,A,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,41,97224,6,1,0,0,3,3,64,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,65,1,1,2,1,28,3,1,61,1,1,1,73,0,0
17,170319,1,1,2,4,6,22,39,1,0,1,0,17,2,6,51,6051,4,2000,2C3HE66G8YH3,2,C,3,H,E,6,6,G,8,Y,H,3,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,2,5,0,6,2,1,0,0,0,1,17,62694,6,1,0,0,3,0,70,175,0,0,0,0,0,0,0,0,0,4,52,83,0,0,1,2,55,1,1,2,1,0,0,1,87,6,1,4,8,1,0
17,170320,1,2,2,19,5,18,11,12,6,1,0,26,4,7,442,7442,20,2013,2C4RDGCG0DR5,2,C,4,R,D,G,C,G,0,D,R,5,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,1,6,2,12,0,0,0,1,26,49444,6,1,0,0,3,0,60,268,0,10,0,1,0,11,2010,7,2012,0,39,0,0,0,1,4,30,1,1,2,1,3,3,11,15,1,1,1,68,0,0
17,170320,2,2,1,19,5,18,11,12,6,1,0,17,1,37,703,37703,88,2004,JH2MF06144K2,J,H,2,M,F,0,6,1,4,4,K,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,17,60419,6,1,0,0,3,0,75,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,30,1,1,2,1,3,3,1,62,1,1,1,69,1,0
17,170321,1,2,1,5,6,18,6,12,2,1,0,17,2,55,401,55401,14,2005,KM8SC73D95U9,K,M,8,S,C,7,3,D,9,5,U,9,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,17,61820,6,1,0,0,3,3,74,215,0,0,0,1,0,3,2011,3,2011,0,28,51,0,0,1,2,55,1,1,2,1,0,0,1,10,1,1,2,50,1,0
17,170321,2,2,1,5,6,18,6,12,2,1,0,17,3,84,881,84881,66,2005,2HSCEAPRX5C0,2,H,S,C,E,A,P,R,X,5,C,0,1,1,57,186721,57186721,3,6,1,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,17,61858,6,1,6,0,3,0,66,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,55,1,1,2,1,0,0,1,62,9,1,1,51,0,0
17,170322,1,1,1,6,6,12,33,9,0,1,0,17,3,87,881,87881,66,1996,1XPCDE9X5TD3,1,X,P,C,D,E,9,X,5,T,D,3,1,1,57,1971003,571971003,3,6,97,1,0,0,0,0,0,0,0,998,0,0,0,12,2,5,9,0,0,0,1,17,60927,6,1,6,0,3,3,67,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,55,1,1,2,1,0,0,1,83,8,1,3,13,0,0
17,170323,1,1,4,9,6,14,0,1,0,1,0,47,1,12,422,12422,15,1999,1FMRU17L7XLB,1,F,M,R,U,1,7,L,7,X,L,B,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,2,1,0,6,2,1,0,0,0,1,47,37172,6,1,0,0,3,0,67,180,0,0,0,1,1,1,2011,5,2011,0,28,58,0,0,2,2,65,1,1,2,1,0,0,1,12,7,1,6,98,1,0
17,170324,1,1,1,6,4,2,8,33,0,1,0,17,1,49,47,49047,6,2006,2T1KR32E56C6,2,T,1,K,R,3,2,E,5,6,C,6,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,1,6,2,42,0,0,0,1,17,60646,6,1,0,0,3,0,69,200,0,0,0,2,0,2,2012,10,2012,0,28,0,0,0,2,4,40,3,1,2,1,0,0,14,13,1,1,4,1,1,1
17,170325,1,2,1,11,6,0,35,12,1,1,0,18,1,7,482,7482,31,2004,1D7HA18N54S6,1,D,7,H,A,1,8,N,5,4,S,6,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,3,0,0,12,6,2,12,0,0,0,1,18,46561,6,1,0,0,3,3,71,160,0,0,0,0,0,0,0,0,0,4,26,0,0,0,2,2,65,1,1,2,1,0,0,1,50,1,1,1,20,1,1
17,170325,2,2,2,11,6,0,35,12,1,1,0,47,2,87,881,87881,66,2006,1XP7DB9X06D6,1,X,P,7,D,B,9,X,0,6,D,6,1,1,57,1450411,571450411,3,6,3,1,0,0,0,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,1,47,38122,6,1,6,0,3,3,71,230,0,0,0,0,1,4,2013,4,2013,0,54,0,0,0,2,2,65,1,1,2,1,0,0,5,53,1,1,1,21,0,0
17,170326,1,2,1,17,4,14,15,12,6,1,0,17,1,12,17,12017,4,2001,1FAFP53U01A2,1,F,A,F,P,5,3,U,0,1,A,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,3,6,2,12,0,0,1,1,17,61080,6,1,0,0,3,0,70,126,0,0,0,0,0,0,0,0,0,4,87,0,0,0,1,2,45,2,2,2,6,40,3,14,10,1,4,2,64,1,0
17,170326,2,2,1,17,4,14,15,12,6,1,0,17,1,22,2,22002,4,1998,1G2HX52K0W42,1,G,2,H,X,5,2,K,0,W,4,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,1,1,17,61115,6,1,0,0,3,0,65,140,0,0,0,0,0,0,0,0,0,0,87,0,0,0,1,2,45,3,2,2,2,40,3,14,62,1,1,1,65,0,0
17,170327,1,1,1,28,5,18,59,24,0,1,0,17,1,21,2,21002,4,1994,1G3HN52L0R48,1,G,3,H,N,5,2,L,0,R,4,8,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,24,0,0,0,1,17,61920,6,1,0,0,3,3,73,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,30,1,1,2,1,0,0,1,14,1,1,4,14,1,0
17,170328,1,1,1,15,5,23,30,42,0,1,0,0,0,37,739,37739,90,1986,JH3TE0606GC1,J,H,3,T,E,0,6,0,6,G,C,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,2,5,42,0,0,0,1,17,62972,6,1,0,0,3,3,71,145,0,0,0,0,0,0,0,0,0,4,6,0,0,0,1,2,55,3,1,4,1,0,0,14,12,1,1,4,6,1,0
17,170329,1,1,1,13,5,12,15,42,0,1,0,17,1,12,401,12401,14,2001,1FMZU73E91ZA,1,F,M,Z,U,7,3,E,9,1,Z,A,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,42,0,0,0,1,17,61010,6,1,0,0,3,0,74,300,0,0,0,0,1,7,2011,7,2011,9,99,99,99,99,1,2,55,3,1,2,1,0,0,14,13,99,1,4,5,1,0
17,170330,1,1,1,27,5,23,29,8,0,1,0,17,3,14,17,14017,4,2009,1MEHM42W69G6,1,M,E,H,M,4,2,W,6,9,G,6,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,1,0,998,0,0,0,12,6,2,8,0,0,0,1,17,60637,6,1,0,0,3,0,68,145,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,3,30,1,1,2,2,0,0,1,80,1,1,1,13,0,0
17,170331,1,2,4,29,5,18,36,9,0,1,0,17,1,42,43,42043,4,2003,WDBNG84J93A3,W,D,B,N,G,8,4,J,9,3,A,3,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,9,0,0,0,1,17,60068,6,1,0,0,3,0,71,170,0,0,0,0,1,8,2010,8,2010,0,38,0,0,0,1,2,30,1,1,2,1,0,0,1,83,1,1,1,13,0,1
17,170331,2,2,2,29,5,18,36,9,0,1,0,17,1,58,37,58037,4,2013,JN1CV6AR6DM7,J,N,1,C,V,6,A,R,6,D,M,7,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,17,60654,6,1,0,0,3,0,73,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,30,1,1,2,1,0,0,1,62,1,1,1,98,0,0
17,170332,1,1,1,10,6,5,4,32,0,1,0,17,1,72,706,72706,80,2003,1HD1FBW163Y7,1,H,D,1,F,B,W,1,6,3,Y,7,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,32,0,0,0,1,17,62629,6,1,0,0,3,0,68,170,0,0,0,0,0,0,0,0,0,0,52,0,0,0,1,2,55,1,1,2,1,0,0,1,13,1,1,4,1,1,1
17,170333,1,1,1,4,6,12,26,9,0,1,0,17,1,20,2,20002,4,1985,1G1BN69HXFY2,1,G,1,B,N,6,9,H,X,F,Y,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,2,5,9,0,0,0,1,17,62526,6,1,0,0,3,0,78,220,0,0,0,0,1,9,2010,9,2010,0,28,51,0,0,1,2,30,1,1,2,1,0,0,15,83,1,1,2,13,0,0
17,170334,1,2,1,6,6,23,48,12,1,1,0,17,1,2,404,2404,14,1997,1J4GZ78Y1VC6,1,J,4,G,Z,7,8,Y,1,V,C,6,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,17,60157,6,1,0,0,3,0,74,220,0,0,0,0,0,0,0,0,0,4,26,0,0,0,3,4,55,1,1,2,1,0,0,15,50,1,1,2,20,0,1
17,170334,2,2,1,6,6,23,48,12,1,1,0,17,1,12,442,12442,20,1998,2FMZA5146WBE,2,F,M,Z,A,5,1,4,6,W,B,E,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,2,12,0,0,0,1,17,60706,6,1,0,0,3,0,65,130,0,0,0,0,0,0,0,0,0,0,54,0,0,0,3,4,55,1,1,2,1,0,0,5,53,1,1,1,21,1,0
17,170335,1,2,2,6,6,15,7,12,6,1,0,17,1,23,481,23481,31,1995,2GTEC19K9S15,2,G,T,E,C,1,9,K,9,S,1,5,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,1,0,0,11,6,2,12,0,0,0,1,17,62920,6,2,0,0,3,0,72,165,0,0,0,0,0,0,0,0,0,0,38,39,0,0,1,2,55,2,2,2,1,20,3,14,17,1,1,1,89,1,0
17,170335,2,2,1,6,6,15,7,12,6,1,0,17,3,84,881,84881,66,2006,2HSCNAPR96C2,2,H,S,C,N,A,P,R,9,6,C,2,1,1,57,215522,57215522,3,6,1,1,0,0,0,0,0,0,0,998,7,1,5,12,6,2,12,0,0,0,1,17,61951,6,1,6,0,3,0,72,190,0,0,0,0,1,7,2012,7,2012,0,0,0,0,0,1,2,55,3,2,2,1,0,0,14,66,1,1,1,88,0,0
17,170336,1,2,1,18,5,9,53,12,6,1,0,17,1,20,403,20403,14,2006,1GNDT13S0623,1,G,N,D,T,1,3,S,0,6,2,3,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,11,6,2,12,0,0,0,1,17,61569,6,1,0,0,3,0,62,180,0,0,0,0,0,0,0,0,0,0,38,0,0,0,1,2,98,1,1,2,1,20,3,11,15,1,1,1,82,0,0
17,170336,2,2,1,18,5,9,53,12,6,1,0,17,1,72,706,72706,80,2004,1HD1BWB114Y0,1,H,D,1,B,W,B,1,1,4,Y,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,17,61568,6,1,0,0,3,0,70,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,55,1,1,2,1,0,0,1,67,1,1,1,83,1,0
17,170337,1,1,1,5,6,10,13,8,0,1,0,17,2,35,421,35421,15,2006,5N1AA08B56N7,5,N,1,A,A,0,8,B,5,6,N,7,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,2,5,8,0,0,0,1,17,60804,0,0,0,0,0,0,999,999,99,99,99,99,99,99,9999,99,9999,0,86,0,0,0,5,2,30,1,1,2,1,0,0,1,80,1,1,1,13,0,0
17,170338,1,1,1,13,6,0,1,8,0,1,1,17,1,12,401,12401,14,2000,1FMZU73E5YZB,1,F,M,Z,U,7,3,E,5,Y,Z,B,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,2,5,8,0,0,0,1,17,62522,6,1,0,0,3,0,67,250,1,0,1,1,1,9,2010,12,2012,9,0,0,0,0,1,4,35,1,1,2,1,0,0,1,80,1,1,1,13,0,0
17,170340,1,2,1,10,6,12,7,12,6,1,0,17,1,20,471,20471,30,1998,1GCCS144XW81,1,G,C,C,S,1,4,4,X,W,8,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,1,1,12,6,2,12,0,0,0,1,17,60922,6,1,6,0,3,3,69,200,0,0,0,0,0,0,0,0,0,0,38,0,0,0,1,4,45,1,2,2,1,1,3,11,15,1,1,1,68,1,0
17,170340,2,2,1,10,6,12,7,12,6,1,0,17,1,55,401,55401,14,2007,5NMSH13EX7H0,5,N,M,S,H,1,3,E,X,7,H,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,11,6,2,12,0,0,0,1,17,60922,6,1,0,0,3,0,69,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,45,1,2,2,1,1,3,1,62,1,1,1,69,0,0
17,170341,1,2,2,11,6,4,30,12,6,1,0,17,2,20,16,20016,4,2001,1G1JC5241172,1,G,1,J,C,5,2,4,1,1,7,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,9,6,2,12,0,0,0,1,17,61704,6,1,0,0,3,0,63,140,0,0,0,1,0,6,2010,6,2010,0,47,38,0,0,2,2,65,1,3,2,1,0,0,12,15,1,1,2,98,1,0
17,170341,2,2,1,11,6,4,30,12,6,1,0,37,3,84,881,84881,66,2006,1HSHXAHR66J2,1,H,S,H,X,A,H,R,6,6,J,2,2,1,57,121018,57121018,3,7,1,1,0,0,0,0,0,0,0,58,0,0,0,12,6,2,12,0,0,0,1,29,63130,6,1,6,1,3,1,72,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,65,1,3,2,1,0,0,1,61,1,1,1,98,0,0
17,170342,1,1,1,23,4,22,36,8,0,1,0,17,1,12,402,12402,14,2003,1FMCU02173KB,1,F,M,C,U,0,2,1,7,3,K,B,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,1,6,2,8,0,0,0,1,17,60636,6,1,0,0,3,0,63,120,0,0,0,0,0,0,0,0,0,0,86,38,0,0,1,4,35,1,1,2,2,0,0,1,80,6,1,1,13,0,1
17,170344,1,2,1,14,4,11,40,12,6,1,0,17,1,37,31,37031,4,2007,1HGFA16867L0,1,H,G,F,A,1,6,8,6,7,L,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,9,6,2,12,0,0,0,1,17,60064,6,1,0,0,3,3,67,156,0,0,0,0,0,0,0,0,0,0,38,0,0,0,1,2,40,1,1,2,1,20,3,11,17,1,1,1,82,1,0
17,170344,2,2,4,14,4,11,40,12,6,1,0,17,1,20,422,20422,15,2008,1GNFK16308J1,1,G,N,F,K,1,6,3,0,8,J,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,17,60096,6,1,0,0,3,0,70,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,45,1,1,2,1,0,0,1,66,1,1,1,83,0,0
17,170345,1,2,2,19,5,12,12,12,6,1,0,45,2,47,35,47035,4,2003,YS3FB49SX310,Y,S,3,F,B,4,9,S,X,3,1,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,17,60056,0,0,0,0,0,0,999,999,99,99,99,99,99,99,9999,99,9999,0,38,0,0,0,2,2,40,1,1,2,1,2,3,11,15,1,1,1,68,0,0
17,170345,2,2,2,19,5,12,12,12,6,1,0,17,1,7,442,7442,20,1999,2B4GP44G6XR1,2,B,4,G,P,4,4,G,6,X,R,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,11,6,2,12,0,0,0,1,17,60016,6,1,0,0,3,3,71,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,40,1,1,2,1,2,3,1,62,1,1,1,69,1,0
17,170346,1,1,1,6,5,20,28,8,0,1,0,17,2,7,442,7442,20,2006,1D4GP45R56B6,1,D,4,G,P,4,5,R,5,6,B,6,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,11,6,2,8,0,0,0,1,17,60426,6,1,0,0,3,0,65,175,0,0,0,0,0,0,0,0,0,0,86,38,0,0,1,4,35,1,1,2,1,0,0,1,80,1,1,1,13,0,0
17,170347,1,2,1,8,6,7,36,33,0,1,0,17,1,19,5,19005,2,1997,1G6EL12Y9VU6,1,G,6,E,L,1,2,Y,9,V,U,6,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,17,61745,6,1,0,0,3,0,67,155,0,0,0,1,0,4,2011,4,2011,0,28,0,0,0,2,4,65,1,1,2,1,0,0,1,10,1,1,4,1,1,0
17,170347,2,2,1,8,6,7,36,33,0,1,0,17,1,23,481,23481,31,1994,2GTEC19K9R15,2,G,T,E,C,1,9,K,9,R,1,5,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,17,62521,6,1,0,0,3,0,64,160,0,0,0,0,0,0,0,0,0,0,39,0,0,0,2,4,65,1,1,2,1,0,0,1,62,1,1,1,98,0,0
17,170348,1,2,2,11,6,21,47,12,1,1,0,17,1,20,471,20471,30,1996,1GCCS19W2TK2,1,G,C,C,S,1,9,W,2,T,K,2,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,1,1,17,61938,6,1,0,0,3,3,70,155,0,0,0,0,0,0,0,0,0,4,26,0,0,0,1,2,55,1,1,2,1,0,0,1,51,1,1,1,24,1,1
17,170348,2,2,1,11,6,21,47,12,1,1,0,0,0,98,998,98998,92,9999,RW8300901247,R,W,8,3,0,0,9,0,1,2,4,7,1,1,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,6,2,5,12,0,0,0,1,17,62447,6,1,6,0,3,0,68,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,55,1,1,2,1,0,0,11,53,1,1,1,26,0,0
17,170349,1,1,2,12,6,5,19,42,0,1,0,17,1,20,481,20481,31,2003,2GCEK19N8313,2,G,C,E,K,1,9,N,8,3,1,3,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,1,5,12,6,2,42,99,99,0,1,17,62966,6,1,0,0,3,0,72,156,0,0,0,1,0,2,2013,2,2013,3,0,0,0,0,1,2,45,3,2,2,1,0,0,14,13,1,1,4,1,1,1
17,170350,1,1,1,4,6,3,18,33,0,1,0,17,1,53,705,53705,80,1998,JS1GN79A2W21,J,S,1,G,N,7,9,A,2,W,2,1,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,33,0,0,0,12,6,2,43,0,0,0,1,17,60803,6,1,0,0,3,0,66,145,0,0,0,0,0,0,0,0,0,3,8,36,0,0,1,2,25,1,1,2,1,0,0,1,14,3,2,4,14,1,1
17,170351,1,2,1,4,6,14,34,12,6,1,0,17,1,13,1,13001,4,2004,1LNHM81W84Y6,1,L,N,H,M,8,1,W,8,4,Y,6,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,3,6,2,12,0,0,0,1,17,62917,6,1,0,0,3,3,71,170,0,0,0,0,0,0,0,0,0,0,38,0,0,0,1,2,65,1,1,2,1,20,3,1,17,1,1,1,87,1,0
17,170351,2,2,2,4,6,14,34,12,6,1,0,17,1,63,33,63033,4,2004,KNAFE1216450,K,N,A,F,E,1,2,1,6,4,5,0,0,0,0,000000000,00000000000,0,0,0,1,0,0,0,0,0,0,0,998,0,0,0,12,6,2,12,0,0,0,1,17,62946,6,1,0,0,3,0,62,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,65,1,1,2,1,0,0,1,66,1,1,1,86,0,0
