STATE,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,NHS,ROAD_FNC,ROUTE,TWAY_ID,TWAY_ID2,MILEPT,LATITUDE,LONGITUD,SP_JUR,HARM_EV,MAN_COLL,RELJCT1,RELJCT2,TYP_INT,REL_ROAD,WRK_ZONE,LGT_COND,WEATHER1,WEATHER2,WEATHER,SCH_BUS,RAIL,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,CF1,CF2,CF3,FATALS,DRUNK_DR
1,10001,1,1,0,0,0,1,1,5,1050,4,1,2011,3,16,51,1,2,2,US-SR 1,,700,31.93380833,-85.137519440,0,34,0,0,1,1,4,0,5,1,0,1,0,0000000,99,99,17,2,99,99,0,0,0,1,1
1,10002,1,1,0,0,0,1,1,73,1750,4,1,2011,3,23,40,0,16,6,7840,,0,33.54500833,-86.652594440,0,35,0,0,1,1,4,0,3,1,0,1,0,0000000,23,46,23,50,88,88,0,0,0,1,0
1,10003,2,2,0,0,0,5,5,97,2100,5,1,2011,4,9,14,0,15,6,5884,,0,30.70789444,-88.173416670,0,12,2,0,1,1,1,0,1,2,0,2,0,0000000,99,99,9,16,99,99,0,0,0,2,1
1,10005,1,1,0,0,0,1,1,15,100,8,1,2011,7,15,35,0,14,6,5602,,0,33.67650278,-85.841266670,0,34,0,0,1,1,4,0,1,1,0,1,0,0000000,99,99,15,40,88,88,0,0,0,1,0
1,10006,1,1,0,0,0,2,2,71,2850,8,1,2011,7,6,16,1,2,2,US-SR 2,,1505,34.78365556,-85.886627780,0,34,0,0,1,1,4,0,3,1,0,1,0,0000000,99,99,6,16,99,99,0,0,0,1,0
1,10007,2,2,0,0,0,3,3,101,2130,11,1,2011,3,18,50,1,12,2,US-SR 6,4370,0,32.32708889,-86.241230560,0,30,0,1,2,2,4,0,3,1,0,1,0,0000000,99,99,19,1,88,88,0,0,0,1,0
1,10008,1,1,0,0,0,2,2,9,2330,13,1,2011,5,4,40,0,5,2,US-SR 53,,2561,33.96973611,-86.492958330,0,42,0,0,1,1,4,0,3,1,0,1,0,0000000,99,99,5,8,99,99,0,0,0,2,0
1,10009,1,1,0,2,2,2,2,97,2100,14,1,2011,6,14,45,0,12,6,6791,9022,0,30.69777500,-88.106225000,0,8,0,0,3,2,4,0,1,1,0,1,0,0000000,99,99,14,49,99,99,0,0,0,1,0
1,10010,1,1,0,0,0,1,1,71,2850,15,1,2011,7,2,55,0,5,3,SR-117,,400,34.88033889,-85.859366670,0,42,0,0,1,1,4,0,3,1,0,1,0,0000000,99,99,2,12,88,88,0,0,0,1,1
1,10011,2,2,0,0,0,2,2,127,0,1,1,2011,7,6,20,1,2,2,US-SR 4,,762,33.69312778,-87.122450000,0,12,1,0,1,1,1,0,3,2,0,2,0,0000000,99,99,6,15,99,99,0,0,0,1,0
1,10012,1,1,0,1,1,2,2,83,170,1,1,2011,7,18,50,0,15,6,1179,563,0,34.79766389,-86.983277780,0,8,0,0,2,2,1,0,3,1,0,1,0,0000000,99,99,18,57,88,88,0,0,0,1,0
1,10013,1,1,0,0,0,1,1,89,2368,2,1,2011,1,16,0,0,16,6,1194,,0,34.58037778,-86.437113890,0,42,0,0,1,1,4,0,1,1,0,1,0,0000000,99,99,16,10,88,88,0,0,0,1,0
1,10014,1,1,0,1,1,1,1,79,0,2,1,2011,1,0,10,0,4,4,1460,,0,34.52971667,-87.198444440,0,8,0,0,1,1,1,0,3,1,0,1,0,0000000,99,99,0,20,99,99,0,0,0,1,0
1,10015,1,1,0,0,0,1,1,7,0,3,1,2011,2,7,10,0,4,4,1041,,0,33.09127222,-87.051747220,0,42,0,0,1,1,4,0,1,1,0,1,0,0000000,99,99,7,34,99,99,0,0,0,1,0
1,10016,2,2,0,0,0,3,3,89,1730,3,1,2011,2,10,35,0,14,3,SR-20,8161,862,34.69465278,-86.707119440,0,12,6,0,2,3,1,0,1,1,0,1,0,0000000,99,99,10,41,99,99,0,0,0,1,0
1,10017,1,1,0,1,1,1,1,45,2380,4,1,2011,3,17,11,0,2,2,US-SR 53,,425,31.43933611,-85.643066670,0,8,0,0,1,1,1,0,3,1,0,1,0,0000000,99,99,17,20,88,88,0,0,0,1,0
1,10018,1,1,0,0,0,2,2,115,0,7,1,2011,6,3,13,1,1,1,I-59,,1585,33.77892500,-86.421847220,0,34,0,0,1,1,3,0,3,1,0,1,0,0000000,99,99,3,40,99,99,0,0,0,1,1
1,10019,1,1,0,0,0,1,1,77,0,9,1,2011,1,6,30,0,5,4,1154,,0,34.95936667,-87.732461110,0,34,0,0,1,1,4,0,3,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,0
1,10020,1,1,0,0,0,1,1,85,0,9,1,2011,1,20,0,0,5,4,1127,,0,32.17369722,-86.499013890,0,42,0,0,1,1,4,0,3,3,0,3,0,0000000,88,88,88,88,88,88,0,0,0,1,0
1,10021,1,1,0,0,0,2,2,127,0,11,1,2011,3,13,35,0,3,3,SR-118,,379,33.92328611,-87.622141670,0,34,0,0,1,1,4,0,1,2,0,2,0,0000000,99,99,14,16,88,88,0,0,0,1,0
1,10022,2,2,0,0,0,3,3,113,0,13,1,2011,5,15,31,0,15,3,SR-165,,230,32.29405556,-85.007416670,0,12,1,0,1,1,1,0,1,1,0,1,0,0000000,99,99,15,36,99,99,0,0,0,1,0
1,10023,1,1,0,0,0,1,1,65,0,13,1,2011,5,21,20,0,4,4,1034,,0,32.56312222,-87.605522220,0,1,0,0,1,1,1,0,3,1,0,1,0,0000000,99,99,22,7,88,88,0,0,0,1,1
1,10024,1,1,0,0,0,1,1,129,0,14,1,2011,6,11,45,0,4,4,1168,,0,31.60381389,-88.140125000,0,42,0,0,1,1,4,0,1,1,0,1,0,0000000,99,99,12,5,99,99,0,0,0,1,0
1,10025,1,1,0,0,0,1,1,123,0,14,1,2011,6,8,47,0,3,3,SR-49,,195,32.69619444,-85.787677780,0,1,0,0,1,1,4,0,1,1,0,1,0,0000000,99,99,8,58,88,88,0,0,0,1,0
1,10026,1,1,0,0,0,1,1,55,0,15,1,2011,7,13,40,0,15,4,1302,,0,33.97150000,-85.764802780,0,42,0,0,1,1,4,0,1,10,0,10,0,0000000,99,99,13,50,99,99,0,0,0,1,1
1,10027,2,2,0,0,0,3,3,101,2130,15,1,2011,7,8,35,1,11,1,I-65,,1723,32.38362222,-86.322241670,0,12,7,0,1,1,1,0,1,1,0,1,0,0000000,99,99,8,40,99,99,0,0,0,1,0
1,10028,2,2,0,0,0,5,5,77,0,15,1,2011,7,15,0,1,2,2,US-SR 2,,510,34.84573333,-87.379030560,0,12,1,0,1,1,1,0,1,1,0,1,0,0000000,99,99,15,7,99,99,0,0,0,1,1
1,10029,2,2,0,0,0,5,5,97,0,15,1,2011,7,18,30,0,14,4,1373,12789,0,30.58892500,-88.204877780,0,12,2,0,3,3,1,0,3,1,0,1,0,0000000,99,99,18,26,99,99,0,0,0,1,0
1,10030,2,2,0,0,0,7,7,97,0,15,1,2011,7,17,50,0,15,2,US-SR 17,,187,30.92023889,-88.199497220,0,12,8,0,1,1,1,0,3,1,0,1,0,0000000,99,99,18,10,99,99,0,0,0,2,0
1,10031,1,1,0,0,0,1,1,97,0,16,1,2011,1,7,10,0,5,4,1672,,0,30.96880556,-88.136336110,0,1,0,0,1,1,4,0,1,1,0,1,0,0000000,99,99,7,39,99,99,0,0,0,1,0
1,10032,1,1,0,0,0,1,1,103,0,16,1,2011,1,22,56,0,6,4,1527,,0,34.55935833,-86.607327780,0,42,0,0,1,1,4,0,3,1,0,1,0,0000000,99,99,23,10,88,88,20,0,0,1,0
1,10033,1,1,0,0,0,1,1,15,0,17,1,2011,2,22,25,0,6,4,1303,,0,33.88610000,-85.738088890,0,42,0,0,1,1,4,0,3,1,0,1,0,0000000,99,99,22,40,88,88,0,0,0,1,0
1,10034,1,1,0,0,0,1,1,51,0,18,1,2011,3,16,55,0,3,4,1209,,0,32.65684722,-86.164397220,0,32,0,0,1,1,4,0,3,1,0,1,0,0000000,99,99,17,15,88,88,0,0,0,1,1
1,10035,3,3,0,0,0,6,6,81,2340,21,1,2011,6,16,57,1,11,1,I-85,,658,32.69008056,-85.319147220,0,12,2,0,1,1,1,0,5,1,0,1,0,0000000,99,99,17,6,99,99,0,0,0,3,0
1,10036,2,2,0,0,0,2,2,125,0,21,1,2011,6,11,20,0,5,4,1015,,0,33.33995833,-87.322897220,0,12,8,0,1,1,1,0,1,1,0,1,0,0000000,99,99,11,40,99,99,0,0,0,1,0
1,10037,1,1,0,0,0,1,1,61,0,21,1,2011,6,22,0,0,3,3,SR-153,,5,30.99847778,-86.132308330,0,34,0,0,1,1,4,0,3,1,0,1,0,0000000,99,99,22,26,88,88,0,0,0,1,1
1,10038,2,2,0,0,0,3,3,1,2540,22,1,2011,7,0,36,1,12,3,SR-14,,0,32.48224444,-86.430033330,0,12,6,0,1,1,1,0,3,1,0,1,0,0000000,99,99,0,42,99,99,0,0,0,1,1
1,10039,1,1,0,0,0,2,2,61,0,26,1,2011,4,8,32,0,4,4,1338,,0,31.06396389,-85.522008330,0,32,0,0,1,1,4,0,1,1,0,1,0,0000000,99,99,8,37,99,99,0,0,0,1,0
1,10040,3,3,0,0,0,4,4,43,0,26,1,2011,4,22,20,0,2,3,SR-67,9998,88,34.28533889,-86.586308330,0,12,6,0,2,2,1,0,3,1,0,1,0,0000000,99,99,22,38,99,99,0,0,0,1,0
1,10041,1,1,0,1,1,1,1,71,2720,28,1,2011,6,3,40,1,2,3,SR-35,,490,34.65951389,-86.007286110,0,8,0,0,1,1,1,0,3,1,0,1,0,0000000,99,99,3,43,88,88,0,0,0,1,1
1,10042,2,2,0,0,0,4,4,59,0,28,1,2011,6,21,35,1,2,2,US-SR 13,,2877,34.40106667,-87.752630560,0,12,6,0,8,1,1,0,3,1,0,1,0,0000000,21,43,22,13,23,13,0,0,0,1,1
1,10043,1,1,0,1,1,1,1,89,1730,30,1,2011,1,17,31,0,15,6,1028,3867,0,34.77855556,-86.616594440,0,8,0,0,2,2,1,0,1,1,0,1,0,0000000,99,99,17,36,88,88,0,0,0,1,0
1,10044,2,2,0,0,0,2,2,47,2760,1,2,2011,3,7,43,1,2,2,US-SR 8,,0,32.43302500,-87.049158330,0,12,2,0,1,1,1,0,1,1,0,1,0,0000000,7,47,7,49,8,14,0,0,0,1,0
1,10045,3,3,0,1,1,3,3,97,2100,2,2,2011,4,19,28,1,12,6,1346,,0,30.67595556,-88.177911110,0,8,0,0,1,1,1,0,3,10,0,10,0,0000000,19,31,19,33,88,88,0,0,0,1,2
1,10046,1,1,0,0,0,3,3,73,1716,3,2,2011,5,23,10,1,11,1,I-459,,90,33.34139167,-86.900652780,0,59,0,0,1,1,4,0,3,2,0,2,0,0000000,23,12,23,24,99,99,0,0,0,1,1
1,10047,1,1,0,1,1,1,1,95,0,1,2,2011,3,11,46,0,3,3,SR-69,,2730,34.36302778,-86.421686110,0,8,0,0,1,1,1,0,1,2,0,2,0,0000000,99,99,11,52,88,88,0,0,0,1,0
1,10048,1,1,0,0,0,1,1,41,0,5,2,2011,7,0,33,0,4,4,1185,,0,31.91059722,-86.240691670,0,35,0,0,1,1,4,0,3,2,0,2,0,0000000,0,40,1,3,1,22,20,0,0,1,1
1,10049,1,1,0,0,0,1,1,73,350,18,1,2011,3,0,47,1,11,1,I-65,,2575,33.48348333,-86.826280560,0,30,0,0,1,1,4,0,3,1,0,1,0,0000000,99,99,0,57,88,88,0,0,0,1,0
1,10050,1,1,0,0,0,1,1,73,350,19,1,2011,4,17,45,0,16,6,4665,11326,0,33.48848611,-86.815991670,0,19,0,0,1,1,4,0,3,1,0,1,0,0000000,99,99,17,51,99,99,0,0,0,1,0
1,10051,2,2,0,1,1,1,1,73,350,10,2,2011,5,13,39,0,14,6,3555,,0,33.50008333,-86.852375000,0,12,1,0,1,1,1,0,1,1,0,1,0,0000000,99,99,13,46,99,99,0,0,0,1,0
1,10052,3,3,0,0,0,3,3,117,0,2,2,2011,4,17,15,0,14,4,1144,,0,33.32151667,-86.617758330,0,12,2,0,1,1,1,0,3,1,0,1,0,0000000,17,34,17,55,18,19,0,0,0,1,0
1,10053,1,1,0,0,0,1,1,131,0,3,2,2011,5,19,40,0,3,3,SR-10,,859,31.95354722,-87.186566670,0,42,0,0,1,1,4,0,3,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,1
1,10054,2,2,0,0,0,5,5,115,0,3,2,2011,5,14,55,1,2,2,US-SR 53,,310,33.75290833,-86.275636110,0,12,6,0,1,1,1,0,1,3,0,3,0,0000000,16,7,16,7,17,10,0,0,0,2,0
1,10055,1,1,0,0,0,1,1,73,0,3,2,2011,5,19,0,1,11,1,I-65,,2790,33.77142500,-86.828738890,0,24,0,0,1,1,3,0,3,3,0,3,0,0000000,99,99,19,5,88,88,0,0,0,1,0
1,10056,2,2,0,0,0,3,3,77,0,4,2,2011,6,9,40,0,4,4,1002,,0,34.81912222,-87.750119440,0,12,6,0,1,1,1,0,1,3,0,3,0,0000000,99,99,10,55,99,99,0,0,0,2,1
1,10057,1,1,0,0,0,4,4,119,0,4,2,2011,6,2,15,1,1,1,I-20,,38,32.48189167,-88.352727780,0,42,0,0,1,1,4,0,3,3,0,3,0,0000000,2,37,2,52,3,24,0,0,0,1,0
1,10058,1,1,0,0,0,3,3,79,0,5,2,2011,7,2,40,0,6,4,1180,,0,34.43050556,-87.228494440,0,1,0,0,1,1,4,0,3,2,0,2,0,0000000,99,99,3,24,88,88,0,0,0,1,1
1,10059,2,2,0,0,0,4,4,37,0,6,2,2011,1,15,25,0,3,3,SR-9,,1601,33.03529167,-86.054686110,0,12,2,0,1,1,1,0,1,1,0,1,0,0000000,15,42,16,8,18,9,0,0,0,1,0
1,10060,2,2,0,0,0,4,4,3,860,6,2,2011,1,4,36,0,2,2,US-SR 42,98,398,30.60391389,-87.898300000,0,12,6,0,2,2,1,0,3,1,0,1,0,0000000,4,42,4,47,5,14,0,0,0,1,0
1,10061,1,1,0,0,0,1,1,85,0,7,2,2011,2,2,45,0,4,4,1131,,0,32.14350556,-86.607016670,0,42,0,0,1,1,4,0,3,1,0,1,0,0000000,2,52,3,6,88,88,0,0,0,1,1
1,10062,3,3,0,0,0,3,3,5,0,8,2,2011,3,6,10,0,4,3,SR-131,,210,31.79581667,-85.255966670,0,12,2,0,1,1,1,0,4,1,0,1,0,0000000,6,18,6,38,88,88,0,0,0,2,0
1,10063,1,1,0,0,0,1,1,97,0,10,2,2011,5,19,12,0,14,3,SR-193,,100,30.39183056,-88.109450000,0,42,0,0,1,1,4,0,3,1,0,1,0,0000000,19,12,19,33,88,88,0,0,0,1,1
1,10064,2,2,0,0,0,2,2,3,0,10,2,2011,5,17,30,0,6,4,1748,,0,30.83516389,-87.882300000,0,12,1,0,8,1,1,0,5,1,0,1,0,0000000,18,49,19,14,19,56,0,0,0,1,0
1,10065,3,3,0,0,0,6,6,115,0,10,2,2011,5,6,50,0,4,3,SR-174,,140,33.63916944,-86.374169440,0,12,2,0,1,1,1,0,4,4,0,4,0,0000000,7,29,7,29,8,0,0,0,0,1,0
1,10066,1,1,0,0,0,1,1,83,0,11,2,2011,6,1,0,0,12,3,SR-53,,3378,34.95525556,-86.789772220,0,42,0,0,1,1,4,0,3,1,0,1,0,0000000,99,99,1,30,88,88,0,0,0,1,1
1,10067,1,1,0,0,0,3,3,67,0,11,2,2011,6,14,50,0,6,4,1127,,0,31.52232500,-85.267616670,0,42,0,0,1,1,4,0,1,1,0,1,0,0000000,14,47,14,59,15,34,0,0,0,1,0
1,10068,1,1,0,0,0,1,1,71,0,11,2,2011,6,21,10,0,6,4,1431,,0,34.89818889,-85.777247220,0,42,0,0,1,1,4,0,3,1,0,1,0,0000000,99,99,19,35,88,88,0,0,0,1,1
1,10069,1,1,0,0,0,2,2,71,0,11,2,2011,6,9,25,0,3,3,SR-117,,288,34.81335278,-85.731113890,0,53,0,0,1,1,4,0,1,1,0,1,0,0000000,9,33,10,0,10,28,0,0,0,1,0
1,10070,1,1,0,0,0,1,1,81,0,11,2,2011,6,19,51,0,4,4,1270,,0,32.71113333,-85.178427780,0,32,0,0,1,1,4,0,3,1,0,1,0,0000000,99,99,20,5,88,88,0,0,0,1,1
1,10071,2,2,0,0,0,4,4,89,0,11,2,2011,6,18,53,0,15,4,1296,,0,34.78685000,-86.518600000,0,12,2,0,1,1,1,0,3,1,0,1,0,0000000,18,55,19,10,19,36,0,0,0,1,0
1,10072,1,1,0,0,0,2,2,119,0,12,2,2011,7,3,10,0,4,2,US-SR 7,,229,32.65822778,-88.166088890,0,42,0,0,1,1,4,0,3,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,2,1
1,10073,2,2,0,0,0,3,3,57,0,13,2,2011,1,19,50,1,2,3,SR-13,,2273,33.63981944,-87.657422220,0,12,2,0,1,1,1,0,3,1,0,1,0,0000000,20,0,20,23,99,99,0,0,0,2,0
1,10074,3,2,1,0,1,4,5,35,0,14,2,2011,2,7,35,0,4,4,1187,,0,31.40135833,-86.878338890,0,12,1,0,1,1,1,1,1,1,0,1,0,0000000,7,41,7,58,9,9,0,0,0,1,0
1,10075,1,1,0,0,0,1,1,133,0,15,2,2011,3,12,10,1,2,3,SR-13,,2624,34.11912500,-87.607125000,0,1,0,0,1,1,4,0,1,1,0,1,0,0000000,12,20,12,33,88,88,0,0,0,1,1
1,10076,1,1,0,0,0,3,3,89,1730,19,2,2011,7,0,39,0,12,3,SR-53,,0,34.75103611,-86.635672220,0,1,0,0,1,1,1,0,3,1,0,1,0,0000000,0,45,0,51,1,4,0,0,0,1,0
1,10077,2,2,0,0,0,3,3,101,2130,3,2,2011,5,11,8,1,12,2,US-SR 8,,0,32.36841667,-86.210683330,0,12,6,0,8,1,1,0,1,1,0,1,0,0000000,99,99,11,12,11,34,0,0,0,1,0
1,10078,1,1,0,1,1,6,6,95,50,6,2,2011,1,17,40,1,2,2,US-SR 1,,0,34.24138056,-86.170680560,0,8,0,0,1,1,1,0,5,1,0,1,0,0000000,17,44,17,48,88,88,0,0,0,1,0
1,10079,1,1,0,0,0,3,3,97,2100,15,2,2011,3,5,20,1,11,1,I-65,,50,30.69791944,-88.124255560,0,25,0,0,1,1,4,0,3,10,0,10,0,0000000,5,22,5,31,99,99,0,0,0,1,1
1,10080,1,1,0,0,0,1,1,73,3125,19,2,2011,7,6,0,0,14,4,1147,,0,33.48513056,-86.711075000,0,32,0,0,1,1,4,0,3,1,0,1,0,0000000,99,99,5,29,88,88,0,0,0,1,0
1,10081,1,1,0,0,0,1,1,125,718,9,1,2011,1,17,38,0,14,2,US-SR 7,,921,33.17419722,-87.365319440,0,35,0,0,1,1,4,0,3,3,0,3,0,0000000,99,99,17,45,88,88,0,0,0,1,0
1,10082,4,4,0,0,0,8,8,97,0,29,1,2011,7,18,35,0,4,4,1352,,0,30.71417778,-88.317247220,0,12,7,0,8,1,1,0,3,1,0,1,0,0000000,18,40,18,54,19,29,0,0,0,1,0
1,10083,3,3,0,0,0,4,4,73,20,14,2,2011,2,12,14,1,12,2,US-SR 5,,1400,33.57603056,-86.911447220,0,12,1,0,1,1,1,0,1,1,0,1,0,0000000,12,18,12,23,12,53,0,0,0,1,0
1,10084,3,3,0,0,0,3,3,55,2719,23,2,2011,4,7,34,0,5,6,1211,78,0,34.18148333,-86.100986110,0,12,1,0,2,3,1,0,1,1,0,1,0,0000000,99,99,7,43,88,88,0,0,0,1,0
1,10085,1,1,0,0,0,1,1,123,2226,26,2,2011,7,17,0,0,6,6,1545,,0,33.04304444,-85.779188890,0,58,0,0,1,1,4,0,1,1,0,1,0,0000000,17,9,17,40,17,55,0,0,0,1,0
1,10086,2,2,0,0,0,2,2,113,0,10,2,2011,5,16,5,0,4,4,1047,7249,0,32.23244167,-85.120161110,0,12,6,0,2,2,1,0,1,1,0,1,0,0000000,99,99,16,20,88,88,0,0,0,1,0
1,10087,2,2,0,0,0,6,6,53,0,18,2,2011,6,22,0,0,3,3,SR-21,8168,43,31.04879722,-87.492908330,0,12,6,0,2,2,1,0,3,1,0,1,0,0000000,23,1,23,1,23,23,0,0,0,2,1
1,10088,2,2,0,0,0,2,2,77,0,18,2,2011,6,12,0,0,3,3,SR-207,,58,34.87440000,-87.282708330,0,12,2,0,1,1,1,0,1,10,0,10,0,0000000,99,99,12,18,88,88,0,0,0,1,0
1,10089,2,2,0,0,0,3,3,33,0,18,2,2011,6,15,0,1,12,3,SR-20,7530,295,34.70008611,-87.640633330,0,12,6,1,2,2,1,0,1,10,0,10,0,0000000,99,99,15,10,99,99,0,0,0,1,0
1,10090,1,1,0,0,0,3,3,3,0,19,2,2011,7,17,30,1,1,1,I-10,,573,30.60161667,-87.554994440,0,1,0,0,1,1,1,0,5,1,0,1,0,0000000,18,0,18,30,18,45,0,0,0,1,1
1,10091,1,1,0,1,1,1,1,47,0,21,2,2011,2,0,20,0,5,2,US-SR 8,,878,32.37070000,-87.005711110,0,8,0,0,1,1,1,0,3,1,0,1,0,0000000,99,99,0,50,88,88,0,0,0,1,0
1,10092,1,1,0,0,0,1,1,121,0,21,2,2011,2,15,30,1,2,2,US-SR 38,,472,33.10548056,-86.228150000,0,1,0,0,1,1,3,0,1,1,0,1,0,0000000,99,99,15,46,99,99,0,0,0,1,0
1,10093,1,1,0,0,0,1,1,25,0,22,2,2011,3,18,20,0,4,4,7648,,0,31.97637500,-87.920269440,0,42,0,0,1,1,4,0,3,1,0,1,0,0000000,99,99,18,40,88,88,0,0,0,1,1
1,10094,1,1,0,0,0,3,3,35,0,22,2,2011,3,10,15,1,1,1,I-65,,1002,31.49696111,-86.931755560,0,1,0,0,1,1,4,0,1,1,0,1,0,0000000,10,23,10,31,10,52,0,0,0,1,0
1,10095,3,3,0,0,0,6,6,125,0,22,2,2011,3,11,38,0,14,2,US-SR 7,,991,33.17345278,-87.250683330,0,12,1,0,1,1,1,0,1,1,0,1,0,0000000,99,99,11,55,99,99,0,0,0,2,0
1,10096,1,1,0,1,1,1,1,95,0,22,2,2011,3,21,5,0,5,4,1378,,0,34.23138611,-86.120769440,0,9,0,0,1,1,1,0,3,1,0,1,0,0000000,88,88,88,88,88,88,0,0,0,1,1
1,10097,1,1,0,1,1,1,1,85,0,24,2,2011,5,5,30,0,6,4,1044,,0,32.18163333,-86.800666670,0,8,0,0,1,1,2,0,3,10,0,10,0,0000000,5,42,5,42,88,88,0,0,0,1,0
1,10098,3,3,0,0,0,6,6,43,0,26,2,2011,7,14,35,1,2,3,SR-74,,765,34.17240000,-86.890288890,0,12,2,0,1,1,1,0,1,1,0,1,0,0000000,14,50,15,2,15,46,0,0,0,2,0
1,10099,1,1,0,0,0,1,1,13,0,27,2,2011,1,21,0,0,5,4,1213,,0,31.95212500,-86.853961110,0,11,0,0,1,1,1,0,3,1,0,1,0,0000000,99,99,23,30,88,88,0,0,0,1,1
1,10100,2,2,0,0,0,2,2,73,330,14,2,2011,2,15,49,0,12,3,SR-150,1287,0,33.39252778,-86.949916670,0,12,6,0,2,2,1,0,1,1,0,1,0,0000000,99,99,15,53,99,99,0,0,0,1,0
1,10101,1,1,0,1,1,2,2,95,1500,4,3,2011,6,18,24,1,2,2,US-SR 1,,2920,34.30586667,-86.289638890,0,8,0,0,1,1,1,0,3,1,0,1,0,0000000,18,22,18,26,18,52,0,0,0,1,0
1,10102,1,1,0,0,0,1,1,97,0,2,3,2011,4,17,55,0,15,4,1172,,0,30.49486111,-88.189905560,0,35,0,0,1,1,4,0,3,1,0,1,0,0000000,18,10,18,24,18,46,0,0,0,1,1
1,10103,3,3,0,0,0,3,3,3,0,3,3,2011,5,21,40,1,1,1,I-10,,298,30.68689722,-88.006508330,0,25,0,0,1,1,3,0,3,1,0,1,0,0000000,21,46,22,4,22,16,0,0,0,1,0
1,10104,2,2,0,0,0,4,4,33,0,3,3,2011,5,17,50,1,12,3,SR-133,,4,34.70374722,-87.634700000,0,12,2,0,1,1,1,0,5,10,0,10,0,0000000,99,99,17,58,99,99,0,0,0,1,0
1,10105,2,2,0,0,0,3,3,101,0,5,3,2011,7,2,48,1,12,2,US-SR 9,,1130,32.43458056,-86.219180560,0,12,6,0,8,1,1,0,3,2,0,2,0,0000000,99,99,2,56,3,25,0,0,0,1,1
1,10106,1,1,0,0,0,1,1,119,0,5,3,2011,7,13,45,0,4,4,1088,,0,32.54470556,-88.198833330,0,42,0,0,1,1,4,0,1,2,0,2,0,0000000,88,88,88,88,88,88,0,0,0,1,0
1,10107,1,1,0,0,0,1,1,83,0,6,3,2011,1,21,50,0,4,4,1227,,0,34.97045278,-87.137611110,0,1,0,0,1,1,1,0,3,1,0,1,0,0000000,21,58,22,16,22,54,0,0,0,1,1
1,10108,3,3,0,0,0,7,7,97,0,5,3,2011,7,10,35,1,11,1,I-10,,143,30.57422500,-88.182225000,0,12,6,0,1,1,1,0,1,10,0,10,0,0000000,10,41,11,1,11,12,0,0,0,1,0
1,10109,2,2,0,0,0,3,3,109,0,7,3,2011,2,17,10,0,3,2,US-SR 87,,1764,31.74426389,-85.861844440,0,12,2,0,1,1,1,0,5,1,0,1,0,0000000,17,12,17,21,17,45,0,0,0,3,0
1,10110,2,2,0,0,0,4,4,129,0,8,3,2011,3,11,14,0,6,4,1103,,0,31.37796944,-88.204636110,0,12,2,0,1,1,1,0,1,1,0,1,0,0000000,11,27,11,52,12,28,0,0,0,2,0
1,10111,2,2,0,0,0,3,3,111,0,11,3,2011,6,18,42,0,3,3,SR-48,7623,178,33.30796111,-85.449502780,0,12,2,0,2,3,1,0,3,1,0,1,0,0000000,18,42,18,47,19,17,0,0,0,1,0
1,10112,1,1,0,0,0,1,1,81,0,14,3,2011,2,16,15,0,5,4,1011,,0,32.46717222,-85.402747220,0,1,0,0,1,1,1,0,1,1,0,1,0,0000000,99,99,16,25,99,99,0,0,0,1,0
1,10113,2,2,0,0,0,4,4,97,0,13,3,2011,1,20,55,1,12,2,US-SR 17,,111,30.82233889,-88.165241670,0,12,6,0,1,1,1,0,3,1,0,1,0,0000000,20,58,21,2,21,32,0,0,0,1,1
1,10114,4,4,0,0,0,5,5,97,0,14,3,2011,2,15,35,0,14,4,2569,,0,30.63570556,-88.249461110,0,12,1,0,1,1,1,0,1,1,0,1,0,0000000,15,38,15,47,16,9,0,0,0,1,0
1,10115,2,2,0,0,0,2,2,93,0,17,3,2011,5,7,45,0,4,3,SR-241,,81,34.24094167,-87.726066670,0,12,2,0,1,1,1,0,1,1,0,1,0,0000000,7,49,8,7,8,43,0,0,0,1,0
1,10116,1,1,0,0,0,1,1,77,0,17,3,2011,5,20,0,0,16,4,5783,,0,34.89170278,-87.694458330,0,1,0,0,8,1,4,0,3,1,0,1,0,0000000,99,99,20,15,99,99,0,0,0,1,1
1,10117,2,2,0,0,0,2,2,125,3050,9,2,2011,4,8,44,0,12,3,SR-69,,0,33.15918056,-87.548886110,0,12,7,0,1,1,1,0,1,1,0,1,0,0000000,8,44,8,47,99,99,0,0,0,1,0
1,10118,2,2,0,0,0,3,3,97,2550,23,2,2011,4,20,26,0,99,6,7456,,0,30.73994444,-88.083388890,0,12,2,0,1,1,1,0,3,10,0,10,0,0000000,19,24,19,52,20,26,0,0,0,1,1
1,10119,2,2,0,0,0,2,2,97,0,25,2,2011,6,22,16,0,16,4,5101,,0,30.58345278,-88.207027780,0,12,6,0,8,1,1,0,3,1,0,1,0,0000000,22,14,22,21,88,88,20,0,0,1,0
