STATE,ST_CASE,VE_TOTAL,VE_FORMS,PVH_INVL,PEDS,PERNOTMVIT,PERMVIT,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,DAY_WEEK,HOUR,MINUTE,NHS,ROAD_FNC,ROUTE,TWAY_ID,TWAY_ID2,MILEPT,LATITUDE,LONGITUD,SP_JUR,HARM_EV,MAN_COLL,RELJCT1,RELJCT2,TYP_INT,REL_ROAD,WRK_ZONE,LGT_COND,WEATHER1,WEATHER2,WEATHER,SCH_BUS,RAIL,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,CF1,CF2,CF3,FATALS,DRUNK_DR
26,260040,1,1,0,0,0,1,1,163,1260,28,1,2011,6,1,35,1,12,3,SR-10,,36,42.40503889,-83.158941670,0,25,0,1,18,1,3,0,3,10,0,10,0,0000000,1,35,1,43,99,99,0,0,0,1,1
26,260041,2,2,0,0,0,3,3,149,0,28,1,2011,6,17,0,1,2,2,US-12,SHIMMEL,133,41.79377222,-85.505961110,0,12,6,0,2,2,1,0,1,10,0,10,0,0000000,17,4,17,10,88,88,0,0,0,1,0
26,260042,2,2,0,0,0,3,3,99,4330,29,1,2011,7,2,25,1,11,1,I-94,,54,42.52378333,-82.913516670,0,25,0,0,1,1,3,0,2,4,0,4,0,0000000,99,99,99,99,88,88,0,0,0,1,1
26,260043,2,2,0,0,0,2,2,75,3617,28,1,2011,6,9,52,0,5,4,SHARON VALLEY RD,NORVELL LAKE RD,15,42.16111111,-84.199861110,0,12,6,0,3,3,1,0,1,4,0,4,0,0000000,9,57,10,12,88,88,0,0,0,1,0
26,260044,2,2,0,0,0,2,2,101,0,29,1,2011,7,12,0,0,6,4,PUUSTINEN RD,CREAMERY RD,22,44.37610556,-85.980563890,0,12,6,0,2,2,1,0,1,10,0,10,0,0000000,12,0,12,9,99,99,0,0,0,1,0
26,260045,1,1,0,0,0,5,5,65,0,30,1,2011,1,2,11,0,14,4,HAGADORN,,195,42.70609167,-84.462033330,0,42,0,0,1,1,5,0,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,3,1
26,260046,2,2,0,0,0,2,2,55,0,31,1,2011,2,19,40,0,3,4,BEITNER RD,,92,44.67196111,-85.636641670,0,12,6,0,1,1,1,0,2,4,0,4,0,0000000,19,40,19,50,99,99,0,0,0,1,0
26,260047,2,2,0,0,0,3,3,33,0,21,1,2011,6,10,27,0,14,4,MACKINAC TRL,,136,46.44858056,-84.376538890,0,12,6,0,1,1,1,0,1,1,0,1,0,0000000,10,31,10,36,99,99,0,0,0,1,0
26,260048,2,2,0,0,0,3,3,65,1430,27,1,2011,5,15,1,1,13,3,SR-43,OLD HICKORY LN,66,42.74688889,-84.475900000,0,12,6,0,2,2,1,0,1,4,0,4,0,0000000,15,1,15,5,99,99,0,0,0,1,0
26,260049,2,2,0,0,0,2,2,115,0,7,1,2011,6,19,0,0,13,2,US-24,MEADOWBROOK DR,140,41.90798889,-83.423722220,0,12,6,0,2,2,1,0,2,4,0,4,0,0000000,19,6,19,15,99,99,0,0,0,1,0
26,260050,2,2,0,0,0,2,2,55,5,27,1,2011,5,8,30,1,2,3,SR-72,,26,44.77268056,-85.448655560,0,12,6,0,1,1,1,0,1,4,0,4,0,0000000,8,30,8,40,99,99,0,0,0,1,0
26,260051,1,1,0,0,0,1,1,81,691,1,2,2011,3,15,17,1,12,3,SR-6,,9,42.84806944,-85.764244440,0,1,0,0,1,1,4,0,1,4,0,4,0,0000000,15,17,15,22,88,88,0,0,0,1,0
26,260052,1,1,0,0,0,2,2,99,4330,1,2,2011,3,3,4,0,13,3,SR-97,,41,42.50041389,-82.964280560,0,30,0,0,1,1,4,0,3,4,0,4,0,0000000,3,10,3,15,99,99,0,0,0,1,1
26,260053,2,2,0,0,0,3,3,115,0,3,2,2011,5,5,36,1,2,2,US-223,,21,41.79653889,-83.725980560,0,12,6,0,1,1,1,0,4,4,0,4,0,0000000,5,42,6,2,99,99,0,0,0,3,0
26,260054,1,1,0,0,0,1,1,93,0,5,2,2011,7,7,10,1,11,1,I--96,,205,42.54853611,-83.790208330,0,24,0,1,19,1,4,0,4,10,0,10,0,0000000,7,11,7,22,88,88,0,0,0,1,0
26,260055,2,2,0,0,0,3,3,55,0,6,2,2011,1,22,30,0,3,4,HAMMOND RD,,44,44.71483611,-85.526525000,0,12,2,0,1,1,1,0,2,4,0,4,0,0000000,22,38,22,44,99,99,0,0,0,1,0
26,260056,1,1,0,0,0,2,2,33,0,6,2,2011,1,7,35,1,11,1,I-75,,233,46.45382500,-84.383583330,0,1,0,0,1,1,5,0,4,10,0,10,0,0000000,7,38,7,45,99,99,0,0,0,1,0
26,260057,3,2,1,0,0,4,4,159,0,6,2,2011,1,21,44,1,11,1,I-94,,185,42.21068889,-85.871394440,0,12,11,1,18,1,1,0,2,4,0,4,0,0000000,99,99,99,99,88,88,19,0,0,1,0
26,260058,2,2,0,0,0,6,6,75,4448,5,2,2011,7,13,13,1,1,1,I-94,,88,42.26903611,-84.548527780,0,12,1,1,18,1,1,0,1,11,0,11,0,0000000,13,14,13,22,99,99,19,0,0,1,0
26,260059,2,2,0,0,0,2,2,165,0,9,2,2011,4,8,49,1,13,3,SR-115,,260,44.21553333,-85.429297220,0,12,6,0,8,1,1,0,1,4,0,4,0,0000000,8,49,8,58,88,88,0,0,0,1,0
26,260060,2,2,0,0,0,2,2,163,4295,9,2,2011,4,9,55,0,13,6,ECORSE RD,HARRISON RD,117,42.25343889,-83.318683330,0,12,6,0,2,3,1,0,1,1,0,1,0,0000000,10,1,10,10,99,99,0,0,0,1,0
26,260061,2,2,0,0,0,7,7,105,0,3,2,2011,5,13,24,1,13,2,US-10,,37,43.95612778,-86.378927780,0,12,6,0,4,1,1,0,1,1,0,1,0,0000000,13,29,13,34,99,99,0,0,0,1,0
26,260062,2,2,0,0,0,3,3,37,0,4,2,2011,6,19,13,0,3,4,CLARK RD,,145,42.81305000,-84.503530560,0,12,6,0,1,1,1,0,2,1,0,1,0,0000000,19,15,19,22,99,99,0,0,0,1,0
26,260063,2,2,0,0,0,3,3,55,0,12,2,2011,7,9,57,0,4,4,KARLIN RD,ZUE RD,10,44.52746667,-85.756980560,0,12,6,0,2,2,1,0,1,1,0,1,0,0000000,9,57,99,99,99,99,22,0,0,1,0
26,260064,2,1,1,1,2,1,2,121,0,13,2,2011,1,0,45,1,12,2,US-31,,44,43.18094444,-86.205080560,0,14,0,0,1,1,2,0,2,10,0,10,0,0000000,0,45,0,50,88,88,23,0,0,1,0
26,260065,1,1,0,1,1,1,1,99,1009,13,2,2011,1,0,44,1,13,3,SR-59,,35,42.62728056,-82.964791670,0,8,0,0,1,1,1,0,2,11,0,11,0,0000000,0,46,0,52,99,99,23,0,0,1,0
26,260066,1,1,0,0,0,2,2,163,1260,30,1,2011,1,22,30,0,16,6,FRANKFORT,,2,42.41604444,-82.914086110,0,42,0,0,1,1,4,0,3,10,0,10,0,0000000,99,99,99,99,99,99,0,0,0,1,0
26,260067,2,2,0,0,0,3,3,145,0,15,1,2011,7,12,10,0,3,3,SR-13,,10,43.28170556,-83.952841670,0,12,2,0,1,1,1,0,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
26,260068,1,1,0,0,0,1,1,37,0,22,1,2011,7,13,57,0,4,4,WRIGHT RD,,55,42.84990278,-84.739672220,0,42,0,0,1,1,4,0,1,10,0,10,0,0000000,99,99,99,99,99,99,0,0,0,1,1
26,260069,1,1,0,0,0,1,1,119,0,30,1,2011,1,1,39,0,3,4,COUNTY RD 489,,14,44.87406944,-84.252166670,0,1,0,0,1,1,4,0,2,4,0,4,0,0000000,99,99,99,99,88,88,0,0,0,1,1
26,260070,2,2,0,0,0,3,3,29,0,14,2,2011,2,10,14,0,6,4,PLEASANT VALLEY RD,,24,45.17310000,-85.015044440,0,12,8,0,1,1,1,0,1,10,0,10,0,0000000,99,99,99,99,99,99,22,0,0,1,0
26,260071,2,2,0,0,0,3,3,159,0,14,2,2011,2,11,46,0,3,3,SR-43,CR380,48,42.34613611,-86.206841670,0,12,6,0,3,7,1,0,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
26,260072,2,2,0,0,0,3,3,161,0,15,2,2011,3,23,20,1,13,2,US-12,STATE RD,136,42.18490278,-83.738952780,0,12,6,0,2,2,1,0,3,1,0,1,0,0000000,23,21,23,26,88,88,0,0,0,1,0
26,260073,1,1,0,0,0,1,1,129,0,16,2,2011,4,6,4,0,6,4,FOREST DR,,2,44.39973056,-83.979752780,0,53,0,0,1,1,4,0,2,1,0,1,0,0000000,6,9,6,22,88,88,0,0,0,1,0
26,260074,1,1,0,0,0,3,3,145,0,9,2,2011,4,14,21,0,6,4,BALDWIN RD,,69,43.20171667,-84.149650000,0,34,0,0,1,1,4,0,1,4,0,4,0,0000000,14,21,14,44,99,99,0,0,0,1,0
26,260075,2,2,0,0,0,2,2,21,0,17,2,2011,5,12,7,1,1,1,I-94,,38,42.18129444,-86.232397220,0,12,1,1,18,1,1,0,1,10,0,10,0,0000000,12,9,12,16,88,88,0,0,0,1,1
26,260076,1,1,0,0,0,1,1,45,0,12,1,2011,4,21,33,0,14,4,CREYTS RD,,29,42.68925278,-84.642388890,0,30,0,0,1,1,4,0,2,10,0,10,0,0000000,21,36,21,46,88,88,0,0,0,1,1
26,260077,2,2,0,0,0,4,4,57,0,19,2,2011,7,16,57,1,2,3,SR-46,WARNER,30,43.40822222,-84.786550000,0,12,6,0,2,2,1,0,1,1,0,1,0,0000000,16,58,17,10,99,99,0,0,0,1,0
26,260078,2,2,0,0,0,2,2,147,0,22,2,2011,3,0,31,0,3,4,WILDCAT,,27,43.08277500,-82.578436110,0,12,6,0,1,1,1,0,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
26,260079,1,1,0,1,1,1,1,65,2700,14,2,2011,2,19,25,0,14,6,HOLMES,,20,42.69747500,-84.564669440,0,8,0,0,1,1,1,0,3,1,0,1,0,0000000,19,25,19,28,88,88,0,0,0,1,0
26,260080,2,2,0,1,1,3,3,17,320,21,2,2011,2,18,54,0,14,6,HENRY,,19,43.62285278,-83.899316670,0,12,6,0,1,1,1,0,3,1,0,1,0,0000000,18,55,18,58,99,99,0,0,0,1,0
26,260081,2,2,0,0,0,3,3,27,0,21,2,2011,2,15,25,0,3,2,US-12,,42,41.78180833,-86.164858330,0,12,2,0,1,1,1,0,1,11,0,11,0,0000000,99,99,99,99,99,99,0,0,0,1,0
26,260082,2,2,0,0,0,2,2,21,0,22,2,2011,3,5,15,0,13,3,SR-51,,13,41.77981944,-86.250611110,0,12,6,0,1,1,1,0,2,4,0,4,0,0000000,5,26,5,36,88,88,0,0,0,1,0
26,260083,1,1,0,0,0,1,1,115,0,23,2,2011,4,4,42,0,14,4,DUNBAR,,126,41.90544167,-83.435869440,0,10,0,0,6,1,1,0,2,10,0,10,0,232140T,4,45,4,46,88,88,0,0,0,1,0
26,260084,1,1,0,0,0,1,1,115,2723,22,2,2011,3,20,15,1,1,1,I-75,,31,41.76691111,-83.481116670,0,1,0,1,18,1,1,0,2,10,0,10,0,0000000,20,15,20,33,99,99,0,0,0,1,1
26,260085,2,2,0,0,0,2,2,55,0,24,2,2011,5,16,24,1,2,3,SR-72,,77,44.77987222,-85.348194440,0,12,2,0,1,1,1,0,1,10,0,10,0,0000000,16,24,99,99,99,99,22,0,0,1,0
26,260086,1,1,0,0,0,1,1,65,0,25,2,2011,6,6,31,0,6,4,BROGAN RD,,56,42.53227500,-84.161138890,0,42,0,0,1,1,4,0,2,4,0,4,0,0000000,6,32,6,50,88,88,0,0,0,1,1
26,260087,2,2,0,0,0,4,4,111,0,26,2,2011,7,22,34,1,2,3,SR-20,,130,43.61235000,-84.349797220,0,12,6,0,1,1,1,0,2,4,0,4,0,0000000,22,50,22,51,99,99,0,0,0,2,0
26,260088,3,3,0,0,0,8,8,95,0,26,2,2011,7,20,40,0,3,3,SR-123,CR428,262,46.33223611,-85.509725000,0,12,6,0,2,2,1,0,2,4,0,4,0,0000000,20,43,20,47,99,99,0,0,0,1,0
26,260089,3,3,0,0,0,5,5,99,2934,28,2,2011,2,12,2,0,13,4,23 MILE RD,ROMEO PLANK RD,80,42.67190833,-82.940536110,0,12,1,0,3,2,1,0,1,1,0,1,0,0000000,12,4,12,8,99,99,0,0,0,2,0
26,260090,1,1,0,0,0,1,1,125,0,28,2,2011,2,14,3,0,14,4,BALDWIN RD,,23,42.80930278,-83.333633330,0,17,0,0,1,1,4,0,1,1,0,1,0,0000000,14,4,14,13,99,99,0,0,0,1,0
26,260091,1,1,0,2,2,1,1,125,5210,10,2,2011,5,20,49,1,13,4,WILLIAMS LAKE RD,,3,42.61920556,-83.442108330,0,8,0,0,1,1,1,0,2,1,0,1,0,0000000,20,51,20,59,99,99,0,0,0,1,0
26,260092,1,1,0,0,0,2,2,163,0,3,2,2011,5,9,30,1,11,1,I-275,,218,42.38735833,-83.437011110,0,24,0,0,1,1,3,0,1,10,0,10,0,0000000,99,99,99,99,99,99,0,0,0,1,0
26,260093,2,1,1,0,0,1,1,121,0,12,2,2011,7,7,13,0,6,4,HARRIS RD,,3,43.46279722,-86.277733330,0,14,0,0,1,1,4,0,2,4,0,4,0,0000000,99,99,99,99,88,88,22,0,0,1,1
26,260094,1,1,0,0,0,2,2,65,2700,21,1,2011,6,16,4,1,13,3,SR-43,,19,42.74091667,-84.566069440,0,30,0,0,1,1,3,0,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
26,260095,2,2,0,0,0,8,8,163,1260,18,2,2011,6,2,10,1,13,6,EAST FOREST,MCCLELLAN,31,42.37872222,-82.998841670,0,12,6,0,2,2,1,0,3,10,0,10,0,0000000,99,99,99,99,99,99,0,0,0,1,0
26,260096,1,1,0,0,0,1,1,125,4567,8,1,2011,7,17,27,1,13,3,SR-102,,41,42.44399444,-83.241472220,0,33,0,0,1,1,4,0,5,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
26,260097,2,2,0,0,0,2,2,17,0,1,3,2011,3,15,44,0,4,4,PINCONNING,,67,43.85400000,-84.029283330,0,12,8,0,1,1,1,0,1,1,0,1,0,0000000,15,45,15,48,88,88,0,0,0,1,0
26,260098,2,2,0,0,0,2,2,95,0,2,3,2011,4,11,59,0,3,3,SR-123,,279,46.30607500,-85.509661110,0,12,6,0,1,1,1,0,1,10,0,10,0,0000000,11,59,12,8,99,99,0,0,0,1,0
26,260099,2,2,0,0,0,2,2,115,0,2,3,2011,4,6,34,0,3,4,IDA WEST,,1,41.90931111,-83.693891670,0,12,1,0,1,1,1,0,2,1,0,1,0,0000000,6,41,6,49,99,99,22,0,0,1,2
26,260100,1,1,0,0,0,1,1,49,1730,4,3,2011,6,6,21,1,11,1,I-475,,36,42.97093056,-83.681830560,0,30,0,1,18,1,4,0,3,3,0,3,0,0000000,6,22,6,32,88,88,0,0,0,1,0
26,260101,2,2,0,0,0,2,2,163,1260,4,3,2011,6,6,38,1,11,1,I-75,,23,42.35787778,-83.052316670,0,12,1,1,18,1,1,0,3,10,0,10,0,0000000,99,99,99,99,88,88,0,0,0,1,0
26,260102,2,2,0,0,0,2,2,89,0,4,3,2011,6,12,45,0,3,3,SR-22,,200,44.86973889,-85.649200000,0,12,6,0,1,1,1,0,1,3,0,3,0,0000000,12,47,12,50,99,99,0,0,0,1,0
26,260103,1,1,0,0,0,1,1,3,0,21,1,2011,6,22,10,0,4,4,COUNTY RD H-58,,153,46.63365000,-86.121161110,0,42,0,0,1,1,4,0,2,4,0,4,0,0000000,23,1,23,16,88,88,0,0,0,1,0
26,260104,3,3,0,0,0,3,3,99,4731,16,1,2011,1,0,18,0,13,6,DEQUINDRE RD,,109,42.60550833,-83.090575000,0,12,7,0,1,1,1,0,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
26,260105,2,1,1,2,2,1,1,87,0,4,3,2011,6,7,8,0,6,4,MILLVILLE RD,,37,43.10319167,-83.345800000,0,8,0,0,1,1,4,0,1,10,0,10,0,0000000,7,9,7,16,99,99,19,0,0,1,0
26,260106,3,2,1,1,1,3,3,81,2010,5,3,2011,7,21,33,1,13,3,SR-45,,40,42.96600556,-85.707247220,0,12,1,0,1,1,1,0,3,4,0,4,0,0000000,21,33,21,38,88,88,23,0,0,1,0
26,260107,2,2,0,0,0,3,3,163,0,6,3,2011,1,13,39,0,14,4,EIGHT MILE RD,,14,42.43608611,-83.524213890,0,12,2,0,1,1,1,0,1,1,0,1,0,0000000,13,40,13,47,99,99,0,0,0,1,0
26,260108,2,2,0,0,0,2,2,83,97,3,3,2011,5,14,34,0,3,2,US-41,,87,47.37733056,-88.303122220,0,12,6,0,1,1,1,0,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
26,260109,2,2,0,0,0,2,2,105,548,7,3,2011,2,6,13,1,2,2,US-10,,146,43.95370000,-86.158791670,0,12,1,0,1,1,1,0,2,1,0,1,0,0000000,6,14,6,31,88,88,0,0,0,1,0
26,260110,2,2,0,0,0,4,4,25,4649,7,3,2011,2,14,43,1,13,3,SR-96,,47,42.31408889,-85.235800000,0,33,0,0,1,1,4,0,1,1,0,1,0,0000000,14,43,14,46,99,99,0,0,0,1,1
26,260111,1,1,0,0,0,4,4,115,1586,3,3,2011,5,1,45,0,3,4,STERNS RD,,139,41.75027500,-83.494588890,0,34,0,0,1,1,4,0,2,1,0,1,0,0000000,1,46,1,59,99,99,0,0,0,2,1
26,260112,1,1,0,0,0,1,1,149,0,8,3,2011,3,2,17,0,6,4,CONSTANTINE RD,,60,41.85250833,-85.643588890,0,42,0,0,1,1,4,0,2,10,0,10,0,0000000,2,19,2,27,99,99,0,0,0,1,1
26,260113,1,1,0,0,0,1,1,99,4380,10,3,2011,5,0,25,1,11,1,I-94,,4,42.45512500,-82.923233330,0,59,0,0,1,1,4,0,2,5,0,5,0,0000000,0,30,0,45,88,88,0,0,0,1,0
26,260114,2,2,0,0,0,2,2,49,1931,11,3,2011,6,7,20,0,15,4,STANLEY RD,,83,43.10518611,-83.670716670,0,12,6,0,1,1,1,0,1,10,0,10,0,0000000,7,25,7,26,99,99,22,0,0,1,0
26,260115,1,1,0,0,0,1,1,163,2850,12,3,2011,7,18,37,1,11,1,I-96,,44,42.38272500,-83.357716670,0,25,0,1,18,1,3,0,3,10,0,10,0,0000000,18,37,18,41,99,99,0,0,0,1,0
26,260116,1,1,0,1,1,1,1,49,0,11,3,2011,6,20,28,0,14,6,STANLEY RD,,75,43.10476944,-83.705219440,0,8,0,0,1,1,1,0,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
26,260117,1,1,0,1,1,1,1,125,5113,14,3,2011,2,20,26,1,13,4,WALTON BLVD,,8,42.69005278,-83.368586110,0,8,0,0,1,1,1,0,3,1,0,1,0,0000000,20,26,20,28,88,88,0,0,0,1,0
26,260118,1,1,0,1,1,1,1,125,5113,17,3,2011,5,22,30,0,14,4,CASS ELIZABETH,,7,42.62558611,-83.381066670,0,8,0,0,1,1,1,0,2,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,1
26,260119,1,1,0,0,0,1,1,145,5343,18,3,2011,6,3,16,1,11,1,I-675,,1,43.49553056,-83.933927780,0,52,0,0,1,1,4,0,2,1,0,1,0,0000000,99,99,99,99,88,88,0,0,0,1,1
26,260120,2,2,0,0,0,6,6,137,0,19,3,2011,7,18,54,1,1,1,I-75,,5,44.86324444,-84.694419440,0,12,7,1,18,1,1,0,1,1,0,1,0,0000000,18,56,19,3,99,99,0,0,0,1,0
26,260121,1,1,0,0,0,2,2,165,0,20,3,2011,1,18,51,1,2,2,US-131,,188,44.41243889,-85.380269440,0,1,0,1,18,1,4,0,1,6,0,6,0,0000000,18,56,19,5,99,99,0,0,0,1,0
26,260122,1,1,0,0,0,1,1,81,5319,21,3,2011,2,11,17,0,13,6,54TH ST SW,54TH ST/S US-31 RAMP,3,42.86594167,-85.677463890,0,33,0,0,3,1,4,0,1,10,0,10,0,0000000,11,18,99,99,88,88,0,0,0,1,0
26,260123,2,2,0,0,0,2,2,121,0,17,3,2011,5,17,43,0,4,4,RAVENNA RD,WILSON RD,50,43.11902778,-85.927463890,0,12,6,0,2,2,1,0,1,10,0,10,0,0000000,99,99,99,99,88,88,0,0,0,1,1
26,260124,1,1,0,0,0,3,3,93,0,18,3,2011,6,2,26,0,13,4,SUPERIOR DR,,2,42.51458333,-83.743152780,0,30,0,0,1,1,4,0,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
26,260125,1,1,0,0,0,3,3,75,0,18,3,2011,6,2,50,1,1,1,I-94,,1,42.26198333,-84.647269440,0,1,0,1,5,1,8,0,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
26,260126,3,3,0,0,0,3,3,125,440,20,3,2011,1,22,32,0,13,6,TWELVE MILE RD,GREENFIELD RD,160,42.50288611,-83.202741670,0,12,1,0,3,2,1,0,3,2,0,2,0,0000000,99,99,22,32,99,99,0,0,0,1,0
26,260127,2,2,0,0,0,5,5,121,2307,22,3,2011,3,17,2,0,3,3,SR-120,,123,43.39258333,-86.108388890,0,12,6,0,1,1,1,0,1,3,0,3,0,0000000,17,5,17,20,99,99,0,0,0,1,0
26,260128,2,2,0,0,0,3,3,125,2300,23,3,2011,4,15,36,1,1,1,I-75,,450,42.85081389,-83.589861110,0,12,1,1,18,1,1,0,1,10,0,10,0,0000000,15,36,15,41,99,99,0,0,0,1,0
26,260129,1,1,0,0,0,2,2,161,0,14,3,2011,2,14,16,0,14,4,DEXTER ANN ARBOR,,62,42.29198889,-83.804416670,0,59,0,0,1,1,4,0,1,1,0,1,0,0000000,14,10,14,15,99,99,0,0,0,1,0
26,260130,2,1,1,2,2,1,1,47,0,25,3,2011,6,19,41,0,4,4,PICKEREL LAKE,,14,45.39169444,-84.884416670,0,8,0,0,1,1,1,0,5,1,0,1,0,0000000,19,43,19,49,99,99,0,0,0,1,0
26,260131,1,1,0,0,0,1,1,49,686,26,3,2011,7,23,39,1,11,1,I-69 RAMP 008C,,1,43.01900278,-83.592733330,0,1,0,1,5,1,5,0,2,1,0,1,0,0000000,23,37,23,39,88,88,0,0,0,1,0
26,260132,2,2,0,0,0,2,2,25,310,23,3,2011,4,12,44,1,13,3,SR-37,,7,42.27911667,-85.286930560,0,12,1,0,1,1,1,0,1,10,0,10,0,0000000,99,99,99,99,88,88,0,0,0,1,0
26,260133,1,1,0,0,0,3,3,161,4799,23,3,2011,4,21,40,1,1,1,I-94,,35,42.29271389,-84.065708330,0,1,0,0,1,1,2,0,2,10,0,10,0,0000000,99,99,99,99,99,99,0,0,0,1,1
26,260134,1,1,0,0,0,2,2,163,1480,25,3,2011,6,21,55,0,15,6,VISGER RD,,11,42.25964444,-83.143655560,0,10,0,0,6,1,1,0,3,1,0,1,0,511630F,99,99,99,99,99,99,0,0,0,1,1
26,260135,1,1,0,0,0,2,2,163,0,27,3,2011,1,2,39,1,12,3,SR-14,,44,42.38792778,-83.473308330,0,1,0,0,1,1,2,0,2,1,0,1,0,0000000,2,40,2,46,99,99,0,0,0,1,1
26,260136,3,1,2,0,0,1,1,163,90,28,3,2011,2,1,23,0,15,6,OLD GODDARD,,51,42.22787778,-83.208013890,0,42,0,0,1,1,4,0,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
26,260137,2,2,0,0,0,2,2,91,4214,31,3,2011,5,8,5,0,5,4,BERKEY HWY,WESTON RD,72,41.77321944,-83.861844440,0,12,6,0,2,2,1,0,1,1,0,1,0,0000000,8,7,8,20,99,99,22,0,0,1,0
26,260138,1,1,0,0,0,2,2,115,1586,30,3,2011,4,22,58,0,13,3,SR-24,E TEMPERANCE RD,38,41.77918611,-83.516477780,0,35,0,0,3,1,4,0,3,10,0,10,0,0000000,9,44,9,52,99,99,0,0,0,1,1
26,260139,2,2,0,0,0,3,3,21,0,30,3,2011,4,20,54,0,4,4,SAWYER RD,MINNICH RD,30,41.88551667,-86.575316670,0,12,6,0,2,2,1,0,2,1,0,1,0,0000000,20,55,20,59,88,88,0,0,0,1,1
26,260140,1,1,0,0,0,1,1,77,0,14,3,2011,2,23,5,0,4,4,Q AVE,,13,42.20092778,-85.740827780,0,1,0,0,1,1,4,0,2,10,0,10,0,0000000,23,14,23,17,99,99,0,0,0,1,1
26,260141,3,3,0,0,0,3,3,81,0,28,3,2011,2,9,40,0,13,3,SR-44,,52,43.04033333,-85.608650000,0,12,6,0,8,1,1,0,1,1,0,1,0,0000000,9,40,9,42,99,99,0,0,0,1,0
26,260142,2,2,0,0,0,2,2,65,2700,21,3,2011,2,16,33,1,13,6,GRAND RIVER,,3,42.76833889,-84.596386110,0,12,6,0,8,1,1,0,1,1,0,1,0,0000000,16,35,16,40,99,99,0,0,0,1,0
26,260143,2,2,0,1,1,2,2,121,3460,16,3,2011,4,6,52,1,13,6,SEAWAY DR,,20,43.18921111,-86.236563890,0,8,0,0,1,1,1,0,2,1,0,1,0,0000000,7,0,7,10,88,88,0,0,0,1,0
26,260144,1,1,0,0,0,1,1,163,1260,5,3,2011,7,5,0,0,14,6,GRAND BLVD,,18,42.37113889,-83.017380560,0,42,0,0,1,1,4,0,3,2,0,2,0,0000000,99,99,99,99,88,88,0,0,0,1,1
26,260145,1,1,0,0,0,1,1,163,1260,15,3,2011,3,21,55,0,16,6,VAN DYKE,SAVAGE,5,42.44611944,-83.024680560,0,19,0,0,3,1,4,0,2,2,0,2,0,0000000,99,99,99,99,99,99,0,0,0,1,1
26,260146,1,1,0,0,0,1,1,163,1260,28,3,2011,2,19,35,1,13,3,SR-5,,1,42.41934722,-83.264716670,0,30,0,0,1,1,4,0,1,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,0
26,260147,3,3,0,0,0,8,8,49,0,5,3,2011,7,18,8,1,11,1,I-75,,224,43.14471944,-83.763655560,0,25,0,0,1,1,3,0,2,4,0,4,0,0000000,99,99,99,99,99,99,0,0,0,1,0
26,260148,1,1,0,0,0,1,1,79,0,5,3,2011,7,23,30,0,5,4,SUNSET TRL,,107,44.67877222,-84.977788890,0,42,0,0,1,1,4,0,2,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
26,260149,2,2,0,0,0,4,4,121,0,5,3,2011,7,7,12,0,3,3,SR-37,,43,43.26381667,-85.813700000,0,12,6,0,1,1,1,0,4,10,0,10,0,0000000,99,99,99,99,99,99,0,0,0,1,0
26,260150,1,1,0,1,1,2,2,131,0,13,3,2011,1,3,52,1,2,2,US-45,,150,46.54661389,-89.178622220,0,8,0,0,1,1,1,0,2,4,0,4,0,0000000,99,99,99,99,99,99,0,0,0,1,0
26,260151,1,1,0,1,1,1,1,145,4350,15,3,2011,3,22,50,0,14,3,SR-13,,86,43.39270000,-83.955513890,0,8,0,0,1,1,1,0,1,2,0,2,0,0000000,99,99,99,99,88,88,0,0,0,1,0
26,260152,1,1,0,0,0,1,1,163,2820,19,3,2011,7,2,8,1,11,1,I-75,,60,42.40686111,-83.077088890,0,1,0,1,18,1,4,0,3,1,0,1,0,0000000,99,99,99,99,99,99,0,0,0,1,1
26,260153,2,2,0,0,0,2,2,81,0,22,3,2011,3,18,17,0,4,4,PINE LAKE AVE,,66,43.28581389,-85.471711110,0,12,6,0,1,1,1,0,1,2,0,2,0,0000000,99,99,99,99,99,99,0,0,0,1,1
26,260154,2,2,0,0,0,4,4,125,4567,22,3,2011,3,21,57,0,14,6,LAHSER RD,,6,42.45194722,-83.259850000,0,12,2,0,1,1,1,0,2,2,0,2,0,0000000,99,99,99,99,99,99,0,0,0,1,0
